,Unnamed: 0,tanggal_kejadian,kota_administrasi,lokasi,rw,jumlah_terdampak_jiwa,ketinggian_air,kluster
665,192,2018-11-28,jakarta selatan,"jakarta selatan, kel. ulujami",1,4000,70,2
666,193,2018-11-11,jakarta timur,"jakarta timur, kel. cipinang melayu",3,1858,50,2
667,193,2018-11-11,jakarta timur,"jakarta timur, kel. cipinang melayu",4,1858,50,2
668,194,2018-11-11,jakarta timur,"jakarta timur, kel. cipinang muara",13,240,80,0
669,195,2018-11-12,jakarta timur,"jakarta timur, kel. kampung melayu",4,789,100,0
670,195,2018-11-12,jakarta timur,"jakarta timur, kel. kampung melayu",5,789,100,0
671,195,2018-11-12,jakarta timur,"jakarta timur, kel. kampung melayu",7,789,100,0
672,195,2018-11-12,jakarta timur,"jakarta timur, kel. kampung melayu",8,789,100,0
673,196,2018-11-12,jakarta timur,"jakarta timur, kel. bidara cina",7,710,60,0
674,196,2018-11-12,jakarta timur,"jakarta timur, kel. bidara cina",11,710,60,0
675,197,2018-11-11,jakarta timur,"jakarta timur, kel. rambutan",5,0,30,0
676,198,2018-11-12,jakarta timur,"jakarta timur, kel. cawang",2,0,50,0
677,198,2018-11-12,jakarta timur,"jakarta timur, kel. cawang",3,0,50,0
678,198,2018-11-12,jakarta timur,"jakarta timur, kel. cawang",5,0,50,0
679,198,2018-11-12,jakarta timur,"jakarta timur, kel. cawang",8,0,50,0
680,199,2018-11-29,jakarta timur,"jakarta timur, kel. jatinegara",8,0,15,0
681,200,2018-11-29,jakarta timur,"jakarta timur, kel. rawa terate",5,0,20,0
682,201,2018-12-04,jakarta utara,"jakarta utara, kel. pluit",22,0,10,0
683,202,2018-12-05,jakarta utara,"jakarta utara, kel. pluit",22,0,10,0
684,203,2018-12-07,jakarta utara,"jakarta utara, kel. pluit",22,0,10,0
685,204,2018-12-04,jakarta utara,"jakarta utara, kel. kamal muara",4,0,10,0
686,205,2018-12-05,jakarta utara,"jakarta utara, kel. kamal muara",4,0,10,0
687,206,2018-12-06,jakarta utara,"jakarta utara, kel. kamal muara",4,0,10,0
688,207,2018-12-07,jakarta utara,"jakarta utara, kel. kamal muara",4,0,10,0
689,208,2018-12-08,jakarta utara,"jakarta utara, kel. kamal muara",4,0,10,0
690,209,2018-12-11,jakarta utara,"jakarta utara, kel. kamal muara",4,0,10,0
691,210,2018-12-13,jakarta utara,"jakarta utara, kel. kamal muara",4,0,10,0
692,211,2018-12-07,jakarta utara,"jakarta utara, kel. penjaringan",17,0,10,0
693,212,2018-12-04,jakarta barat,"jakarta barat, kel. kamal",1,0,10,0
694,213,2018-12-05,jakarta barat,"jakarta barat, kel. kamal",1,0,10,0
695,214,2018-12-06,jakarta barat,"jakarta barat, kel. kamal",1,0,10,0
696,215,2018-12-11,jakarta barat,"jakarta barat, kel. kamal",1,0,10,0
697,216,2018-12-12,jakarta barat,"jakarta barat, kel. kamal",1,0,10,0
698,217,2018-12-12,jakarta barat,"jakarta barat, kel. rawa buaya",1,0,60,0
699,217,2018-12-12,jakarta barat,"jakarta barat, kel. rawa buaya",2,0,60,0
700,217,2018-12-12,jakarta barat,"jakarta barat, kel. rawa buaya",3,0,60,0
701,217,2018-12-12,jakarta barat,"jakarta barat, kel. rawa buaya",4,0,60,0
702,217,2018-12-12,jakarta barat,"jakarta barat, kel. rawa buaya",7,0,60,0
703,217,2018-12-12,jakarta barat,"jakarta barat, kel. rawa buaya",8,0,60,0
704,217,2018-12-12,jakarta barat,"jakarta barat, kel. rawa buaya",11,0,60,0
705,218,2018-12-12,jakarta barat,"jakarta barat, kel. cengkareng timur",3,0,30,0
706,219,2018-12-12,jakarta barat,"jakarta barat, kel. duri kosambi",4,77,40,0
707,219,2018-12-12,jakarta barat,"jakarta barat, kel. duri kosambi",5,77,40,0
708,219,2018-12-12,jakarta barat,"jakarta barat, kel. duri kosambi",6,77,40,0
709,220,2018-12-12,jakarta barat,"jakarta barat, kel. kembangan utara",1,0,50,0
710,221,2018-12-04,jakarta selatan,"jakarta selatan, kel. cilandak barat",2,0,60,0
711,221,2018-12-04,jakarta selatan,"jakarta selatan, kel. cilandak barat",6,0,60,0
712,222,2018-12-13,jakarta selatan,"jakarta selatan, kel. pondok labu",7,0,60,0
713,223,2018-12-10,jakarta selatan,"jakarta selatan, kel. kalibata",9,0,30,0
714,224,2018-12-10,jakarta selatan,"jakarta selatan, kel. duren tiga",5,0,70,0
715,225,2018-12-10,jakarta selatan,"jakarta selatan, kel. bangka",2,0,80,0
716,225,2018-12-10,jakarta selatan,"jakarta selatan, kel. bangka",3,0,80,0
717,225,2018-12-10,jakarta selatan,"jakarta selatan, kel. bangka",4,0,80,0
718,226,2018-12-13,jakarta selatan,"jakarta selatan, kel. bangka",2,0,80,0
719,226,2018-12-13,jakarta selatan,"jakarta selatan, kel. bangka",3,0,80,0
720,226,2018-12-13,jakarta selatan,"jakarta selatan, kel. bangka",4,0,80,0
721,227,2018-12-10,jakarta selatan,"jakarta selatan, kel. petogogan",1,0,40,0
722,227,2018-12-10,jakarta selatan,"jakarta selatan, kel. petogogan",2,0,40,0
723,227,2018-12-10,jakarta selatan,"jakarta selatan, kel. petogogan",3,0,40,0
724,227,2018-12-10,jakarta selatan,"jakarta selatan, kel. petogogan",5,0,40,0
725,228,2018-12-12,jakarta selatan,"jakarta selatan, kel. petogogan",1,0,40,0
726,228,2018-12-12,jakarta selatan,"jakarta selatan, kel. petogogan",2,0,40,0
727,228,2018-12-12,jakarta selatan,"jakarta selatan, kel. petogogan",3,0,40,0
728,228,2018-12-12,jakarta selatan,"jakarta selatan, kel. petogogan",5,0,40,0
729,229,2018-12-13,jakarta selatan,"jakarta selatan, kel. petogogan",1,0,40,0
730,229,2018-12-13,jakarta selatan,"jakarta selatan, kel. petogogan",2,0,40,0
731,229,2018-12-13,jakarta selatan,"jakarta selatan, kel. petogogan",3,0,40,0
732,229,2018-12-13,jakarta selatan,"jakarta selatan, kel. petogogan",5,0,40,0
733,230,2018-12-13,jakarta selatan,"jakarta selatan, kel. cipete utara",6,0,40,0
734,231,2018-12-13,jakarta selatan,"jakarta selatan, kel. cilandak timur",1,0,100,0
735,231,2018-12-13,jakarta selatan,"jakarta selatan, kel. cilandak timur",3,0,100,0
736,232,2018-12-13,jakarta selatan,"jakarta selatan, kel. cipulir",10,0,80,0
737,233,2018-12-11,jakarta selatan,"jakarta selatan, kel. ulujami",1,0,40,0
738,234,2018-12-03,jakarta timur,"jakarta timur, kel. rawa terate",5,0,100,0
739,235,2018-12-03,jakarta timur,"jakarta timur, kel. cakung timur",9,800,20,0
740,236,2018-12-06,jakarta timur,"jakarta timur, kel. cipinang melayu",4,0,30,0
741,237,2018-12-11,jakarta timur,"jakarta timur, kel. rambutan",3,0,50,0
742,237,2018-12-11,jakarta timur,"jakarta timur, kel. rambutan",5,0,50,0
743,238,2019-01-07,jakarta utara,"jakarta utara, kel. kamal muara",1,0,20,0
744,238,2019-01-07,jakarta utara,"jakarta utara, kel. kamal muara",2,0,20,0
745,238,2019-01-07,jakarta utara,"jakarta utara, kel. kamal muara",3,0,20,0
746,238,2019-01-07,jakarta utara,"jakarta utara, kel. kamal muara",4,0,20,0
747,239,2019-01-09,jakarta utara,"jakarta utara, kel. kamal muara",1,0,20,0
748,239,2019-01-09,jakarta utara,"jakarta utara, kel. kamal muara",2,0,20,0
749,239,2019-01-09,jakarta utara,"jakarta utara, kel. kamal muara",3,0,20,0
750,239,2019-01-09,jakarta utara,"jakarta utara, kel. kamal muara",4,0,20,0
751,240,2019-01-10,jakarta utara,"jakarta utara, kel. kamal muara",1,0,20,0
752,240,2019-01-10,jakarta utara,"jakarta utara, kel. kamal muara",2,0,20,0
753,240,2019-01-10,jakarta utara,"jakarta utara, kel. kamal muara",3,0,20,0
754,240,2019-01-10,jakarta utara,"jakarta utara, kel. kamal muara",4,0,20,0
755,241,2019-01-18,jakarta utara,"jakarta utara, kel. kamal muara",1,0,20,0
756,241,2019-01-18,jakarta utara,"jakarta utara, kel. kamal muara",2,0,20,0
757,241,2019-01-18,jakarta utara,"jakarta utara, kel. kamal muara",3,0,20,0
758,241,2019-01-18,jakarta utara,"jakarta utara, kel. kamal muara",4,0,20,0
759,242,2019-01-19,jakarta utara,"jakarta utara, kel. kamal muara",1,0,20,0
760,242,2019-01-19,jakarta utara,"jakarta utara, kel. kamal muara",2,0,20,0
761,242,2019-01-19,jakarta utara,"jakarta utara, kel. kamal muara",3,0,20,0
762,242,2019-01-19,jakarta utara,"jakarta utara, kel. kamal muara",4,0,20,0
763,243,2019-01-20,jakarta utara,"jakarta utara, kel. kamal muara",1,0,20,0
764,243,2019-01-20,jakarta utara,"jakarta utara, kel. kamal muara",2,0,20,0
765,243,2019-01-20,jakarta utara,"jakarta utara, kel. kamal muara",3,0,20,0
766,243,2019-01-20,jakarta utara,"jakarta utara, kel. kamal muara",4,0,20,0
767,244,2019-01-21,jakarta utara,"jakarta utara, kel. kamal muara",1,0,20,0
768,244,2019-01-21,jakarta utara,"jakarta utara, kel. kamal muara",2,0,20,0
769,244,2019-01-21,jakarta utara,"jakarta utara, kel. kamal muara",3,0,20,0
770,244,2019-01-21,jakarta utara,"jakarta utara, kel. kamal muara",4,0,20,0
771,245,2019-01-22,jakarta utara,"jakarta utara, kel. kamal muara",1,0,20,0
772,245,2019-01-22,jakarta utara,"jakarta utara, kel. kamal muara",2,0,20,0
773,245,2019-01-22,jakarta utara,"jakarta utara, kel. kamal muara",3,0,20,0
774,245,2019-01-22,jakarta utara,"jakarta utara, kel. kamal muara",4,0,20,0
775,246,2019-01-30,jakarta utara,"jakarta utara, kel. kamal muara",1,0,20,0
776,246,2019-01-30,jakarta utara,"jakarta utara, kel. kamal muara",2,0,20,0
777,246,2019-01-30,jakarta utara,"jakarta utara, kel. kamal muara",3,0,20,0
778,246,2019-01-30,jakarta utara,"jakarta utara, kel. kamal muara",4,0,20,0
779,247,2019-01-20,jakarta utara,"jakarta utara, kel. pluit",1,0,40,0
780,247,2019-01-20,jakarta utara,"jakarta utara, kel. pluit",2,0,40,0
781,247,2019-01-20,jakarta utara,"jakarta utara, kel. pluit",7,0,40,0
782,247,2019-01-20,jakarta utara,"jakarta utara, kel. pluit",22,0,40,0
783,248,2019-01-21,jakarta utara,"jakarta utara, kel. pluit",1,0,40,0
784,248,2019-01-21,jakarta utara,"jakarta utara, kel. pluit",2,0,40,0
785,248,2019-01-21,jakarta utara,"jakarta utara, kel. pluit",7,0,40,0
786,248,2019-01-21,jakarta utara,"jakarta utara, kel. pluit",22,0,40,0
787,249,2019-01-25,jakarta utara,"jakarta utara, kel. pluit",1,0,40,0
788,249,2019-01-25,jakarta utara,"jakarta utara, kel. pluit",2,0,40,0
789,249,2019-01-25,jakarta utara,"jakarta utara, kel. pluit",7,0,40,0
790,249,2019-01-25,jakarta utara,"jakarta utara, kel. pluit",22,0,40,0
791,250,2019-01-30,jakarta utara,"jakarta utara, kel. pluit",1,0,40,0
792,250,2019-01-30,jakarta utara,"jakarta utara, kel. pluit",2,0,40,0
793,250,2019-01-30,jakarta utara,"jakarta utara, kel. pluit",7,0,40,0
794,250,2019-01-30,jakarta utara,"jakarta utara, kel. pluit",22,0,40,0
795,251,2019-01-30,jakarta utara,"jakarta utara, kel. pejagalan",15,0,15,0
796,252,2019-01-30,jakarta utara,"jakarta utara, kel. penjaringan",10,0,10,0
797,252,2019-01-30,jakarta utara,"jakarta utara, kel. penjaringan",17,0,10,0
798,253,2019-01-25,jakarta utara,"jakarta utara, kel. rorotan",5,0,20,0
799,254,2019-01-30,jakarta utara,"jakarta utara, kel. sukapura",12,0,20,0
800,255,2019-01-30,jakarta utara,"jakarta utara, kel. cilincing",6,0,20,0
801,255,2019-01-30,jakarta utara,"jakarta utara, kel. cilincing",9,0,20,0
802,256,2019-01-30,jakarta utara,"jakarta utara, kel. semper timur",2,0,30,0
803,256,2019-01-30,jakarta utara,"jakarta utara, kel. semper timur",3,0,30,0
804,256,2019-01-30,jakarta utara,"jakarta utara, kel. semper timur",10,0,30,0
805,256,2019-01-30,jakarta utara,"jakarta utara, kel. semper timur",11,0,30,0
806,257,2019-01-30,jakarta utara,"jakarta utara, kel. marunda",2,0,20,0
807,257,2019-01-30,jakarta utara,"jakarta utara, kel. marunda",7,0,20,0
808,258,2019-01-30,jakarta utara,"jakarta utara, kel. pegangsaan dua",3,0,30,0
809,259,2019-01-30,jakarta utara,"jakarta utara, kel. kelapa gading barat",15,0,20,0
810,259,2019-01-30,jakarta utara,"jakarta utara, kel. kelapa gading barat",16,0,20,0
811,259,2019-01-30,jakarta utara,"jakarta utara, kel. kelapa gading barat",20,0,20,0
812,260,2019-01-30,jakarta utara,"jakarta utara, kel. kel. tugu selatan",4,0,30,0
813,261,2019-01-30,jakarta utara,"jakarta utara, kel. tanjung priok",11,0,25,0
814,261,2019-01-30,jakarta utara,"jakarta utara, kel. tanjung priok",16,0,25,0
815,262,2019-01-04,jakarta barat,"jakarta barat, kel. kamal",1,0,10,0
816,263,2019-01-09,jakarta barat,"jakarta barat, kel. kamal",1,0,10,0
817,264,2019-01-10,jakarta barat,"jakarta barat, kel. kamal",1,0,10,0
818,265,2019-01-11,jakarta barat,"jakarta barat, kel. kamal",1,0,10,0
819,266,2019-01-18,jakarta barat,"jakarta barat, kel. kamal",1,0,10,0
820,267,2019-01-19,jakarta barat,"jakarta barat, kel. kamal",1,0,10,0
821,268,2019-01-25,jakarta barat,"jakarta barat, kel. tegal alur",3,0,50,0
822,269,2019-01-25,jakarta barat,"jakarta barat, kel. pegadungan",7,0,60,0
823,270,2019-01-18,jakarta barat,"jakarta barat, kel. duri kepa",2,0,25,0
824,271,2019-01-25,jakarta barat,"jakarta barat, kel. kedoya selatan",5,0,40,0
825,272,2019-01-25,jakarta barat,"jakarta barat, kel. kedoya utara",8,0,30,0
826,273,2019-01-25,jakarta barat,"jakarta barat, kel. cengkareng timur",3,0,70,0
827,274,2019-01-31,jakarta barat,"jakarta barat, kel. cengkareng timur",3,0,70,0
828,275,2019-01-25,jakarta barat,"jakarta barat, kel. rawa buaya",1,0,60,0
829,275,2019-01-25,jakarta barat,"jakarta barat, kel. rawa buaya",2,0,60,0
830,275,2019-01-25,jakarta barat,"jakarta barat, kel. rawa buaya",4,0,60,0
831,275,2019-01-25,jakarta barat,"jakarta barat, kel. rawa buaya",11,0,60,0
832,276,2019-01-30,jakarta barat,"jakarta barat, kel. rawa buaya",1,0,60,0
833,276,2019-01-30,jakarta barat,"jakarta barat, kel. rawa buaya",2,0,60,0
834,276,2019-01-30,jakarta barat,"jakarta barat, kel. rawa buaya",4,0,60,0
835,276,2019-01-30,jakarta barat,"jakarta barat, kel. rawa buaya",11,0,60,0
836,277,2019-01-30,jakarta barat,"jakarta barat, kel. duri kosambi",4,0,40,0
837,277,2019-01-30,jakarta barat,"jakarta barat, kel. duri kosambi",6,0,40,0
838,278,2019-01-30,jakarta barat,"jakarta barat, kel. kedaung kali angke",5,0,20,0
839,279,2019-01-25,jakarta barat,"jakarta barat, kel. wijaya kusuma ",5,0,20,0
840,280,2019-01-25,jakarta barat,"jakarta barat, kel. jelambar baru",1,0,30,0
841,280,2019-01-25,jakarta barat,"jakarta barat, kel. jelambar baru",5,0,30,0
842,280,2019-01-25,jakarta barat,"jakarta barat, kel. jelambar baru",7,0,30,0
843,280,2019-01-25,jakarta barat,"jakarta barat, kel. jelambar baru",9,0,30,0
844,280,2019-01-25,jakarta barat,"jakarta barat, kel. jelambar baru",12,0,30,0
845,281,2019-01-30,jakarta barat,"jakarta barat, kel. jelambar baru",1,0,30,0
846,281,2019-01-30,jakarta barat,"jakarta barat, kel. jelambar baru",5,0,30,0
847,281,2019-01-30,jakarta barat,"jakarta barat, kel. jelambar baru",7,0,30,0
848,281,2019-01-30,jakarta barat,"jakarta barat, kel. jelambar baru",9,0,30,0
849,281,2019-01-30,jakarta barat,"jakarta barat, kel. jelambar baru",12,0,30,0
850,282,2019-01-25,jakarta barat,"jakarta barat, kel. kembangan utara",3,0,20,0
851,282,2019-01-25,jakarta barat,"jakarta barat, kel. kembangan utara",5,0,20,0
