,kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian,Unnamed: 0.1
11,Jakarta Utara,CILINCING,SEMPER TIMUR,"RW 02, 03, 10, 11",4,6,30,120,10 - 150 cm,01 januari 2020,0,0,0,0,120,4,0,0,11.0
12,Jakarta Utara,CILINCING,SUKA PURA,"RW 02, 03, 04, 05, 06, 07, 09, 10, 12",9,9,70,278,10 - 150 cm,01 januari 2020,0,0,0,0,278,2,0,0,12.0
13,Jakarta Utara,KELAPA GADING,KELAPA GADING BARAT,"RW 02, 03, 06, 11, 12",5,5,0,0,10 - 30 cm,01 januari 2020,0,0,0,0,0,0,0,0,13.0
14,Jakarta Utara,KELAPA GADING,KELAPA GADING TIMUR,"RW 15, 16",2,2,25,100,10 - 30 cm,01 januari 2020,0,0,0,0,100,2,0,0,14.0
15,Jakarta Utara,KELAPA GADING,PEGANGSAAN DUA,"RW 02, 03, 04, 08, 09, 10, 11",7,7,52,210,10 - 70 cm,01 januari 2020,0,0,0,0,210,3,0,0,15.0
16,Jakarta Utara,KOJA,TUGU SELATAN,RW. 04,1,1,0,0,20 - 50 cm,01 januari 2020,0,0,0,0,0,0,0,0,16.0
17,Jakarta Utara,PENJARINGAN,KAPUK MUARA,"RW. 01, 02, 03, 04, 05, 09",6,6,0,0,20 - 40 cm,01 januari 2020,0,0,0,0,0,0,0,0,17.0
18,Jakarta Utara,PENJARINGAN,PEJAGALAN,"RW 08, 09, 10, 12, 13, 14, 15",7,7,292,1168,10 - 150 cm,01 januari 2020,0,0,0,0,1168,10,0,0,18.0
19,Jakarta Utara,PENJARINGAN,PENJARINGAN,RW 17,1,1,0,0,10 - 30 cm,01 januari 2020,0,0,0,0,0,0,0,0,19.0
20,Jakarta Utara,PENJARINGAN,PLUIT,"RW 01, 11, 22",3,3,0,0,15 - 70 cm,"24, 27, 28, 30, 31 januari 2020",0,0,0,0,0,0,0,0,20.0
21,Jakarta Utara,PADEMANGAN,ANCOL,"RW 02, 05, 08, 10",4,4,0,0,10 - 30 cm,24 januari 2020,0,0,0,0,0,0,0,0,21.0
22,Jakarta Barat,CENGKARENG,CENGKARENG BARAT,"RW 01, 03, 05, 06, 07, 09, 10, 11, 14",9,9,550,2220,31 - 70 cm,"01, 24 januari 2020",0,0,0,0,2220,20,0,0,22.0
23,Jakarta Barat,CENGKARENG,CENGKARENG TIMUR,"RW 02, 03, 04, 05, 06, 12, 13, 14, 16",9,9,90,362,10 - 70 cm,01 januari 2020,1,0,0,0,362,6,0,0,23.0
24,Jakarta Barat,CENGKARENG,DURI KOSAMBI,"RW 01, 02, 03, 04, 05, 06, 07,08, 09, 10, 11, 12, 13, 14, 15",15,15,307,1230,71 - 150 cm,01 januari 2020,1,0,0,0,1230,8,0,0,24.0
25,Jakarta Barat,CENGKARENG,KAPUK,"RW 02, 03, 04, 05, 06, 07, 08, 09, 10, 12, 13, 15 ,16",13,13,1115,4461,31 - 70 cm,"01, 24 januari 2020",1,0,0,0,4461,9,0,0,25.0
26,Jakarta Barat,CENGKARENG,KEDAUNG KALI ANGKE,"RW 01, 02, 03, 04, 05, 06, 07, 08",8,8,701,2804,31 - 70 cm,01 januari 2020,0,0,0,0,2804,31,0,0,26.0
27,Jakarta Barat,CENGKARENG,RAWA BUAYA,"RW 01, 02, 03, 04, 11, 12",6,6,533,2133,31 - 70 cm,01 januari 2020,0,0,0,0,2133,7,0,0,27.0
28,Jakarta Barat,GROGOL PETAMBURAN,JELAMBAR BARU,"RW 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13",13,13,15,60,31 - 70 cm,01 januari 2020,0,0,0,0,60,1,0,0,28.0
29,Jakarta Barat,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,"RW 01, 02, 04, 05, 07",5,5,21,85,10 - 150 cm,01 januari 2020,0,0,0,0,85,3,0,0,29.0
30,Jakarta Barat,GROGOL PETAMBURAN,TOMANG,RW 14,1,1,6,24,31 - 70 cm,01 januari 2020,0,0,0,0,24,1,0,0,30.0
31,Jakarta Barat,GROGOL PETAMBURAN,WIJAYA KUSUMA,"RW 01, 02, 03, 04, 05, 07, 08, 09",8,8,52,208,31 - 70 cm,01 januari 2020,0,0,0,0,208,3,0,0,31.0
32,Jakarta Barat,KALIDERES,KALIDERES,"RW 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, 16, 17",12,12,37,147,31 - 70 cm,01 januari 2020,0,0,0,0,147,1,0,0,32.0
33,Jakarta Barat,KALIDERES,KAMAL,"RW 01, 02, 03, 04, 07, 08, 09",7,7,0,0,10 - 70 cm,01 januari 2020,0,0,0,0,0,0,0,0,33.0
34,Jakarta Barat,KALIDERES,PEGADUNGAN,"RW 01, 03, 04, 06, 11",5,5,0,0,10 - 70 cm,01 januari 2020,0,0,0,0,0,0,0,0,34.0
35,Jakarta Barat,KALIDERES,SEMANAN,"RW 01, 03, 04, 07, 10",5,5,528,2112,31 - 200 cm,01 januari 2020,1,0,0,0,2112,18,0,0,35.0
36,Jakarta Barat,KALIDERES,TEGAL ALUR,"RW 03, 04, 11, 12, 15",5,5,302,1208,31 - 150 cm,01 januari 2020,0,0,0,0,1208,10,0,0,36.0
37,Jakarta Barat,KEBON JERUK,DURI KEPA,"'RW 02, 03, 04, 05, 09, 13, 14",7,7,60,130,31 - 70 cm,01 januari 2020,0,0,0,0,130,4,0,0,37.0
38,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,"RW 01, 04, 05",3,3,9,36,10 - 150 cm,"01, 27 januari 2020",0,0,0,0,36,1,0,0,38.0
39,Jakarta Barat,KEBON JERUK,KEDOYA UTARA,"RW 02, 04, 05",3,3,309,1238,31 - 100 cm,01 januari 2020,0,0,0,0,1238,15,0,0,39.0
40,Jakarta Barat,KEBON JERUK,SUKABUMI UTARA,"RW 01, 03, 04, 07, 08, 10, 11",7,7,0,0,10 - 140 cm,"01, 18 januari 2020",0,0,0,0,0,0,0,0,40.0
41,Jakarta Barat,KEBON JERUK,SUKABUMI SELATAN,"RW 01, 02, 04, 08",4,7,0,0,30 - 100 cm,18 januari 2020,0,0,0,0,0,0,0,0,41.0
42,Jakarta Barat,KEBON JERUK,KELAPA DUA ,RW 04,1,1,0,0,60 cm,18 januari 2020,0,0,0,0,0,0,0,0,42.0
43,Jakarta Barat,KEMBANGAN,JOGLO,"RW 02, 06",2,2,0,0,31 -  150 cm,01 januari 2020,0,0,0,0,0,0,0,0,43.0
44,Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,"RW 01, 02, 03, 04, 05, 06, 08, 09",8,8,177,710,31 - 120 cm,"01, 27 januari 2020",0,0,0,0,710,6,0,0,44.0
45,Jakarta Barat,KEMBANGAN,KEMBANGAN UTARA,"RW 01, 02, 03, 04, 05, 06, 08, 10, 11",9,9,240,961,30 - 90 cm,"01, 18 januari 2020",0,0,0,0,961,7,0,0,45.0
46,Jakarta Barat,KEMBANGAN,MERUYA SELATAN,RW 07,1,1,0,0,80 cm,01 januari 2020,0,0,0,0,0,0,0,0,46.0
47,Jakarta Barat,KEMBANGAN,MERUYA UTARA,"RW 05, 06",2,2,0,0,31 - 70 cm,01 januari 2020,0,0,0,0,0,0,0,0,47.0
48,Jakarta Barat,KEMBANGAN,SRENGSENG,"RW 05, 07",2,2,4,15,71 - 150 cm,01 januari 2020,0,0,0,0,15,1,0,0,48.0
49,Jakarta Barat,PALMERAH,JATI PULO,"RW 01, 02, 03, 05, 09",5,5,0,0,10 - 30 cm,"01, 18 januari 2020",0,0,0,0,0,0,0,0,49.0
50,Jakarta Barat,PALMERAH,KEMANGGISAN,"RW  02, 03, 04, 05, 06, 08",6,6,0,0,31 - 150 cm,"01, 18 januari 2020",0,0,0,0,0,0,0,0,50.0
51,Jakarta Barat,PALMERAH,KOTA BAMBU SELATAN,RW 01,1,1,0,0,31 - 150 cm,01 januari 2020,0,0,0,0,0,0,0,0,51.0
52,Jakarta Barat,PALMERAH,KOTA BAMBU UTARA,"RW 02, 03, 04, 08, 09",5,5,0,0,10 - 70 cm,"01, 18 januari 2020",0,0,0,0,0,0,0,0,52.0
53,Jakarta Barat,PALMERAH,PALMERAH,"RW 03, 12, 13, 15",4,4,0,0,31 - 70 cm,"01, 18 januari 2020",1,0,0,0,0,0,0,0,53.0
54,Jakarta Barat,PALMERAH,SLIPI,"RW 03, 04, 05",3,3,0,0,31 - 70 cm,01 januari 2020,0,0,0,0,0,0,0,0,54.0
55,Jakarta Selatan,CILANDAK,CILANDAK BARAT,"RW 02, 12",2,2,75,300,71 -180 cm,01 januari 2020,0,0,0,0,300,2,0,0,55.0
56,Jakarta Selatan,CILANDAK,CIPETE SELATAN,RW 07,1,1,16,65,10 - 30 cm,01 januari 2020,0,0,0,0,65,2,0,0,56.0
57,Jakarta Selatan,CILANDAK,LEBAK BULUS,"RW 04, 08",2,2,23,91,31 - 70 cm,"01, 24, 26 januari 2020",0,0,0,0,91,1,0,0,57.0
58,Jakarta Selatan,CILANDAK,PONDOK LABU,"RW 01, 02, 03, 07, 09, 10",6,6,33,134,31 - 70 cm,"01, 26 januari 2020",0,0,0,0,134,5,0,0,58.0
59,Jakarta Selatan,JAGAKARSA,JAGAKARSA,"RW 02, 04",2,2,87,235,31 - 70 cm,01 januari 2020,0,0,0,0,235,1,0,0,59.0
60,Jakarta Selatan,JAGAKARSA,TANJUNG BARAT,"RW 01, 04, 05",3,3,0,0,31 - 70 cm,01 januari 2020,0,0,0,0,0,0,0,0,60.0
61,Jakarta Selatan,JAGAKARSA,CIGANJUR,"RW. 01,05,06",3,5,37,150,30 - 100 cm,01 januari 2020,0,0,0,0,150,3,0,0,61.0
62,Jakarta Selatan,JAGAKARSA,SRENGSENG SAWAH,RW.08 ,1,1,91,372,10 - 30 cm,01 januari 2020,0,0,0,0,372,8,0,0,62.0
63,Jakarta Selatan,JAGAKARSA,LENTENG AGUNG,"RW. 01,02,03,07",4,4,122,507,10 - 30 cm,01 januari 2020,0,0,0,0,507,4,0,0,63.0
64,Jakarta Selatan,JAGAKARSA,CIPEDAK,RW.01,1,1,43,175,10 - 30 cm,01 januari 2020,0,0,0,0,175,1,0,0,64.0
65,Jakarta Selatan,KEBAYORAN BARU,GUNUNG,"RW 01, 06",2,2,10,40,71 - 150 cm,01 januari 2020,0,0,0,0,40,1,0,0,65.0
66,Jakarta Selatan,KEBAYORAN BARU,KRAMAT PELA,"RW 02, 09, 10",3,22,13,52,71 - 150 cm,"01, 18 januari 2020",0,0,0,0,52,1,0,0,66.0
67,Jakarta Selatan,KEBAYORAN BARU,PETOGOGAN,"RW 01, 02, 03",3,3,0,0,71 - 150 cm,"01, 18 januari 2020",0,0,0,0,0,0,0,0,67.0
68,Jakarta Selatan,KEBAYORAN BARU,PULO,"RW 03, 07",2,2,4,16,30 - 150 cm,01 januari 2020,0,0,0,0,16,1,0,0,68.0
69,Jakarta Selatan,KEBAYORAN BARU,RAWA BARAT,RW 05,1,1,24,99,71 - 150 cm,01 januari 2020,0,0,0,0,99,1,0,0,69.0
70,Jakarta Selatan,KEBAYORAN BARU,CIPETE UTARA,"RW.01,02,03,04,06,07,09,13",8,8,57,231,10 - 70 cm,01 januari 2020,0,0,0,0,231,3,0,0,70.0
71,Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,"RW 05, 06, 07, 08, 09, 10",6,6,170,675,30 - 150 cm,01 januari 2020,0,0,0,0,675,5,0,0,71.0
72,Jakarta Selatan,KEBAYORAN LAMA,GROGOL SELATAN,"RW 05, 06",2,2,62,250,31 - 70 cm,"01, 18 januari 2020",0,0,0,0,250,1,0,0,72.0
73,Jakarta Selatan,KEBAYORAN LAMA,GROGOL UTARA,"RW. 04, 05, 14",3,13,0,0,20 - 60 cm,"01, 18 januari 2020",0,0,0,0,0,0,0,0,73.0
74,Jakarta Selatan,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,RW 10,1,1,24,55,71 - 150 cm,01 januari 2020,0,0,0,0,55,2,0,0,74.0
75,Jakarta Selatan,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,RW 11,1,1,175,700,31 - 70 cm,01 januari 2020,0,0,0,0,700,1,0,0,75.0
76,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,"RW 05, 08",2,2,240,962,31 - 150 cm,01 januari 2020,0,0,0,0,962,3,0,0,76.0
77,Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,"RW 01, 02, 03, 04",4,4,260,1041,31 - 150 cm,01 januari 2020,0,0,0,0,1041,5,0,0,77.0
78,Jakarta Selatan,MAMPANG PRAPATAN,KUNINGAN BARAT,"RW 01, 02, 03, 04, 05",5,5,50,816,71 - 150 cm,01 januari 2020,0,0,0,0,816,8,0,0,78.0
79,Jakarta Selatan,MAMPANG PRAPATAN,MAMPANG PRAPATAN,"RW 04, 06",2,2,200,797,31 - 150 cm,01 januari 2020,0,0,0,0,797,4,0,0,79.0
80,Jakarta Selatan,MAMPANG PRAPATAN,PELA MAMPANG,"RW 04, 06, 09, 11",4,4,274,1099,10 - 150 cm,01 januari 2020,0,0,0,0,1099,5,0,0,80.0
81,Jakarta Selatan,MAMPANG PRAPATAN,TEGAL PARANG,"RW 03, 04, 05, 06, 07",5,5,264,1058,31 - 150 cm,01 januari 2020,0,0,0,0,1058,6,0,0,81.0
82,Jakarta Selatan,PANCORAN,CIKOKO,RW 01,1,1,36,147,71 - 150 cm,01 januari 2020,0,0,0,0,147,1,0,0,82.0
83,Jakarta Selatan,PANCORAN,KALIBATA,"RW 01, 04, 05, 06, 08, 09, 10",7,7,885,3615,31 - 200 cm,01 januari 2020,0,0,0,0,3615,3,0,0,83.0
84,Jakarta Selatan,PANCORAN,PANCORAN,"RW 03, 04",2,2,83,335,10 - 30 cm,01 januari 2020,0,0,0,0,335,4,0,0,84.0
85,Jakarta Selatan,PANCORAN,PENGADEGAN,"RW 01, 02",2,2,385,1540,71 - 200 cm,"01, 09 januari 2020",0,0,0,0,1540,5,0,0,85.0
86,Jakarta Selatan,PANCORAN,RAWAJATI,"RW 03, 07",2,2,101,405,10 - 70 cm,"01, 09, 18 januari 2020",0,0,0,0,405,5,0,0,86.0
87,Jakarta Selatan,PANCORAN,DUREN TIGA,"RW 01,02,05",3,3,86,345,10 - 30 cm,"01, 18 januari 2020",0,0,0,0,345,2,0,0,87.0
88,Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,"RW 01, 03",2,2,110,440,71 - 175 cm,01 januari 2020,0,0,0,0,440,5,0,0,88.0
89,Jakarta Selatan,PASAR MINGGU,JATI PADANG,"RW 01, 02, 03, 04, 05, 06, 07, 08, 09, 010",10,38,198,781,31 - 70 cm,01 januari 2020,0,0,0,0,781,9,0,0,89.0
90,Jakarta Selatan,PASAR MINGGU,KEBAGUSAN,"RW 01, 02, 03, 04, 05, 06, 07",7,7,46,185,120 cm,01 januari 2020,0,0,0,0,185,5,0,0,90.0
91,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,"RW 05, 06, 07, 08",4,4,0,0,31 - 200 cm,"01, 09 januari 2020",0,0,0,0,0,0,0,0,91.0
92,Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,RW 08,1,1,0,0,60 - 80 cm,24 januari 2020,0,0,0,0,0,0,0,0,92.0
93,Jakarta Selatan,PESANGGRAHAN,BINTARO,"RW 04, 05, 12",3,3,149,596,71 - 150 cm,"01, 27 januari 2020",0,0,0,0,150,2,0,0,93.0
94,Jakarta Selatan,PESANGGRAHAN,PETUKANGAN UTARA,RW 04,1,1,38,150,71 - 150 cm,"01, 27 januari 2020",0,0,0,0,240,2,0,0,94.0
95,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,"RW 01, 02, 05, 07, 08",5,5,80,321,71 - 200 cm,"01, 18 januari 2020",0,0,0,0,321,9,0,0,95.0
96,Jakarta Selatan,PESANGGRAHAN,PETUKANGAN SELATAN,RW 06,1,1,0,0,60 - 80 cm,18 januari 2020,0,0,0,0,0,0,0,0,96.0
97,Jakarta Selatan,SETIABUDI,GUNTUR,RW 06,1,1,6,25,31 - 70 cm,01 januari 2020,0,0,0,0,25,2,0,0,97.0
98,Jakarta Selatan,SETIABUDI,KARET SEMANGGI,"RW 02, 03,04,08",4,4,82,325,71 - 150 cm,01 januari 2020,0,0,0,0,325,1,0,0,98.0
99,Jakarta Selatan,SETIABUDI,KUNINGAN TIMUR,RW.05,1,1,67,269,31 - 70 cm,01 januari 2020,0,0,0,0,269,2,0,0,99.0
100,Jakarta Selatan,TEBET,MANGGARAI,"RW 01, 02, 04, 05, 10, 11",6,6,67,256,31 - 150 cm,01 januari 2020,0,0,0,0,256,5,0,0,100.0
101,Jakarta Selatan,TEBET,MANGGARAI SELATAN,RW 02,1,1,0,0,71 - 150 cm,01 januari 2020,0,0,0,0,0,0,0,0,101.0
102,Jakarta Selatan,TEBET,BUKIT DURI,"RW 04, 10, 11, 12",4,4,71,228,71 - 200 cm,"01, 24 januari 2020",1,0,0,0,228,1,0,0,102.0
103,Jakarta Selatan,TEBET,KEBON BARU,"RW 01, 02, 04, 08, 09, 10",6,6,437,1750,15 - 100 cm,01 januari 2020,0,0,0,0,1750,6,0,0,103.0
104,Jakarta Timur,CAKUNG,CAKUNG BARAT,"RW 01, 03, 06, 07, 08",5,7,212,850,31 - 150 cm,01 januari 2020,0,0,0,0,850,3,0,0,104.0
105,Jakarta Timur,CAKUNG,CAKUNG TIMUR,"RW 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",12,12,160,658,10 - 70 cm,02 januari 2020,0,0,0,0,658,0,0,0,105.0
106,Jakarta Timur,CAKUNG,PENGGILINGAN,"RW 04, 06, 07",3,3,0,0,10 - 30 cm,01 januari 2020,0,0,0,0,0,0,0,0,106.0
107,Jakarta Timur,CAKUNG,RAWA TERATE,"RW 04, 05",2,3,48,195,10 - 200 cm,"01 , 23, 24 januari 2020",0,0,0,0,195,0,0,0,107.0
108,Jakarta Timur,CAKUNG,UJUNG MENTENG,RW 01,1,3,23,70,31 - 70 cm,01 januari 2020,0,0,0,0,0,0,0,0,108.0
109,Jakarta Timur,CAKUNG,JATINEGARA,"RW. 02,03,05,06,07,09,010,12,13,14",10,10,38,150,10 - 30 cm,01 januari 2020,0,0,0,0,150,0,0,0,109.0
110,Jakarta Timur,CIPAYUNG,BAMBU APUS,"RW 01, 02, 03, 05",4,9,12,48,31 - 150 cm,01 januari 2020,0,0,0,0,48,2,0,0,110.0
111,Jakarta Timur,CIPAYUNG,CEGER,"RW 01,02,05",3,3,20,80,31 - 70 cm,01 januari 2020,0,0,0,0,80,1,0,0,111.0
112,Jakarta Timur,CIPAYUNG,CIPAYUNG,"RW 03, 04, 06, 07",4,7,64,190,31 - 150 cm,01 januari 2020,0,0,0,0,0,0,0,0,112.0
113,Jakarta Timur,CIPAYUNG,LUBANG BUAYA,"RW 03, 12",2,5,0,0,71 - 150 cm,01 januari 2020,0,0,0,0,0,0,0,0,113.0
114,Jakarta Timur,CIPAYUNG,SETU,"RW 01, 02, 03, 04, 05",5,10,25,47,71 - 150 cm,01 januari 2020,0,0,0,0,47,1,0,0,114.0
115,Jakarta Timur,CIRACAS,CIBUBUR,"RW 03, 12, 14",3,3,5,20,10 - 70 cm,"01, 26 januari 2020",0,0,0,0,0,0,0,0,115.0
116,Jakarta Timur,CIRACAS,KELAPA DUA WETAN,"RW 01, 02, 08, 09, 10, 11",6,10,105,335,10 - 150 cm,01 januari 2020,0,0,0,0,0,0,0,0,116.0
117,Jakarta Timur,CIRACAS,RAMBUTAN,"RW 02, 03, 04, 05",4,4,15,65,31 - 200 cm,01 januari 2020,0,0,0,0,65,0,0,0,117.0
118,Jakarta Timur,CIRACAS,SUSUKAN,RW.05,1,7,467,1868,20 - 70 cm,"01, 05 januari 2020",0,0,0,0,60,2,0,0,118.0
119,Jakarta Timur,DUREN SAWIT,KLENDER,"RW 01, 02, 03, 04, 07, 09, 10, 11, 15, 16",10,32,118,470,10 - 150 cm,01 januari 2020,0,0,0,0,470,3,0,0,119.0
120,Jakarta Timur,DUREN SAWIT,MALAKA JAYA,RW 01,1,1,55,220,71 - 150 cm,01 januari 2020,0,0,0,0,0,0,0,0,120.0
121,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,RW 07,1,1,69,274,31 - 150 cm,01 januari 2020,1,0,0,0,274,3,0,0,121.0
122,Jakarta Timur,DUREN SAWIT,PONDOK KELAPA,"RW 05, 06, 08, 09, 10",5,16,116,465,71 - 170 cm,01 januari 2020,0,0,0,0,465,7,0,0,122.0
123,Jakarta Timur,DUREN SAWIT,PONDOK KOPI,"RW 03, 04",2,3,90,220,10 - 30 cm,01 januari 2020,0,0,0,0,0,0,0,0,123.0
124,Jakarta Timur,JATINEGARA,BIDARA CINA,"RW 03, 04, 05, 06, 07, 11, 12, 14, 15, 16",10,36,1124,3577,31 - 200 cm,"01, 09 januari 2020",0,0,0,0,1579,10,0,0,124.0
125,Jakarta Timur,JATINEGARA,CIPINANG BESAR SELATAN,"RW 01, 02",2,10,50,279,71 - 150 cm,01 januari 2020,0,0,0,0,308,3,0,0,125.0
126,Jakarta Timur,JATINEGARA,CIPINANG MUARA,"RW 02, 04, 11, 12, 13, 15, 16",7,16,536,932,10 - 150 cm,01 januari 2020,0,0,0,0,550,2,0,0,126.0
127,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"RW 01, 02, 03, 04, 05, 06, 07, 08",8,30,802,2556,10 - 350 cm,"01, 09, 18 januari 2020",0,0,0,0,1778,8,0,0,127.0
128,Jakarta Timur,JATINEGARA,RAWA BUNGA,"RW 04, 05, 06",3,29,1140,4560,31 - 70 cm,01 januari 2020,0,0,0,0,0,0,0,0,128.0
129,Jakarta Timur,KRAMAT JATI,BALE KAMBANG,"RW 01, 04, 05",3,7,57,177,31 - 150 cm,01 januari 2020,0,0,0,0,212,3,0,0,129.0
130,Jakarta Timur,KRAMAT JATI,BATU AMPAR,"RW 01, 02, 04, 05, 06, 07",6,15,6,24,31 - 150 cm,01 januari 2020,1,0,0,0,130,3,0,0,130.0
131,Jakarta Timur,KRAMAT JATI,CAWANG,"RW 01, 02, 03, 05, 08, 12",6,6,375,1500,71 - 200 cm,"01, 18 januari 2020",0,0,0,0,2001,9,0,0,131.0
132,Jakarta Timur,KRAMAT JATI,CILILITAN,"RW 05, 06, 07, 15, 16",5,5,15,58,71 - 200 cm,01 januari 2020,0,0,0,0,58,1,0,0,132.0
133,Jakarta Timur,KRAMAT JATI,DUKUH,"RW 01, 02, 03, 04, 05, 06",6,26,325,1119,31 - 150 cm,"01, 26 januari 2020",0,0,0,0,566,8,0,0,133.0
134,Jakarta Timur,KRAMAT JATI,TENGAH,"RW 01, 02, 03, 04, 05, 06, 07, 08, 09, 10",10,10,0,0,10 - 150 cm,"02, 18 januari 2020",0,0,0,0,2015,0,0,0,134.0
135,Jakarta Timur,KRAMAT JATI,KRAMAT JATI,"RW 02, 03, 05, 08, 11",5,5,87,346,31 - 150 cm,"01, 09 januari 2020",0,0,0,0,1839,5,0,0,135.0
136,Jakarta Timur,MAKASAR,CIPINANG MELAYU,"RW 02, 03, 04, 05, 06, 08, 10,11, 12,13",10,14,745,2806,10 - 220 cm,"01, 18, 20, 24 januari 2020",2,0,0,0,2738,6,0,0,136.0
137,Jakarta Timur,MAKASAR,HALIM PERDANA KUSUMA,RW 05,1,2,75,300,71 - 150 cm,01 januari 2020,0,0,0,0,1943,5,0,0,137.0
138,Jakarta Timur,MAKASAR,KEBON PALA,"RW 01, 04, 06, 09, 10, 11",6,22,53,209,31 - 70 cm,01 januari 2020,0,0,0,0,279,3,0,0,138.0
139,Jakarta Timur,MAKASAR,MAKASAR,"RW 03, 05, 06, 07",4,11,556,2220,31 - 150 cm,"01, 18 januari 2020",0,0,0,0,1350,11,0,0,139.0
140,Jakarta Timur,MAKASAR,PINANG RANTI,"RW 01, 04, 05",3,4,31,120,31 - 70 cm,01 januari 2020,0,0,0,0,227,5,0,0,140.0
141,Jakarta Timur,MATRAMAN,KEBON MANGGIS,"RW 03, 04",2,9,309,949,71 - 150 cm,01 januari 2020,0,0,0,0,537,7,0,0,141.0
142,Jakarta Timur,MATRAMAN,PISANGAN BARU,"RW 12, 14",2,2,300,1200,31 - 70 cm,01 januari 2020,0,0,0,0,0,0,0,0,142.0
143,Jakarta Timur,MATRAMAN,UTAN KAYU SELATAN,"RW 01, 03, 05, 07, 12",5,5,0,0,31 - 70 cm,01 januari 2020,0,0,0,0,0,0,0,0,143.0
144,Jakarta Timur,PASAR REBO,CIJANTUNG,"RW 01, 07, 19",3,3,103,207,31 - 70 cm,01 januari 2020,0,0,0,0,0,0,0,0,144.0
145,Jakarta Timur,PASAR REBO,PEKAYON,"RW 02, 08  ",2,2,0,0,10 - 30 cm,01 januari 2020,0,0,0,0,0,0,0,0,145.0
146,Jakarta Timur,PASAR REBO,GEDONG,"RW. 01, 03, 11",3,3,25,100,100 - 150 cm,01 januari 2020,0,0,0,0,100,1,0,0,146.0
147,Jakarta Timur,PULOGADUNG,CIPINANG,"RW 01, 07, 12, 13, 14, 15, 16",7,29,1099,2700,31 - 70 cm,01 januari 2020,0,0,0,0,0,0,0,0,147.0
148,Jakarta Timur,PULOGADUNG,JATI,RW 08,1,2,21,84,31 - 70 cm,01 januari 2020,0,0,0,0,0,0,0,0,148.0
149,Jakarta Timur,PULOGADUNG,KAYU PUTIH,"RW 11, 12, 13, 14, 15, 16",6,6,577,2310,71 - 150 cm,01 januari 2020,0,0,0,0,2310,4,0,0,149.0
150,Jakarta Pusat,JOHAR BARU,JOHAR BARU,"rw 05, 09, ",2,2,0,0,30 - 50 cm,"23, 25 februari 2020",0,0,0,0,0,0,0,0,150.0
151,Jakarta Pusat,JOHAR BARU,KAMPUNG RAWA,rw 06,1,2,0,0,20 cm,23 februari 2020,0,0,0,0,0,0,0,0,151.0
152,Jakarta Pusat,JOHAR BARU,TANAH TINGGI,rw 05,1,1,0,0,30 cm,23 februari 2020,0,0,0,0,0,0,0,0,152.0
153,Jakarta Pusat,KEMAYORAN,GUNUNG SAHARI SELATAN,"rw 04, 09, ",2,2,0,0,20 - 100 cm,"2, 8, 23 februari 2020",0,0,0,0,0,0,0,0,153.0
154,Jakarta Pusat,KEMAYORAN,SERDANG,"rw 06, 01",2,2,0,0,30 cm,23 februari 2020,0,0,0,0,0,0,0,0,154.0
155,Jakarta Pusat,KEMAYORAN,CEMPAKA BARU,"rw 05, 07",2,7,0,0,20 - 50 cm,"23, 25 februari 2020",0,0,0,0,0,0,0,0,155.0
156,Jakarta Pusat,KEMAYORAN,KEMAYORAN,rw 08,1,1,0,0,20 cm,23 februari 2020,0,0,0,0,0,0,0,0,156.0
157,Jakarta Pusat,KEMAYORAN,KEBON KOSONG,"rw 01, 02, 03, 04, 05, 06, 07, 08, 09, 12",10,10,0,0,10 - 50 cm,25 februari 2020,0,0,0,0,0,0,0,0,157.0
158,Jakarta Pusat,KEMAYORAN,SUMUR BATU,rw 07,1,1,0,0,10 - 50 cm,25 februari 2020,0,0,0,0,0,0,0,0,158.0
159,Jakarta Pusat,SAWAH BESAR,PASAR BARU,"rw 03,  04, 05, 06",4,6,0,0,10 - 40,"8, 21, 22, 23 februari 2020",0,0,0,0,450,1,0,0,159.0
160,Jakarta Pusat,SAWAH BESAR,KARANG ANYAR,rw 06,1,1,0,0,20 cm,23 februari 2020,0,0,0,0,0,0,0,0,160.0
