Unnamed: 0,tanggal_kejadian,kota_administrasi,lokasi,rw,jumlah_terdampak_jiwa,ketinggian_air
84,6 februari 2018,jakarta timur,"jakarta timur, kampung melayu",05,3074,10 - 220 cm
84,6 februari 2018,jakarta timur,"jakarta timur, kampung melayu",06,3074,10 - 220 cm
84,6 februari 2018,jakarta timur,"jakarta timur, kampung melayu",07,3074,10 - 220 cm
84,6 februari 2018,jakarta timur,"jakarta timur, kampung melayu",08,3074,10 - 220 cm
85,7 februari 2018,jakarta timur,"jakarta timur, kampung melayu",01,3074,10 - 220 cm
85,7 februari 2018,jakarta timur,"jakarta timur, kampung melayu",02,3074,10 - 220 cm
85,7 februari 2018,jakarta timur,"jakarta timur, kampung melayu",04,3074,10 - 220 cm
85,7 februari 2018,jakarta timur,"jakarta timur, kampung melayu",05,3074,10 - 220 cm
85,7 februari 2018,jakarta timur,"jakarta timur, kampung melayu",06,3074,10 - 220 cm
85,7 februari 2018,jakarta timur,"jakarta timur, kampung melayu",07,3074,10 - 220 cm
85,7 februari 2018,jakarta timur,"jakarta timur, kampung melayu",08,3074,10 - 220 cm
86,8 februari 2018,jakarta timur,"jakarta timur, kampung melayu",01,3074,10 - 220 cm
86,8 februari 2018,jakarta timur,"jakarta timur, kampung melayu",02,3074,10 - 220 cm
86,8 februari 2018,jakarta timur,"jakarta timur, kampung melayu",04,3074,10 - 220 cm
86,8 februari 2018,jakarta timur,"jakarta timur, kampung melayu",05,3074,10 - 220 cm
86,8 februari 2018,jakarta timur,"jakarta timur, kampung melayu",06,3074,10 - 220 cm
86,8 februari 2018,jakarta timur,"jakarta timur, kampung melayu",07,3074,10 - 220 cm
86,8 februari 2018,jakarta timur,"jakarta timur, kampung melayu",08,3074,10 - 220 cm
87,13 februari 2018,jakarta timur,"jakarta timur, kampung melayu",01,3074,10 - 220 cm
87,13 februari 2018,jakarta timur,"jakarta timur, kampung melayu",02,3074,10 - 220 cm
87,13 februari 2018,jakarta timur,"jakarta timur, kampung melayu",04,3074,10 - 220 cm
87,13 februari 2018,jakarta timur,"jakarta timur, kampung melayu",05,3074,10 - 220 cm
87,13 februari 2018,jakarta timur,"jakarta timur, kampung melayu",06,3074,10 - 220 cm
87,13 februari 2018,jakarta timur,"jakarta timur, kampung melayu",07,3074,10 - 220 cm
87,13 februari 2018,jakarta timur,"jakarta timur, kampung melayu",08,3074,10 - 220 cm
88,26 februari 2018,jakarta timur,"jakarta timur, kampung melayu",01,3074,10 - 220 cm
88,26 februari 2018,jakarta timur,"jakarta timur, kampung melayu",02,3074,10 - 220 cm
88,26 februari 2018,jakarta timur,"jakarta timur, kampung melayu",04,3074,10 - 220 cm
88,26 februari 2018,jakarta timur,"jakarta timur, kampung melayu",05,3074,10 - 220 cm
88,26 februari 2018,jakarta timur,"jakarta timur, kampung melayu",06,3074,10 - 220 cm
88,26 februari 2018,jakarta timur,"jakarta timur, kampung melayu",07,3074,10 - 220 cm
88,26 februari 2018,jakarta timur,"jakarta timur, kampung melayu",08,3074,10 - 220 cm
89,5 februari 2018,jakarta timur,"jakarta timur, bidara cina",03,2642,10 - 250 cm
89,5 februari 2018,jakarta timur,"jakarta timur, bidara cina",05,2642,10 - 250 cm
89,5 februari 2018,jakarta timur,"jakarta timur, bidara cina",06,2642,10 - 250 cm
89,5 februari 2018,jakarta timur,"jakarta timur, bidara cina",07,2642,10 - 250 cm
89,5 februari 2018,jakarta timur,"jakarta timur, bidara cina",11,2642,10 - 250 cm
89,5 februari 2018,jakarta timur,"jakarta timur, bidara cina",12,2642,10 - 250 cm
89,5 februari 2018,jakarta timur,"jakarta timur, bidara cina",14,2642,10 - 250 cm
89,5 februari 2018,jakarta timur,"jakarta timur, bidara cina",15,2642,10 - 250 cm
89,5 februari 2018,jakarta timur,"jakarta timur, bidara cina",16,2642,10 - 250 cm
90,6 februari 2018,jakarta timur,"jakarta timur, bidara cina",03,2642,10 - 250 cm
90,6 februari 2018,jakarta timur,"jakarta timur, bidara cina",05,2642,10 - 250 cm
90,6 februari 2018,jakarta timur,"jakarta timur, bidara cina",06,2642,10 - 250 cm
90,6 februari 2018,jakarta timur,"jakarta timur, bidara cina",07,2642,10 - 250 cm
90,6 februari 2018,jakarta timur,"jakarta timur, bidara cina",11,2642,10 - 250 cm
90,6 februari 2018,jakarta timur,"jakarta timur, bidara cina",12,2642,10 - 250 cm
90,6 februari 2018,jakarta timur,"jakarta timur, bidara cina",14,2642,10 - 250 cm
90,6 februari 2018,jakarta timur,"jakarta timur, bidara cina",15,2642,10 - 250 cm
90,6 februari 2018,jakarta timur,"jakarta timur, bidara cina",16,2642,10 - 250 cm
91,7 februari 2018,jakarta timur,"jakarta timur, bidara cina",03,2642,10 - 250 cm
91,7 februari 2018,jakarta timur,"jakarta timur, bidara cina",05,2642,10 - 250 cm
91,7 februari 2018,jakarta timur,"jakarta timur, bidara cina",06,2642,10 - 250 cm
91,7 februari 2018,jakarta timur,"jakarta timur, bidara cina",07,2642,10 - 250 cm
91,7 februari 2018,jakarta timur,"jakarta timur, bidara cina",11,2642,10 - 250 cm
91,7 februari 2018,jakarta timur,"jakarta timur, bidara cina",12,2642,10 - 250 cm
91,7 februari 2018,jakarta timur,"jakarta timur, bidara cina",14,2642,10 - 250 cm
91,7 februari 2018,jakarta timur,"jakarta timur, bidara cina",15,2642,10 - 250 cm
91,7 februari 2018,jakarta timur,"jakarta timur, bidara cina",16,2642,10 - 250 cm
92,8 februari 2018,jakarta timur,"jakarta timur, bidara cina",03,2642,10 - 250 cm
92,8 februari 2018,jakarta timur,"jakarta timur, bidara cina",05,2642,10 - 250 cm
92,8 februari 2018,jakarta timur,"jakarta timur, bidara cina",06,2642,10 - 250 cm
92,8 februari 2018,jakarta timur,"jakarta timur, bidara cina",07,2642,10 - 250 cm
92,8 februari 2018,jakarta timur,"jakarta timur, bidara cina",11,2642,10 - 250 cm
92,8 februari 2018,jakarta timur,"jakarta timur, bidara cina",12,2642,10 - 250 cm
92,8 februari 2018,jakarta timur,"jakarta timur, bidara cina",14,2642,10 - 250 cm
92,8 februari 2018,jakarta timur,"jakarta timur, bidara cina",15,2642,10 - 250 cm
92,8 februari 2018,jakarta timur,"jakarta timur, bidara cina",16,2642,10 - 250 cm
93,9 februari 2018,jakarta timur,"jakarta timur, bidara cina",03,2642,10 - 250 cm
93,9 februari 2018,jakarta timur,"jakarta timur, bidara cina",05,2642,10 - 250 cm
93,9 februari 2018,jakarta timur,"jakarta timur, bidara cina",06,2642,10 - 250 cm
93,9 februari 2018,jakarta timur,"jakarta timur, bidara cina",07,2642,10 - 250 cm
93,9 februari 2018,jakarta timur,"jakarta timur, bidara cina",11,2642,10 - 250 cm
93,9 februari 2018,jakarta timur,"jakarta timur, bidara cina",12,2642,10 - 250 cm
93,9 februari 2018,jakarta timur,"jakarta timur, bidara cina",14,2642,10 - 250 cm
93,9 februari 2018,jakarta timur,"jakarta timur, bidara cina",15,2642,10 - 250 cm
93,9 februari 2018,jakarta timur,"jakarta timur, bidara cina",16,2642,10 - 250 cm
94,26 februari 2018,jakarta timur,"jakarta timur, bidara cina",03,2642,10 - 250 cm
94,26 februari 2018,jakarta timur,"jakarta timur, bidara cina",05,2642,10 - 250 cm
94,26 februari 2018,jakarta timur,"jakarta timur, bidara cina",06,2642,10 - 250 cm
94,26 februari 2018,jakarta timur,"jakarta timur, bidara cina",07,2642,10 - 250 cm
94,26 februari 2018,jakarta timur,"jakarta timur, bidara cina",11,2642,10 - 250 cm
94,26 februari 2018,jakarta timur,"jakarta timur, bidara cina",12,2642,10 - 250 cm
94,26 februari 2018,jakarta timur,"jakarta timur, bidara cina",14,2642,10 - 250 cm
94,26 februari 2018,jakarta timur,"jakarta timur, bidara cina",15,2642,10 - 250 cm
94,26 februari 2018,jakarta timur,"jakarta timur, bidara cina",16,2642,10 - 250 cm
95,5 februari 2018,jakarta timur,"jakarta timur, cipinang muara",13,0,10 - 120 cm
96,6 februari 2018,jakarta timur,"jakarta timur, cipinang muara",13,0,10 - 120 cm
97,5 februari 2018,jakarta timur,"jakarta timur, cipinang melayu",03,0,20 - 90 cm
97,5 februari 2018,jakarta timur,"jakarta timur, cipinang melayu",04,0,20 - 90 cm
97,5 februari 2018,jakarta timur,"jakarta timur, cipinang melayu",05,0,20 - 90 cm
98,5 februari 2018,jakarta timur,"jakarta timur, makasar",4,0,20 - 50 cm
99,6 februari 2018,jakarta timur,"jakarta timur, makasar",4,0,20 - 50 cm
100,5 februari 2018,jakarta timur,"jakarta timur, cawang",01,3584,20 - 270 cm
100,5 februari 2018,jakarta timur,"jakarta timur, cawang",02,3584,20 - 270 cm
100,5 februari 2018,jakarta timur,"jakarta timur, cawang",03,3584,20 - 270 cm
100,5 februari 2018,jakarta timur,"jakarta timur, cawang",05,3584,20 - 270 cm
100,5 februari 2018,jakarta timur,"jakarta timur, cawang",08,3584,20 - 270 cm
100,5 februari 2018,jakarta timur,"jakarta timur, cawang",12,3584,20 - 270 cm
101,6 februari 2018,jakarta timur,"jakarta timur, cawang",01,3584,20 - 270 cm
101,6 februari 2018,jakarta timur,"jakarta timur, cawang",02,3584,20 - 270 cm
101,6 februari 2018,jakarta timur,"jakarta timur, cawang",03,3584,20 - 270 cm
101,6 februari 2018,jakarta timur,"jakarta timur, cawang",05,3584,20 - 270 cm
101,6 februari 2018,jakarta timur,"jakarta timur, cawang",08,3584,20 - 270 cm
101,6 februari 2018,jakarta timur,"jakarta timur, cawang",12,3584,20 - 270 cm
102,7 februari 2018,jakarta timur,"jakarta timur, cawang",01,3584,20 - 270 cm
102,7 februari 2018,jakarta timur,"jakarta timur, cawang",02,3584,20 - 270 cm
102,7 februari 2018,jakarta timur,"jakarta timur, cawang",03,3584,20 - 270 cm
102,7 februari 2018,jakarta timur,"jakarta timur, cawang",05,3584,20 - 270 cm
102,7 februari 2018,jakarta timur,"jakarta timur, cawang",08,3584,20 - 270 cm
102,7 februari 2018,jakarta timur,"jakarta timur, cawang",12,3584,20 - 270 cm
103,26 februari 2018,jakarta timur,"jakarta timur, cawang",01,3584,20 - 270 cm
103,26 februari 2018,jakarta timur,"jakarta timur, cawang",02,3584,20 - 270 cm
103,26 februari 2018,jakarta timur,"jakarta timur, cawang",03,3584,20 - 270 cm
103,26 februari 2018,jakarta timur,"jakarta timur, cawang",05,3584,20 - 270 cm
103,26 februari 2018,jakarta timur,"jakarta timur, cawang",08,3584,20 - 270 cm
103,26 februari 2018,jakarta timur,"jakarta timur, cawang",12,3584,20 - 270 cm
104,5 februari 2018,jakarta timur,"jakarta timur, cililitan",05,806,30 - 250 cm
104,5 februari 2018,jakarta timur,"jakarta timur, cililitan",06,806,30 - 250 cm
104,5 februari 2018,jakarta timur,"jakarta timur, cililitan",07,806,30 - 250 cm
104,5 februari 2018,jakarta timur,"jakarta timur, cililitan",15,806,30 - 250 cm
104,5 februari 2018,jakarta timur,"jakarta timur, cililitan",16,806,30 - 250 cm
105,6 februari 2018,jakarta timur,"jakarta timur, cililitan",05,806,30 - 250 cm
105,6 februari 2018,jakarta timur,"jakarta timur, cililitan",06,806,30 - 250 cm
105,6 februari 2018,jakarta timur,"jakarta timur, cililitan",07,806,30 - 250 cm
105,6 februari 2018,jakarta timur,"jakarta timur, cililitan",15,806,30 - 250 cm
105,6 februari 2018,jakarta timur,"jakarta timur, cililitan",16,806,30 - 250 cm
106,7 februari 2018,jakarta timur,"jakarta timur, cililitan",05,806,30 - 250 cm
106,7 februari 2018,jakarta timur,"jakarta timur, cililitan",06,806,30 - 250 cm
106,7 februari 2018,jakarta timur,"jakarta timur, cililitan",07,806,30 - 250 cm
106,7 februari 2018,jakarta timur,"jakarta timur, cililitan",15,806,30 - 250 cm
106,7 februari 2018,jakarta timur,"jakarta timur, cililitan",16,806,30 - 250 cm
107,5 februari 2018,jakarta timur,"jakarta timur, bale kambang",01,54,60 - 300 cm
107,5 februari 2018,jakarta timur,"jakarta timur, bale kambang",02,54,60 - 300 cm
107,5 februari 2018,jakarta timur,"jakarta timur, bale kambang",05,54,60 - 300 cm
108,6 februari 2018,jakarta timur,"jakarta timur, bale kambang",01,54,60 - 300 cm
108,6 februari 2018,jakarta timur,"jakarta timur, bale kambang",02,54,60 - 300 cm
108,6 februari 2018,jakarta timur,"jakarta timur, bale kambang",05,54,60 - 300 cm
109,7 februari 2018,jakarta timur,"jakarta timur, bale kambang",01,54,60 - 300 cm
109,7 februari 2018,jakarta timur,"jakarta timur, bale kambang",02,54,60 - 300 cm
109,7 februari 2018,jakarta timur,"jakarta timur, bale kambang",05,54,60 - 300 cm
110,8 februari 2018,jakarta timur,"jakarta timur, bale kambang",01,54,60 - 300 cm
110,8 februari 2018,jakarta timur,"jakarta timur, bale kambang",02,54,60 - 300 cm
110,8 februari 2018,jakarta timur,"jakarta timur, bale kambang",05,54,60 - 300 cm
111,9 februari 2018,jakarta timur,"jakarta timur, bale kambang",01,54,60 - 300 cm
111,9 februari 2018,jakarta timur,"jakarta timur, bale kambang",02,54,60 - 300 cm
111,9 februari 2018,jakarta timur,"jakarta timur, bale kambang",05,54,60 - 300 cm
112,10 februari 2018,jakarta timur,"jakarta timur, bale kambang",01,54,60 - 300 cm
112,10 februari 2018,jakarta timur,"jakarta timur, bale kambang",02,54,60 - 300 cm
112,10 februari 2018,jakarta timur,"jakarta timur, bale kambang",05,54,60 - 300 cm
113,5 februari 2018,jakarta timur,"jakarta timur, gedong",3,0,50 - 150 cm
114,6 februari 2018,jakarta timur,"jakarta timur, gedong",3,0,50 - 150 cm
115,6 februari 2018,jakarta timur,"jakarta timur, kebon manggis",03,414,20 - 80 cm
115,6 februari 2018,jakarta timur,"jakarta timur, kebon manggis",04,414,20 - 80 cm
116,7 februari 2018,jakarta timur,"jakarta timur, kebon manggis",03,414,20 - 80 cm
116,7 februari 2018,jakarta timur,"jakarta timur, kebon manggis",04,414,20 - 80 cm
117,4 maret 2018,jakarta selatan,"jakarta selatan, rawajati",7,0,30 - 80 cm
118,4 maret 2018,jakarta selatan,"jakarta selatan, pejaten timur",05,0,10 - 50 cm
118,4 maret 2018,jakarta selatan,"jakarta selatan, pejaten timur",06,0,10 - 50 cm
118,4 maret 2018,jakarta selatan,"jakarta selatan, pejaten timur",08,0,10 - 50 cm
119,10 maret 2018,jakarta selatan,"jakarta selatan, pejaten timur",05,0,10 - 50 cm
119,10 maret 2018,jakarta selatan,"jakarta selatan, pejaten timur",06,0,10 - 50 cm
119,10 maret 2018,jakarta selatan,"jakarta selatan, pejaten timur",08,0,10 - 50 cm
120,4 maret 2018,jakarta selatan,"jakarta selatan, kebon baru",10,0,30 cm
121,4 maret 2018,jakarta timur,"jakarta timur, bidara cina",07,0,10 - 50 cm
121,4 maret 2018,jakarta timur,"jakarta timur, bidara cina",11,0,10 - 50 cm
122,10 maret 2018,jakarta timur,"jakarta timur, bidara cina",07,0,10 - 50 cm
122,10 maret 2018,jakarta timur,"jakarta timur, bidara cina",11,0,10 - 50 cm
123,4 maret 2018,jakarta timur,"jakarta timur, kampung melayu",04,1000,10 - 100 cm
123,4 maret 2018,jakarta timur,"jakarta timur, kampung melayu",05,1000,10 - 100 cm
123,4 maret 2018,jakarta timur,"jakarta timur, kampung melayu",06,1000,10 - 100 cm
123,4 maret 2018,jakarta timur,"jakarta timur, kampung melayu",07,1000,10 - 100 cm
123,4 maret 2018,jakarta timur,"jakarta timur, kampung melayu",08,1000,10 - 100 cm
124,10 maret 2018,jakarta timur,"jakarta timur, kampung melayu",04,1000,10 - 100 cm
124,10 maret 2018,jakarta timur,"jakarta timur, kampung melayu",05,1000,10 - 100 cm
124,10 maret 2018,jakarta timur,"jakarta timur, kampung melayu",06,1000,10 - 100 cm
124,10 maret 2018,jakarta timur,"jakarta timur, kampung melayu",07,1000,10 - 100 cm
124,10 maret 2018,jakarta timur,"jakarta timur, kampung melayu",08,1000,10 - 100 cm
125,13 maret 2018,jakarta timur,"jakarta timur, kampung melayu",04,1000,10 - 100 cm
125,13 maret 2018,jakarta timur,"jakarta timur, kampung melayu",05,1000,10 - 100 cm
125,13 maret 2018,jakarta timur,"jakarta timur, kampung melayu",06,1000,10 - 100 cm
125,13 maret 2018,jakarta timur,"jakarta timur, kampung melayu",07,1000,10 - 100 cm
125,13 maret 2018,jakarta timur,"jakarta timur, kampung melayu",08,1000,10 - 100 cm
126,4 maret 2018,jakarta timur,"jakarta timur, cawang",01,0,10 - 50 cm
126,4 maret 2018,jakarta timur,"jakarta timur, cawang",02,0,10 - 50 cm
126,4 maret 2018,jakarta timur,"jakarta timur, cawang",03,0,10 - 50 cm
126,4 maret 2018,jakarta timur,"jakarta timur, cawang",05,0,10 - 50 cm
126,4 maret 2018,jakarta timur,"jakarta timur, cawang",08,0,10 - 50 cm
127,10 maret 2018,jakarta timur,"jakarta timur, cawang",01,0,10 - 50 cm
127,10 maret 2018,jakarta timur,"jakarta timur, cawang",02,0,10 - 50 cm
127,10 maret 2018,jakarta timur,"jakarta timur, cawang",03,0,10 - 50 cm
127,10 maret 2018,jakarta timur,"jakarta timur, cawang",05,0,10 - 50 cm
127,10 maret 2018,jakarta timur,"jakarta timur, cawang",08,0,10 - 50 cm
128,13 maret 2018,jakarta timur,"jakarta timur, cawang",01,0,10 - 50 cm
128,13 maret 2018,jakarta timur,"jakarta timur, cawang",02,0,10 - 50 cm
128,13 maret 2018,jakarta timur,"jakarta timur, cawang",03,0,10 - 50 cm
128,13 maret 2018,jakarta timur,"jakarta timur, cawang",05,0,10 - 50 cm
128,13 maret 2018,jakarta timur,"jakarta timur, cawang",08,0,10 - 50 cm
129,4 maret 2018,jakarta timur,"jakarta timur, cililitan",06,0,50 - 100 cm
129,4 maret 2018,jakarta timur,"jakarta timur, cililitan",07,0,50 - 100 cm
130,12 maret 2018,jakarta timur,"jakarta timur, cipinang melayu",03,0,10 cm
130,12 maret 2018,jakarta timur,"jakarta timur, cipinang melayu",04,0,10 cm
131,22 april 2018,jakarta selatan,"jakarta selatan, ulujami",1,0,20 - 30 CM
132,4 april 2018,jakarta timur,"jakarta timur, jatinegara ",2,0,50 - 90 cm
133,18 april 2018,jakarta timur,"jakarta timur,  penggilingan ",12,0,20 - 30 cm
134,4 april 2018,jakarta timur,"jakarta timur, cipinang melayu",3,0,5 - 10 cm
134,4 april 2018,jakarta timur,"jakarta timur, cipinang melayu",4,0,5 - 10 cm
135,4 april 2018,jakarta timur,"jakarta timur, rawamangun",14,0,20 - 50 cm
136,8 april 2018,jakarta timur,"jakarta timur, kampung melayu",04,988,05 - 60 cm
136,8 april 2018,jakarta timur,"jakarta timur, kampung melayu",05,988,05 - 60 cm
136,8 april 2018,jakarta timur,"jakarta timur, kampung melayu",06,988,05 - 60 cm
136,8 april 2018,jakarta timur,"jakarta timur, kampung melayu",07,988,05 - 60 cm
136,8 april 2018,jakarta timur,"jakarta timur, kampung melayu",08,988,05 - 60 cm
137,10 april 2018,jakarta timur,"jakarta timur, kampung melayu",04,988,05 - 60 cm
137,10 april 2018,jakarta timur,"jakarta timur, kampung melayu",05,988,05 - 60 cm
137,10 april 2018,jakarta timur,"jakarta timur, kampung melayu",06,988,05 - 60 cm
137,10 april 2018,jakarta timur,"jakarta timur, kampung melayu",07,988,05 - 60 cm
137,10 april 2018,jakarta timur,"jakarta timur, kampung melayu",08,988,05 - 60 cm
138,17 april 2018,jakarta timur,"jakarta timur, kampung melayu",04,988,05 - 60 cm
138,17 april 2018,jakarta timur,"jakarta timur, kampung melayu",05,988,05 - 60 cm
138,17 april 2018,jakarta timur,"jakarta timur, kampung melayu",06,988,05 - 60 cm
138,17 april 2018,jakarta timur,"jakarta timur, kampung melayu",07,988,05 - 60 cm
138,17 april 2018,jakarta timur,"jakarta timur, kampung melayu",08,988,05 - 60 cm
139,8 april 2018,jakarta timur,"jakarta timur, bidara cina",5,0,10 - 35 cm
139,8 april 2018,jakarta timur,"jakarta timur, bidara cina",7,0,10 - 35 cm
139,8 april 2018,jakarta timur,"jakarta timur, bidara cina",11,0,10 - 35 cm
140,10 april 2018,jakarta timur,"jakarta timur, bidara cina",5,0,10 - 35 cm
140,10 april 2018,jakarta timur,"jakarta timur, bidara cina",7,0,10 - 35 cm
140,10 april 2018,jakarta timur,"jakarta timur, bidara cina",11,0,10 - 35 cm
141,17 april 2018,jakarta timur,"jakarta timur, bidara cina",5,0,10 - 35 cm
141,17 april 2018,jakarta timur,"jakarta timur, bidara cina",7,0,10 - 35 cm
141,17 april 2018,jakarta timur,"jakarta timur, bidara cina",11,0,10 - 35 cm
142,8 april 2018,jakarta timur,"jakarta timur, cawang ",01,0,10 - 60 cm
142,8 april 2018,jakarta timur,"jakarta timur, cawang ",02,0,10 - 60 cm
142,8 april 2018,jakarta timur,"jakarta timur, cawang ",03,0,10 - 60 cm
142,8 april 2018,jakarta timur,"jakarta timur, cawang ",05,0,10 - 60 cm
142,8 april 2018,jakarta timur,"jakarta timur, cawang ",08,0,10 - 60 cm
143,10 april 2018,jakarta timur,"jakarta timur, cawang ",01,0,10 - 60 cm
143,10 april 2018,jakarta timur,"jakarta timur, cawang ",02,0,10 - 60 cm
143,10 april 2018,jakarta timur,"jakarta timur, cawang ",03,0,10 - 60 cm
143,10 april 2018,jakarta timur,"jakarta timur, cawang ",05,0,10 - 60 cm
143,10 april 2018,jakarta timur,"jakarta timur, cawang ",08,0,10 - 60 cm
144,17 april 2018,jakarta timur,"jakarta timur, cawang ",01,0,10 - 60 cm
144,17 april 2018,jakarta timur,"jakarta timur, cawang ",02,0,10 - 60 cm
144,17 april 2018,jakarta timur,"jakarta timur, cawang ",03,0,10 - 60 cm
144,17 april 2018,jakarta timur,"jakarta timur, cawang ",05,0,10 - 60 cm
144,17 april 2018,jakarta timur,"jakarta timur, cawang ",08,0,10 - 60 cm
145,17 mei 2018,jakarta barat,"jakarta barat, kel. kamal",1,0,20 cm
146,3 mei 2018,jakarta selatan,"jakarta selatan, kel. jati padang",02,0,10 - 40 cm
146,3 mei 2018,jakarta selatan,"jakarta selatan, kel. jati padang",04,0,10 - 40 cm
146,3 mei 2018,jakarta selatan,"jakarta selatan, kel. jati padang",05,0,10 - 40 cm
146,3 mei 2018,jakarta selatan,"jakarta selatan, kel. jati padang",06,0,10 - 40 cm
146,3 mei 2018,jakarta selatan,"jakarta selatan, kel. jati padang",09,0,10 - 40 cm
147,3 mei 2018,jakarta selatan,"jakarta selatan, kel. ragunan",07,0,10 - 30 cm
147,3 mei 2018,jakarta selatan,"jakarta selatan, kel. ragunan",08,0,10 - 30 cm
148,3 mei 2018,jakarta selatan,"jakarta selatan, kel. cilandak timur",01,20,10 - 120 cm
148,3 mei 2018,jakarta selatan,"jakarta selatan, kel. cilandak timur",03,20,10 - 120 cm
148,3 mei 2018,jakarta selatan,"jakarta selatan, kel. cilandak timur",04,20,10 - 120 cm
148,3 mei 2018,jakarta selatan,"jakarta selatan, kel. cilandak timur",09,20,10 - 120 cm
