,Unnamed: 0,tanggal_kejadian,kota_administrasi,lokasi,rw,jumlah_terdampak_jiwa,ketinggian_air
1310,459,17 desember 2019,jakarta barat,"jakarta barat, kel. sukabumi selatan ",4,0,20-100 
1311,459,17 desember 2019,jakarta barat,"jakarta barat, kel. sukabumi selatan ",5,0,20-100 
1312,459,17 desember 2019,jakarta barat,"jakarta barat, kel. sukabumi selatan ",7,0,20-100 
1313,459,17 desember 2019,jakarta barat,"jakarta barat, kel. sukabumi selatan ",8,0,20-100 
1314,460,17 desember 2019,jakarta barat,"jakarta barat, kel. kota bambu utara",6,0,20-30  
1315,461,27 desember 2019,jakarta barat,"jakarta barat, kel. palmerah",5,0,40
1316,462,25 desember 2019,jakarta barat,"jakarta barat, kel. tegal alur",1,1264,30-70  
1317,462,25 desember 2019,jakarta barat,"jakarta barat, kel. tegal alur",8,1264,30-70  
1318,462,25 desember 2019,jakarta barat,"jakarta barat, kel. tegal alur",3,1264,30-70  
1319,463,25 desember 2019,jakarta barat,"jakarta barat, kel. kamal ",6,0,30
1320,464,23 desember 2019,jakarta selatan,"jakarta selatan, kel. jati padang",4,0,20 - 60  
1321,464,23 desember 2019,jakarta selatan,"jakarta selatan, kel. jati padang",6,0,20 - 60  
1322,464,23 desember 2019,jakarta selatan,"jakarta selatan, kel. jati padang",3,0,20 - 60  
1323,464,23 desember 2019,jakarta selatan,"jakarta selatan, kel. jati padang",2,0,20 - 60  
1324,464,23 desember 2019,jakarta selatan,"jakarta selatan, kel. jati padang",10,0,20 - 60  
1325,465,27 desember 2019,jakarta selatan,"jakarta selatan, kel. jati padang",4,0,20 - 60  
1326,465,27 desember 2019,jakarta selatan,"jakarta selatan, kel. jati padang",6,0,20 - 60  
1327,465,27 desember 2019,jakarta selatan,"jakarta selatan, kel. jati padang",3,0,20 - 60  
1328,465,27 desember 2019,jakarta selatan,"jakarta selatan, kel. jati padang",2,0,20 - 60  
1329,465,27 desember 2019,jakarta selatan,"jakarta selatan, kel. jati padang",10,0,20 - 60  
1330,466,26 desember 2019,jakarta selatan,"jakarta selatan, kel. pondok pinang",5,0,25 - 75  
1331,466,26 desember 2019,jakarta selatan,"jakarta selatan, kel. pondok pinang",8,0,25 - 75  
1332,467,27 desember 2019,jakarta selatan,"jakarta selatan, kel. pondok pinang",5,0,25 - 75  
1333,467,27 desember 2019,jakarta selatan,"jakarta selatan, kel. pondok pinang",8,0,25 - 75  
1334,468,26 desember 2019,jakarta selatan,"jakarta selatan, kel. cipulir",10,0,25 - 40 
1335,469,27 desember 2019,jakarta selatan,"jakarta selatan, kel. cipulir",10,0,25 - 40 
1336,470,27 desember 2019,jakarta selatan,"jakarta selatan, kel. kebayoran lama selatan ",4,0,50
1337,471,27 desember 2019,jakarta selatan,"jakarta selatan, kel cilandak barat",2,0,60
1338,472,27 desember 2019,jakarta selatan,"jakarta selatan, kel pondok labu",1,0,30 - 70 
1339,472,27 desember 2019,jakarta selatan,"jakarta selatan, kel pondok labu",3,0,30 - 70 
1340,472,27 desember 2019,jakarta selatan,"jakarta selatan, kel pondok labu",7,0,30 - 70 
1341,472,27 desember 2019,jakarta selatan,"jakarta selatan, kel pondok labu",10,0,30 - 70 
1342,473,27 desember 2019,jakarta selatan,"jakarta selatan, kel. cipete utara",6,0,20 - 75  
1343,473,27 desember 2019,jakarta selatan,"jakarta selatan, kel. cipete utara",10,0,20 - 75  
1344,474,27 desember 2019,jakarta selatan,"jakarta selatan, kel. petogogan",3,0,45
1345,475,27 desember 2019,jakarta selatan,"jakarta selatan, kel. gunung",1,0,50 - 80  
1346,476,23 desember 2019,jakarta timur,"jakarta timur, kel. kebon pala",6,0,30 - 50  
1347,476,23 desember 2019,jakarta timur,"jakarta timur, kel. kebon pala",4,0,30 - 50  
1348,476,23 desember 2019,jakarta timur,"jakarta timur, kel. kebon pala",5,0,30 - 50  
1349,477,27 desember 2019,jakarta timur,"jakarta timur, kel. kebon pala",6,0,30 - 50  
1350,477,27 desember 2019,jakarta timur,"jakarta timur, kel. kebon pala",4,0,30 - 50  
1351,477,27 desember 2019,jakarta timur,"jakarta timur, kel. kebon pala",5,0,30 - 50  
1352,478,27 desember 2019,jakarta timur,"jakarta timur, kel. batu ampar",4,0,40
1353,479,27 desember 2019,jakarta timur,"jakarta timur, kel. cawang",3,0,50
1354,480,27 desember 2019,jakarta timur,"jakarta timur, kel. kampung melayu",4,337,20  - 40  
1355,480,27 desember 2019,jakarta timur,"jakarta timur, kel. kampung melayu",5,337,20  - 40  
1356,480,27 desember 2019,jakarta timur,"jakarta timur, kel. kampung melayu",7,337,20  - 40  
1357,480,27 desember 2019,jakarta timur,"jakarta timur, kel. kampung melayu",8,337,20  - 40  
1358,480,27 desember 2019,jakarta timur,"jakarta timur, kel. kampung melayu",,337,20  - 40  
1359,481,31 desember 2019,jakarta timur,"jakarta timur, kel. kampung melayu",4,337,20  - 40  
1360,481,31 desember 2019,jakarta timur,"jakarta timur, kel. kampung melayu",5,337,20  - 40  
1361,481,31 desember 2019,jakarta timur,"jakarta timur, kel. kampung melayu",7,337,20  - 40  
1362,481,31 desember 2019,jakarta timur,"jakarta timur, kel. kampung melayu",8,337,20  - 40  
1363,481,31 desember 2019,jakarta timur,"jakarta timur, kel. kampung melayu",,337,20  - 40  
1364,482,27 desember 2019,jakarta timur,"jakarta timur, kel. bidara cina",7,0,20 - 50 
1365,483,1 januari 2020,jakarta pusat,"jakarta pusat, johar baru",1,140,10 - 30 
1366,483,1 januari 2020,jakarta pusat,"jakarta pusat, johar baru",2,140,10 - 30 
1367,483,1 januari 2020,jakarta pusat,"jakarta pusat, johar baru",6,140,10 - 30 
1368,483,1 januari 2020,jakarta pusat,"jakarta pusat, johar baru",8,140,10 - 30 
1369,484,1 januari 2020,jakarta pusat,"jakarta pusat, gunung sahari selatan",1,0,10 - 70 
1370,484,1 januari 2020,jakarta pusat,"jakarta pusat, gunung sahari selatan",2,0,10 - 70 
1371,484,1 januari 2020,jakarta pusat,"jakarta pusat, gunung sahari selatan",7,0,10 - 70 
1372,484,1 januari 2020,jakarta pusat,"jakarta pusat, gunung sahari selatan",8,0,10 - 70 
1373,485,1 januari 2020,jakarta pusat,"jakarta pusat, serdang",1,0,10 - 30 
1374,485,1 januari 2020,jakarta pusat,"jakarta pusat, serdang",2,0,10 - 30 
1375,485,1 januari 2020,jakarta pusat,"jakarta pusat, serdang",6,0,10 - 30 
1376,485,1 januari 2020,jakarta pusat,"jakarta pusat, serdang",7,0,10 - 30 
1377,486,1 januari 2020,jakarta pusat,"jakarta pusat, pasar baru",2,625,10 - 70 
1378,486,1 januari 2020,jakarta pusat,"jakarta pusat, pasar baru",3,625,10 - 70 
1379,486,1 januari 2020,jakarta pusat,"jakarta pusat, pasar baru",4,625,10 - 70 
1380,486,1 januari 2020,jakarta pusat,"jakarta pusat, pasar baru",5,625,10 - 70 
1381,486,1 januari 2020,jakarta pusat,"jakarta pusat, pasar baru",6,625,10 - 70 
1382,486,1 januari 2020,jakarta pusat,"jakarta pusat, pasar baru",7,625,10 - 70 
1383,486,1 januari 2020,jakarta pusat,"jakarta pusat, pasar baru",8,625,10 - 70 
1384,487,1 januari 2020,jakarta pusat,"jakarta pusat, bendungan hilir",7,195,31 - 70 
1385,487,1 januari 2020,jakarta pusat,"jakarta pusat, bendungan hilir",9,195,31 - 70 
1386,488,1 januari 2020,jakarta pusat,"jakarta pusat, karet tengsin",2,2078,71 - 150 
1387,488,1 januari 2020,jakarta pusat,"jakarta pusat, karet tengsin",3,2078,71 - 150 
1388,488,1 januari 2020,jakarta pusat,"jakarta pusat, karet tengsin",4,2078,71 - 150 
1389,488,1 januari 2020,jakarta pusat,"jakarta pusat, karet tengsin",5,2078,71 - 150 
1390,488,1 januari 2020,jakarta pusat,"jakarta pusat, karet tengsin",6,2078,71 - 150 
1391,488,1 januari 2020,jakarta pusat,"jakarta pusat, karet tengsin",7,2078,71 - 150 
1392,488,1 januari 2020,jakarta pusat,"jakarta pusat, karet tengsin",9,2078,71 - 150 
1393,488,1 januari 2020,jakarta pusat,"jakarta pusat, karet tengsin",11,2078,71 - 150 
1394,489,18 januari 2020,jakarta pusat,"jakarta pusat, petamburan",2,0,40 - 60 
1395,489,18 januari 2020,jakarta pusat,"jakarta pusat, petamburan",3,0,40 - 60 
1396,490,1 januari 2020,jakarta utara,"jakarta utara, cilincing",5,1121,10 - 35 
1397,490,1 januari 2020,jakarta utara,"jakarta utara, cilincing",6,1121,10 - 35 
1398,490,1 januari 2020,jakarta utara,"jakarta utara, cilincing",9,1121,10 - 35 
1399,491,1 januari 2020,jakarta utara,"jakarta utara, marunda",4,0,10 - 30 
1400,492,1 januari 2020,jakarta utara,"jakarta utara, rorotan",1,150,10 - 150 
1401,492,1 januari 2020,jakarta utara,"jakarta utara, rorotan",2,150,10 - 150 
1402,492,1 januari 2020,jakarta utara,"jakarta utara, rorotan",3,150,10 - 150 
1403,492,1 januari 2020,jakarta utara,"jakarta utara, rorotan",4,150,10 - 150 
1404,492,1 januari 2020,jakarta utara,"jakarta utara, rorotan",5,150,10 - 150 
1405,493,24 januari 2020,jakarta utara,"jakarta utara, rorotan",1,150,10 - 150 
1406,493,24 januari 2020,jakarta utara,"jakarta utara, rorotan",2,150,10 - 150 
1407,493,24 januari 2020,jakarta utara,"jakarta utara, rorotan",3,150,10 - 150 
1408,493,24 januari 2020,jakarta utara,"jakarta utara, rorotan",4,150,10 - 150 
1409,493,24 januari 2020,jakarta utara,"jakarta utara, rorotan",5,150,10 - 150 
1410,494,1 januari 2020,jakarta utara,"jakarta utara, semper barat",1,574,10 - 70 
1411,494,1 januari 2020,jakarta utara,"jakarta utara, semper barat",2,574,10 - 70 
1412,494,1 januari 2020,jakarta utara,"jakarta utara, semper barat",4,574,10 - 70 
1413,494,1 januari 2020,jakarta utara,"jakarta utara, semper barat",5,574,10 - 70 
1414,494,1 januari 2020,jakarta utara,"jakarta utara, semper barat",16,574,10 - 70 
1415,495,1 januari 2020,jakarta utara,"jakarta utara, semper timur",2,120,10 - 150 
1416,495,1 januari 2020,jakarta utara,"jakarta utara, semper timur",3,120,10 - 150 
1417,495,1 januari 2020,jakarta utara,"jakarta utara, semper timur",10,120,10 - 150 
1418,495,1 januari 2020,jakarta utara,"jakarta utara, semper timur",11,120,10 - 150 
1419,496,1 januari 2020,jakarta utara,"jakarta utara, suka pura",2,278,10 - 150 
1420,496,1 januari 2020,jakarta utara,"jakarta utara, suka pura",3,278,10 - 150 
1421,496,1 januari 2020,jakarta utara,"jakarta utara, suka pura",4,278,10 - 150 
1422,496,1 januari 2020,jakarta utara,"jakarta utara, suka pura",5,278,10 - 150 
1423,496,1 januari 2020,jakarta utara,"jakarta utara, suka pura",6,278,10 - 150 
1424,496,1 januari 2020,jakarta utara,"jakarta utara, suka pura",7,278,10 - 150 
1425,496,1 januari 2020,jakarta utara,"jakarta utara, suka pura",9,278,10 - 150 
1426,496,1 januari 2020,jakarta utara,"jakarta utara, suka pura",10,278,10 - 150 
1427,496,1 januari 2020,jakarta utara,"jakarta utara, suka pura",12,278,10 - 150 
1428,497,1 januari 2020,jakarta utara,"jakarta utara, kelapa gading barat",2,0,10 - 30 
1429,497,1 januari 2020,jakarta utara,"jakarta utara, kelapa gading barat",3,0,10 - 30 
1430,497,1 januari 2020,jakarta utara,"jakarta utara, kelapa gading barat",6,0,10 - 30 
1431,497,1 januari 2020,jakarta utara,"jakarta utara, kelapa gading barat",11,0,10 - 30 
1432,497,1 januari 2020,jakarta utara,"jakarta utara, kelapa gading barat",12,0,10 - 30 
1433,498,1 januari 2020,jakarta utara,"jakarta utara, kelapa gading timur",15,100,10 - 30 
1434,498,1 januari 2020,jakarta utara,"jakarta utara, kelapa gading timur",16,100,10 - 30 
1435,499,1 januari 2020,jakarta utara,"jakarta utara, pegangsaan dua",2,210,10 - 70 
1436,499,1 januari 2020,jakarta utara,"jakarta utara, pegangsaan dua",3,210,10 - 70 
1437,499,1 januari 2020,jakarta utara,"jakarta utara, pegangsaan dua",4,210,10 - 70 
1438,499,1 januari 2020,jakarta utara,"jakarta utara, pegangsaan dua",8,210,10 - 70 
1439,499,1 januari 2020,jakarta utara,"jakarta utara, pegangsaan dua",9,210,10 - 70 
1440,499,1 januari 2020,jakarta utara,"jakarta utara, pegangsaan dua",10,210,10 - 70 
1441,499,1 januari 2020,jakarta utara,"jakarta utara, pegangsaan dua",11,210,10 - 70 
1442,500,1 januari 2020,jakarta utara,"jakarta utara, tugu selatan",. 04,0,20 - 50 
1443,501,1 januari 2020,jakarta utara,"jakarta utara, kapuk muara",. 01,0,20 - 40 
1444,501,1 januari 2020,jakarta utara,"jakarta utara, kapuk muara",2,0,20 - 40 
1445,501,1 januari 2020,jakarta utara,"jakarta utara, kapuk muara",3,0,20 - 40 
1446,501,1 januari 2020,jakarta utara,"jakarta utara, kapuk muara",4,0,20 - 40 
1447,501,1 januari 2020,jakarta utara,"jakarta utara, kapuk muara",5,0,20 - 40 
1448,501,1 januari 2020,jakarta utara,"jakarta utara, kapuk muara",9,0,20 - 40 
1449,502,1 januari 2020,jakarta utara,"jakarta utara, pejagalan",8,1168,10 - 150 
1450,502,1 januari 2020,jakarta utara,"jakarta utara, pejagalan",9,1168,10 - 150 
1451,502,1 januari 2020,jakarta utara,"jakarta utara, pejagalan",10,1168,10 - 150 
1452,502,1 januari 2020,jakarta utara,"jakarta utara, pejagalan",12,1168,10 - 150 
1453,502,1 januari 2020,jakarta utara,"jakarta utara, pejagalan",13,1168,10 - 150 
1454,502,1 januari 2020,jakarta utara,"jakarta utara, pejagalan",14,1168,10 - 150 
1455,502,1 januari 2020,jakarta utara,"jakarta utara, pejagalan",15,1168,10 - 150 
1456,503,1 januari 2020,jakarta utara,"jakarta utara, penjaringan",17,0,10 - 30 
1457,504,24 januari 2020,jakarta utara,"jakarta utara, pluit",1,0,15 - 70 
1458,504,24 januari 2020,jakarta utara,"jakarta utara, pluit",11,0,15 - 70 
1459,504,24 januari 2020,jakarta utara,"jakarta utara, pluit",22,0,15 - 70 
1460,505,27 januari 2020,jakarta utara,"jakarta utara, pluit",1,0,15 - 70 
1461,505,27 januari 2020,jakarta utara,"jakarta utara, pluit",11,0,15 - 70 
1462,505,27 januari 2020,jakarta utara,"jakarta utara, pluit",22,0,15 - 70 
1463,506,28 januari 2020,jakarta utara,"jakarta utara, pluit",1,0,15 - 70 
1464,506,28 januari 2020,jakarta utara,"jakarta utara, pluit",11,0,15 - 70 
1465,506,28 januari 2020,jakarta utara,"jakarta utara, pluit",22,0,15 - 70 
1466,507,30 januari 2020,jakarta utara,"jakarta utara, pluit",1,0,15 - 70 
1467,507,30 januari 2020,jakarta utara,"jakarta utara, pluit",11,0,15 - 70 
1468,507,30 januari 2020,jakarta utara,"jakarta utara, pluit",22,0,15 - 70 
1469,508,31 januari 2020,jakarta utara,"jakarta utara, pluit",1,0,15 - 70 
1470,508,31 januari 2020,jakarta utara,"jakarta utara, pluit",11,0,15 - 70 
1471,508,31 januari 2020,jakarta utara,"jakarta utara, pluit",22,0,15 - 70 
1472,509,24 januari 2020,jakarta utara,"jakarta utara, ancol",2,0,10 - 30 
1473,509,24 januari 2020,jakarta utara,"jakarta utara, ancol",5,0,10 - 30 
1474,509,24 januari 2020,jakarta utara,"jakarta utara, ancol",8,0,10 - 30 
1475,509,24 januari 2020,jakarta utara,"jakarta utara, ancol",10,0,10 - 30 
1476,510,1 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",1,2220,31 - 70 
1477,510,1 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",3,2220,31 - 70 
1478,510,1 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",5,2220,31 - 70 
1479,510,1 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",6,2220,31 - 70 
1480,510,1 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",7,2220,31 - 70 
1481,510,1 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",9,2220,31 - 70 
1482,510,1 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",10,2220,31 - 70 
1483,510,1 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",11,2220,31 - 70 
1484,510,1 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",14,2220,31 - 70 
1485,511,24 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",1,2220,31 - 70 
1486,511,24 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",3,2220,31 - 70 
1487,511,24 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",5,2220,31 - 70 
1488,511,24 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",6,2220,31 - 70 
1489,511,24 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",7,2220,31 - 70 
1490,511,24 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",9,2220,31 - 70 
1491,511,24 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",10,2220,31 - 70 
1492,511,24 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",11,2220,31 - 70 
1493,511,24 januari 2020,jakarta barat,"jakarta barat, cengkareng barat",14,2220,31 - 70 
1494,512,1 januari 2020,jakarta barat,"jakarta barat, cengkareng timur",2,362,10 - 70 
1495,512,1 januari 2020,jakarta barat,"jakarta barat, cengkareng timur",3,362,10 - 70 
1496,512,1 januari 2020,jakarta barat,"jakarta barat, cengkareng timur",4,362,10 - 70 
1497,512,1 januari 2020,jakarta barat,"jakarta barat, cengkareng timur",5,362,10 - 70 
1498,512,1 januari 2020,jakarta barat,"jakarta barat, cengkareng timur",6,362,10 - 70 
1499,512,1 januari 2020,jakarta barat,"jakarta barat, cengkareng timur",12,362,10 - 70 
1500,512,1 januari 2020,jakarta barat,"jakarta barat, cengkareng timur",13,362,10 - 70 
1501,512,1 januari 2020,jakarta barat,"jakarta barat, cengkareng timur",14,362,10 - 70 
1502,512,1 januari 2020,jakarta barat,"jakarta barat, cengkareng timur",16,362,10 - 70 
1503,513,1 januari 2020,jakarta barat,"jakarta barat, duri kosambi",1,1230,71 - 150 
1504,513,1 januari 2020,jakarta barat,"jakarta barat, duri kosambi",2,1230,71 - 150 
1505,513,1 januari 2020,jakarta barat,"jakarta barat, duri kosambi",3,1230,71 - 150 
1506,513,1 januari 2020,jakarta barat,"jakarta barat, duri kosambi",4,1230,71 - 150 
1507,513,1 januari 2020,jakarta barat,"jakarta barat, duri kosambi",5,1230,71 - 150 
1508,513,1 januari 2020,jakarta barat,"jakarta barat, duri kosambi",6,1230,71 - 150 
1509,513,1 januari 2020,jakarta barat,"jakarta barat, duri kosambi",7,1230,71 - 150 
1510,513,1 januari 2020,jakarta barat,"jakarta barat, duri kosambi",8,1230,71 - 150 
1511,513,1 januari 2020,jakarta barat,"jakarta barat, duri kosambi",9,1230,71 - 150 
1512,513,1 januari 2020,jakarta barat,"jakarta barat, duri kosambi",10,1230,71 - 150 
1513,513,1 januari 2020,jakarta barat,"jakarta barat, duri kosambi",11,1230,71 - 150 
1514,513,1 januari 2020,jakarta barat,"jakarta barat, duri kosambi",12,1230,71 - 150 
1515,513,1 januari 2020,jakarta barat,"jakarta barat, duri kosambi",13,1230,71 - 150 
1516,513,1 januari 2020,jakarta barat,"jakarta barat, duri kosambi",14,1230,71 - 150 
1517,513,1 januari 2020,jakarta barat,"jakarta barat, duri kosambi",15,1230,71 - 150 
1518,514,1 januari 2020,jakarta barat,"jakarta barat, kapuk",2,4461,31 - 70 
1519,514,1 januari 2020,jakarta barat,"jakarta barat, kapuk",3,4461,31 - 70 
1520,514,1 januari 2020,jakarta barat,"jakarta barat, kapuk",4,4461,31 - 70 
1521,514,1 januari 2020,jakarta barat,"jakarta barat, kapuk",5,4461,31 - 70 
1522,514,1 januari 2020,jakarta barat,"jakarta barat, kapuk",6,4461,31 - 70 
1523,514,1 januari 2020,jakarta barat,"jakarta barat, kapuk",7,4461,31 - 70 
1524,514,1 januari 2020,jakarta barat,"jakarta barat, kapuk",8,4461,31 - 70 
1525,514,1 januari 2020,jakarta barat,"jakarta barat, kapuk",9,4461,31 - 70 
1526,514,1 januari 2020,jakarta barat,"jakarta barat, kapuk",10,4461,31 - 70 
1527,514,1 januari 2020,jakarta barat,"jakarta barat, kapuk",12,4461,31 - 70 
1528,514,1 januari 2020,jakarta barat,"jakarta barat, kapuk",13,4461,31 - 70 
1529,514,1 januari 2020,jakarta barat,"jakarta barat, kapuk",15,4461,31 - 70 
1530,514,1 januari 2020,jakarta barat,"jakarta barat, kapuk",16,4461,31 - 70 
1531,515,24 januari 2020,jakarta barat,"jakarta barat, kapuk",2,4461,31 - 70 
1532,515,24 januari 2020,jakarta barat,"jakarta barat, kapuk",3,4461,31 - 70 
1533,515,24 januari 2020,jakarta barat,"jakarta barat, kapuk",4,4461,31 - 70 
1534,515,24 januari 2020,jakarta barat,"jakarta barat, kapuk",5,4461,31 - 70 
1535,515,24 januari 2020,jakarta barat,"jakarta barat, kapuk",6,4461,31 - 70 
1536,515,24 januari 2020,jakarta barat,"jakarta barat, kapuk",7,4461,31 - 70 
1537,515,24 januari 2020,jakarta barat,"jakarta barat, kapuk",8,4461,31 - 70 
1538,515,24 januari 2020,jakarta barat,"jakarta barat, kapuk",9,4461,31 - 70 
1539,515,24 januari 2020,jakarta barat,"jakarta barat, kapuk",10,4461,31 - 70 
1540,515,24 januari 2020,jakarta barat,"jakarta barat, kapuk",12,4461,31 - 70 
1541,515,24 januari 2020,jakarta barat,"jakarta barat, kapuk",13,4461,31 - 70 
1542,515,24 januari 2020,jakarta barat,"jakarta barat, kapuk",15,4461,31 - 70 
1543,515,24 januari 2020,jakarta barat,"jakarta barat, kapuk",16,4461,31 - 70 
1544,516,1 januari 2020,jakarta barat,"jakarta barat, kedaung kali angke",1,2804,31 - 70 
1545,516,1 januari 2020,jakarta barat,"jakarta barat, kedaung kali angke",2,2804,31 - 70 
1546,516,1 januari 2020,jakarta barat,"jakarta barat, kedaung kali angke",3,2804,31 - 70 
1547,516,1 januari 2020,jakarta barat,"jakarta barat, kedaung kali angke",4,2804,31 - 70 
1548,516,1 januari 2020,jakarta barat,"jakarta barat, kedaung kali angke",5,2804,31 - 70 
1549,516,1 januari 2020,jakarta barat,"jakarta barat, kedaung kali angke",6,2804,31 - 70 
1550,516,1 januari 2020,jakarta barat,"jakarta barat, kedaung kali angke",7,2804,31 - 70 
1551,516,1 januari 2020,jakarta barat,"jakarta barat, kedaung kali angke",8,2804,31 - 70 
1552,517,1 januari 2020,jakarta barat,"jakarta barat, rawa buaya",1,2133,31 - 70 
1553,517,1 januari 2020,jakarta barat,"jakarta barat, rawa buaya",2,2133,31 - 70 
1554,517,1 januari 2020,jakarta barat,"jakarta barat, rawa buaya",3,2133,31 - 70 
1555,517,1 januari 2020,jakarta barat,"jakarta barat, rawa buaya",4,2133,31 - 70 
1556,517,1 januari 2020,jakarta barat,"jakarta barat, rawa buaya",11,2133,31 - 70 
1557,517,1 januari 2020,jakarta barat,"jakarta barat, rawa buaya",12,2133,31 - 70 
1558,518,1 januari 2020,jakarta barat,"jakarta barat, jelambar baru",1,60,31 - 70 
1559,518,1 januari 2020,jakarta barat,"jakarta barat, jelambar baru",2,60,31 - 70 
1560,518,1 januari 2020,jakarta barat,"jakarta barat, jelambar baru",3,60,31 - 70 
1561,518,1 januari 2020,jakarta barat,"jakarta barat, jelambar baru",4,60,31 - 70 
1562,518,1 januari 2020,jakarta barat,"jakarta barat, jelambar baru",5,60,31 - 70 
1563,518,1 januari 2020,jakarta barat,"jakarta barat, jelambar baru",6,60,31 - 70 
1564,518,1 januari 2020,jakarta barat,"jakarta barat, jelambar baru",7,60,31 - 70 
1565,518,1 januari 2020,jakarta barat,"jakarta barat, jelambar baru",8,60,31 - 70 
1566,518,1 januari 2020,jakarta barat,"jakarta barat, jelambar baru",9,60,31 - 70 
1567,518,1 januari 2020,jakarta barat,"jakarta barat, jelambar baru",10,60,31 - 70 
1568,518,1 januari 2020,jakarta barat,"jakarta barat, jelambar baru",11,60,31 - 70 
1569,518,1 januari 2020,jakarta barat,"jakarta barat, jelambar baru",12,60,31 - 70 
1570,518,1 januari 2020,jakarta barat,"jakarta barat, jelambar baru",13,60,31 - 70 
1571,519,1 januari 2020,jakarta barat,"jakarta barat, tanjung duren utara",1,85,10 - 150 
1572,519,1 januari 2020,jakarta barat,"jakarta barat, tanjung duren utara",2,85,10 - 150 
1573,519,1 januari 2020,jakarta barat,"jakarta barat, tanjung duren utara",4,85,10 - 150 
1574,519,1 januari 2020,jakarta barat,"jakarta barat, tanjung duren utara",5,85,10 - 150 
1575,519,1 januari 2020,jakarta barat,"jakarta barat, tanjung duren utara",7,85,10 - 150 
1576,520,1 januari 2020,jakarta barat,"jakarta barat, tomang",14,24,31 - 70 
1577,521,1 januari 2020,jakarta barat,"jakarta barat, wijaya kusuma",1,208,31 - 70 
1578,521,1 januari 2020,jakarta barat,"jakarta barat, wijaya kusuma",2,208,31 - 70 
1579,521,1 januari 2020,jakarta barat,"jakarta barat, wijaya kusuma",3,208,31 - 70 
1580,521,1 januari 2020,jakarta barat,"jakarta barat, wijaya kusuma",4,208,31 - 70 
1581,521,1 januari 2020,jakarta barat,"jakarta barat, wijaya kusuma",5,208,31 - 70 
1582,521,1 januari 2020,jakarta barat,"jakarta barat, wijaya kusuma",7,208,31 - 70 
1583,521,1 januari 2020,jakarta barat,"jakarta barat, wijaya kusuma",8,208,31 - 70 
1584,521,1 januari 2020,jakarta barat,"jakarta barat, wijaya kusuma",9,208,31 - 70 
1585,522,1 januari 2020,jakarta barat,"jakarta barat, kalideres",4,147,31 - 70 
1586,522,1 januari 2020,jakarta barat,"jakarta barat, kalideres",5,147,31 - 70 
1587,522,1 januari 2020,jakarta barat,"jakarta barat, kalideres",6,147,31 - 70 
1588,522,1 januari 2020,jakarta barat,"jakarta barat, kalideres",7,147,31 - 70 
1589,522,1 januari 2020,jakarta barat,"jakarta barat, kalideres",8,147,31 - 70 
1590,522,1 januari 2020,jakarta barat,"jakarta barat, kalideres",9,147,31 - 70 
1591,522,1 januari 2020,jakarta barat,"jakarta barat, kalideres",10,147,31 - 70 
1592,522,1 januari 2020,jakarta barat,"jakarta barat, kalideres",11,147,31 - 70 
1593,522,1 januari 2020,jakarta barat,"jakarta barat, kalideres",12,147,31 - 70 
1594,522,1 januari 2020,jakarta barat,"jakarta barat, kalideres",13,147,31 - 70 
1595,522,1 januari 2020,jakarta barat,"jakarta barat, kalideres",16,147,31 - 70 
1596,522,1 januari 2020,jakarta barat,"jakarta barat, kalideres",17,147,31 - 70 
1597,523,1 januari 2020,jakarta barat,"jakarta barat, kamal",1,0,10 - 70 
1598,523,1 januari 2020,jakarta barat,"jakarta barat, kamal",2,0,10 - 70 
1599,523,1 januari 2020,jakarta barat,"jakarta barat, kamal",3,0,10 - 70 
1600,523,1 januari 2020,jakarta barat,"jakarta barat, kamal",4,0,10 - 70 
1601,523,1 januari 2020,jakarta barat,"jakarta barat, kamal",7,0,10 - 70 
1602,523,1 januari 2020,jakarta barat,"jakarta barat, kamal",8,0,10 - 70 
1603,523,1 januari 2020,jakarta barat,"jakarta barat, kamal",9,0,10 - 70 
1604,524,1 januari 2020,jakarta barat,"jakarta barat, pegadungan",1,0,10 - 70 
1605,524,1 januari 2020,jakarta barat,"jakarta barat, pegadungan",3,0,10 - 70 
1606,524,1 januari 2020,jakarta barat,"jakarta barat, pegadungan",4,0,10 - 70 
1607,524,1 januari 2020,jakarta barat,"jakarta barat, pegadungan",6,0,10 - 70 
1608,524,1 januari 2020,jakarta barat,"jakarta barat, pegadungan",11,0,10 - 70 
1609,525,1 januari 2020,jakarta barat,"jakarta barat, semanan",1,2112,31 - 200 
