,Unnamed: 0,tanggal_kejadian,kota_administrasi,lokasi,rw,jumlah_terdampak_jiwa,ketinggian_air
2785,798,25 februari 2020,jakarta barat,"jakarta barat, kapuk",7,0,10 - 30 
2786,798,25 februari 2020,jakarta barat,"jakarta barat, kapuk",12,0,10 - 30 
2787,798,25 februari 2020,jakarta barat,"jakarta barat, kapuk",13,0,10 - 30 
2788,798,25 februari 2020,jakarta barat,"jakarta barat, kapuk",15,0,10 - 30 
2789,798,25 februari 2020,jakarta barat,"jakarta barat, kapuk",16,0,10 - 30 
2790,799,1 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",1,0,10 - 50 
2791,799,1 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",2,0,10 - 50 
2792,799,1 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",3,0,10 - 50 
2793,799,1 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",4,0,10 - 50 
2794,799,1 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",5,0,10 - 50 
2795,799,1 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",8,0,10 - 50 
2796,799,1 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",9,0,10 - 50 
2797,800,16 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",1,0,10 - 50 
2798,800,16 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",2,0,10 - 50 
2799,800,16 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",3,0,10 - 50 
2800,800,16 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",4,0,10 - 50 
2801,800,16 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",5,0,10 - 50 
2802,800,16 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",8,0,10 - 50 
2803,800,16 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",9,0,10 - 50 
2804,801,20 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",1,0,10 - 50 
2805,801,20 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",2,0,10 - 50 
2806,801,20 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",3,0,10 - 50 
2807,801,20 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",4,0,10 - 50 
2808,801,20 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",5,0,10 - 50 
2809,801,20 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",8,0,10 - 50 
2810,801,20 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",9,0,10 - 50 
2811,802,22 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",1,0,10 - 50 
2812,802,22 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",2,0,10 - 50 
2813,802,22 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",3,0,10 - 50 
2814,802,22 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",4,0,10 - 50 
2815,802,22 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",5,0,10 - 50 
2816,802,22 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",8,0,10 - 50 
2817,802,22 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",9,0,10 - 50 
2818,803,25 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",1,0,10 - 50 
2819,803,25 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",2,0,10 - 50 
2820,803,25 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",3,0,10 - 50 
2821,803,25 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",4,0,10 - 50 
2822,803,25 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",5,0,10 - 50 
2823,803,25 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",8,0,10 - 50 
2824,803,25 februari 2020,jakarta barat,"jakarta barat, kedaung kali angke",9,0,10 - 50 
2825,804,1 februari 2020,jakarta barat,"jakarta barat, rawa buaya",1,0,10 - 50 
2826,804,1 februari 2020,jakarta barat,"jakarta barat, rawa buaya",2,0,10 - 50 
2827,804,1 februari 2020,jakarta barat,"jakarta barat, rawa buaya",3,0,10 - 50 
2828,804,1 februari 2020,jakarta barat,"jakarta barat, rawa buaya",4,0,10 - 50 
2829,804,1 februari 2020,jakarta barat,"jakarta barat, rawa buaya",6,0,10 - 50 
2830,804,1 februari 2020,jakarta barat,"jakarta barat, rawa buaya",8,0,10 - 50 
2831,804,1 februari 2020,jakarta barat,"jakarta barat, rawa buaya",10,0,10 - 50 
2832,804,1 februari 2020,jakarta barat,"jakarta barat, rawa buaya",11,0,10 - 50 
2833,804,1 februari 2020,jakarta barat,"jakarta barat, rawa buaya",12,0,10 - 50 
2834,805,8 februari 2020,jakarta barat,"jakarta barat, rawa buaya",1,0,10 - 50 
2835,805,8 februari 2020,jakarta barat,"jakarta barat, rawa buaya",2,0,10 - 50 
2836,805,8 februari 2020,jakarta barat,"jakarta barat, rawa buaya",3,0,10 - 50 
2837,805,8 februari 2020,jakarta barat,"jakarta barat, rawa buaya",4,0,10 - 50 
2838,805,8 februari 2020,jakarta barat,"jakarta barat, rawa buaya",6,0,10 - 50 
2839,805,8 februari 2020,jakarta barat,"jakarta barat, rawa buaya",8,0,10 - 50 
2840,805,8 februari 2020,jakarta barat,"jakarta barat, rawa buaya",10,0,10 - 50 
2841,805,8 februari 2020,jakarta barat,"jakarta barat, rawa buaya",11,0,10 - 50 
2842,805,8 februari 2020,jakarta barat,"jakarta barat, rawa buaya",12,0,10 - 50 
2843,806,16 februari 2020,jakarta barat,"jakarta barat, rawa buaya",1,0,10 - 50 
2844,806,16 februari 2020,jakarta barat,"jakarta barat, rawa buaya",2,0,10 - 50 
2845,806,16 februari 2020,jakarta barat,"jakarta barat, rawa buaya",3,0,10 - 50 
2846,806,16 februari 2020,jakarta barat,"jakarta barat, rawa buaya",4,0,10 - 50 
2847,806,16 februari 2020,jakarta barat,"jakarta barat, rawa buaya",6,0,10 - 50 
2848,806,16 februari 2020,jakarta barat,"jakarta barat, rawa buaya",8,0,10 - 50 
2849,806,16 februari 2020,jakarta barat,"jakarta barat, rawa buaya",10,0,10 - 50 
2850,806,16 februari 2020,jakarta barat,"jakarta barat, rawa buaya",11,0,10 - 50 
2851,806,16 februari 2020,jakarta barat,"jakarta barat, rawa buaya",12,0,10 - 50 
2852,807,20 februari 2020,jakarta barat,"jakarta barat, rawa buaya",1,0,10 - 50 
2853,807,20 februari 2020,jakarta barat,"jakarta barat, rawa buaya",2,0,10 - 50 
2854,807,20 februari 2020,jakarta barat,"jakarta barat, rawa buaya",3,0,10 - 50 
2855,807,20 februari 2020,jakarta barat,"jakarta barat, rawa buaya",4,0,10 - 50 
2856,807,20 februari 2020,jakarta barat,"jakarta barat, rawa buaya",6,0,10 - 50 
2857,807,20 februari 2020,jakarta barat,"jakarta barat, rawa buaya",8,0,10 - 50 
2858,807,20 februari 2020,jakarta barat,"jakarta barat, rawa buaya",10,0,10 - 50 
2859,807,20 februari 2020,jakarta barat,"jakarta barat, rawa buaya",11,0,10 - 50 
2860,807,20 februari 2020,jakarta barat,"jakarta barat, rawa buaya",12,0,10 - 50 
2861,808,25 februari 2020,jakarta barat,"jakarta barat, rawa buaya",1,0,10 - 50 
2862,808,25 februari 2020,jakarta barat,"jakarta barat, rawa buaya",2,0,10 - 50 
2863,808,25 februari 2020,jakarta barat,"jakarta barat, rawa buaya",3,0,10 - 50 
2864,808,25 februari 2020,jakarta barat,"jakarta barat, rawa buaya",4,0,10 - 50 
2865,808,25 februari 2020,jakarta barat,"jakarta barat, rawa buaya",6,0,10 - 50 
2866,808,25 februari 2020,jakarta barat,"jakarta barat, rawa buaya",8,0,10 - 50 
2867,808,25 februari 2020,jakarta barat,"jakarta barat, rawa buaya",10,0,10 - 50 
2868,808,25 februari 2020,jakarta barat,"jakarta barat, rawa buaya",11,0,10 - 50 
2869,808,25 februari 2020,jakarta barat,"jakarta barat, rawa buaya",12,0,10 - 50 
2870,809,2 februari 2020,jakarta barat,"jakarta barat, jelambar",4,0,5 - 20 
2871,809,2 februari 2020,jakarta barat,"jakarta barat, jelambar",5,0,5 - 20 
2872,809,2 februari 2020,jakarta barat,"jakarta barat, jelambar",7,0,5 - 20 
2873,809,2 februari 2020,jakarta barat,"jakarta barat, jelambar",,0,5 - 20 
2874,810,25 februari 2020,jakarta barat,"jakarta barat, tanjung duren utara",2,0,30 - 50 
2875,811,16 februari 2020,jakarta barat,"jakarta barat, tanjung duren selatan",1,0,15 - 25 
2876,811,16 februari 2020,jakarta barat,"jakarta barat, tanjung duren selatan",2,0,15 - 25 
2877,812,25 februari 2020,jakarta barat,"jakarta barat, tomang",15,0,30 - 50 
2878,813,4 februari 2020,jakarta barat,"jakarta barat, kalideres",8,0,5 - 15 
2879,813,4 februari 2020,jakarta barat,"jakarta barat, kalideres",6,0,5 - 15 
2880,813,4 februari 2020,jakarta barat,"jakarta barat, kalideres",,0,5 - 15 
2881,814,20 februari 2020,jakarta barat,"jakarta barat, kamal",1,0,5 - 15 
2882,814,20 februari 2020,jakarta barat,"jakarta barat, kamal",3,0,5 - 15 
2883,815,27 februari 2020,jakarta barat,"jakarta barat, kamal",1,0,5 - 15 
2884,815,27 februari 2020,jakarta barat,"jakarta barat, kamal",3,0,5 - 15 
2885,816,4 februari 2020,jakarta barat,"jakarta barat, pegadungan",1,0,5 - 60 
2886,816,4 februari 2020,jakarta barat,"jakarta barat, pegadungan",3,0,5 - 60 
2887,816,4 februari 2020,jakarta barat,"jakarta barat, pegadungan",4,0,5 - 60 
2888,816,4 februari 2020,jakarta barat,"jakarta barat, pegadungan",05. 07,0,5 - 60 
2889,817,20 februari 2020,jakarta barat,"jakarta barat, pegadungan",1,0,5 - 60 
2890,817,20 februari 2020,jakarta barat,"jakarta barat, pegadungan",3,0,5 - 60 
2891,817,20 februari 2020,jakarta barat,"jakarta barat, pegadungan",4,0,5 - 60 
2892,817,20 februari 2020,jakarta barat,"jakarta barat, pegadungan",05. 07,0,5 - 60 
2893,818,25 februari 2020,jakarta barat,"jakarta barat, pegadungan",1,0,5 - 60 
2894,818,25 februari 2020,jakarta barat,"jakarta barat, pegadungan",3,0,5 - 60 
2895,818,25 februari 2020,jakarta barat,"jakarta barat, pegadungan",4,0,5 - 60 
2896,818,25 februari 2020,jakarta barat,"jakarta barat, pegadungan",05. 07,0,5 - 60 
2897,819,1 februari 2020,jakarta barat,"jakarta barat, semanan",3,0,10 - 60 
2898,819,1 februari 2020,jakarta barat,"jakarta barat, semanan",4,0,10 - 60 
2899,819,1 februari 2020,jakarta barat,"jakarta barat, semanan",7,0,10 - 60 
2900,819,1 februari 2020,jakarta barat,"jakarta barat, semanan",10,0,10 - 60 
2901,820,8 februari 2020,jakarta barat,"jakarta barat, semanan",3,0,10 - 60 
2902,820,8 februari 2020,jakarta barat,"jakarta barat, semanan",4,0,10 - 60 
2903,820,8 februari 2020,jakarta barat,"jakarta barat, semanan",7,0,10 - 60 
2904,820,8 februari 2020,jakarta barat,"jakarta barat, semanan",10,0,10 - 60 
2905,821,20 februari 2020,jakarta barat,"jakarta barat, semanan",3,0,10 - 60 
2906,821,20 februari 2020,jakarta barat,"jakarta barat, semanan",4,0,10 - 60 
2907,821,20 februari 2020,jakarta barat,"jakarta barat, semanan",7,0,10 - 60 
2908,821,20 februari 2020,jakarta barat,"jakarta barat, semanan",10,0,10 - 60 
2909,822,25 februari 2020,jakarta barat,"jakarta barat, semanan",3,0,10 - 60 
2910,822,25 februari 2020,jakarta barat,"jakarta barat, semanan",4,0,10 - 60 
2911,822,25 februari 2020,jakarta barat,"jakarta barat, semanan",7,0,10 - 60 
2912,822,25 februari 2020,jakarta barat,"jakarta barat, semanan",10,0,10 - 60 
2913,823,27 februari 2020,jakarta barat,"jakarta barat, semanan",3,0,10 - 60 
2914,823,27 februari 2020,jakarta barat,"jakarta barat, semanan",4,0,10 - 60 
2915,823,27 februari 2020,jakarta barat,"jakarta barat, semanan",7,0,10 - 60 
2916,823,27 februari 2020,jakarta barat,"jakarta barat, semanan",10,0,10 - 60 
2917,824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",1,0,15 - 35 
2918,824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",2,0,15 - 35 
2919,824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",3,0,15 - 35 
2920,824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",4,0,15 - 35 
2921,824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",5,0,15 - 35 
2922,824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",9,0,15 - 35 
2923,824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",11,0,15 - 35 
2924,824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",12,0,15 - 35 
2925,824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",13,0,15 - 35 
2926,824,1 februari 2020,jakarta barat,"jakarta barat, tegal alur",15,0,15 - 35 
2927,825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",1,0,15 - 35 
2928,825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",2,0,15 - 35 
2929,825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",3,0,15 - 35 
2930,825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",4,0,15 - 35 
2931,825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",5,0,15 - 35 
2932,825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",9,0,15 - 35 
2933,825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",11,0,15 - 35 
2934,825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",12,0,15 - 35 
2935,825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",13,0,15 - 35 
2936,825,2 februari 2020,jakarta barat,"jakarta barat, tegal alur",15,0,15 - 35 
2937,826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",1,0,15 - 35 
2938,826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",2,0,15 - 35 
2939,826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",3,0,15 - 35 
2940,826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",4,0,15 - 35 
2941,826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",5,0,15 - 35 
2942,826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",9,0,15 - 35 
2943,826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",11,0,15 - 35 
2944,826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",12,0,15 - 35 
2945,826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",13,0,15 - 35 
2946,826,34 februari 2020,jakarta barat,"jakarta barat, tegal alur",15,0,15 - 35 
2947,827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",1,0,15 - 35 
2948,827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",2,0,15 - 35 
2949,827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",3,0,15 - 35 
2950,827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",4,0,15 - 35 
2951,827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",5,0,15 - 35 
2952,827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",9,0,15 - 35 
2953,827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",11,0,15 - 35 
2954,827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",12,0,15 - 35 
2955,827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",13,0,15 - 35 
2956,827,8 februari 2020,jakarta barat,"jakarta barat, tegal alur",15,0,15 - 35 
2957,828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",1,0,15 - 35 
2958,828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",2,0,15 - 35 
2959,828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",3,0,15 - 35 
2960,828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",4,0,15 - 35 
2961,828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",5,0,15 - 35 
2962,828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",9,0,15 - 35 
2963,828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",11,0,15 - 35 
2964,828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",12,0,15 - 35 
2965,828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",13,0,15 - 35 
2966,828,16 februari 2020,jakarta barat,"jakarta barat, tegal alur",15,0,15 - 35 
2967,829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",1,0,15 - 35 
2968,829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",2,0,15 - 35 
2969,829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",3,0,15 - 35 
2970,829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",4,0,15 - 35 
2971,829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",5,0,15 - 35 
2972,829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",9,0,15 - 35 
2973,829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",11,0,15 - 35 
2974,829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",12,0,15 - 35 
2975,829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",13,0,15 - 35 
2976,829,22 februari 2020,jakarta barat,"jakarta barat, tegal alur",15,0,15 - 35 
2977,830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",1,0,15 - 35 
2978,830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",2,0,15 - 35 
2979,830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",3,0,15 - 35 
2980,830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",4,0,15 - 35 
2981,830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",5,0,15 - 35 
2982,830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",9,0,15 - 35 
2983,830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",11,0,15 - 35 
2984,830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",12,0,15 - 35 
2985,830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",13,0,15 - 35 
2986,830,25 februari 2020,jakarta barat,"jakarta barat, tegal alur",15,0,15 - 35 
2987,831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",1,0,15 - 35 
2988,831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",2,0,15 - 35 
2989,831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",3,0,15 - 35 
2990,831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",4,0,15 - 35 
2991,831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",5,0,15 - 35 
2992,831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",9,0,15 - 35 
2993,831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",11,0,15 - 35 
2994,831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",12,0,15 - 35 
2995,831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",13,0,15 - 35 
2996,831,27 februari 2020,jakarta barat,"jakarta barat, tegal alur",15,0,15 - 35 
2997,832,25 februari 2020,jakarta barat,"jakarta barat, duri kepa",14,0,10 - 30 
2998,833,20 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",1,0,15 - 50 
2999,833,20 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",3,0,15 - 50 
3000,833,20 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",5,0,15 - 50 
3001,834,23 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",1,0,15 - 50 
3002,834,23 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",3,0,15 - 50 
3003,834,23 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",5,0,15 - 50 
3004,835,25 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",1,0,15 - 50 
3005,835,25 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",3,0,15 - 50 
3006,835,25 februari 2020,jakarta barat,"jakarta barat, kedoya selatan",5,0,15 - 50 
3007,836,2 februari 2020,jakarta barat,"jakarta barat, kedoya utara",8,0,20 - 50 
3008,836,2 februari 2020,jakarta barat,"jakarta barat, kedoya utara",,0,20 - 50 
3009,837,23 februari 2020,jakarta barat,"jakarta barat, kedoya utara",8,0,20 - 50 
3010,837,23 februari 2020,jakarta barat,"jakarta barat, kedoya utara",,0,20 - 50 
3011,838,16 februari 2020,jakarta barat,"jakarta barat, sukabumi selatan",1,0,10 - 80 
3012,838,16 februari 2020,jakarta barat,"jakarta barat, sukabumi selatan",2,0,10 - 80 
3013,838,16 februari 2020,jakarta barat,"jakarta barat, sukabumi selatan",,0,10 - 80 
3014,839,25 februari 2020,jakarta barat,"jakarta barat, sukabumi selatan",1,0,10 - 80 
3015,839,25 februari 2020,jakarta barat,"jakarta barat, sukabumi selatan",2,0,10 - 80 
3016,839,25 februari 2020,jakarta barat,"jakarta barat, sukabumi selatan",,0,10 - 80 
3017,840,25 februari 2020,jakarta barat,"jakarta barat, kebon jeruk",1,0,10 - 30 
3018,841,1 februari 2020,jakarta barat,"jakarta barat, kembangan selatan",1,0,20 - 60 
3019,841,1 februari 2020,jakarta barat,"jakarta barat, kembangan selatan",9,0,20 - 60 
3020,842,2 februari 2020,jakarta barat,"jakarta barat, kembangan selatan",1,0,20 - 60 
3021,842,2 februari 2020,jakarta barat,"jakarta barat, kembangan selatan",9,0,20 - 60 
3022,843,1 februari 2020,jakarta barat,"jakarta barat, kembangan utara",1,0,30 - 80 
3023,843,1 februari 2020,jakarta barat,"jakarta barat, kembangan utara",3,0,30 - 80 
3024,843,1 februari 2020,jakarta barat,"jakarta barat, kembangan utara",4,0,30 - 80 
3025,843,1 februari 2020,jakarta barat,"jakarta barat, kembangan utara",5,0,30 - 80 
3026,843,1 februari 2020,jakarta barat,"jakarta barat, kembangan utara",8,0,30 - 80 
3027,843,1 februari 2020,jakarta barat,"jakarta barat, kembangan utara",10,0,30 - 80 
3028,844,8 februari 2020,jakarta barat,"jakarta barat, kembangan utara",1,0,30 - 80 
3029,844,8 februari 2020,jakarta barat,"jakarta barat, kembangan utara",3,0,30 - 80 
3030,844,8 februari 2020,jakarta barat,"jakarta barat, kembangan utara",4,0,30 - 80 
3031,844,8 februari 2020,jakarta barat,"jakarta barat, kembangan utara",5,0,30 - 80 
3032,844,8 februari 2020,jakarta barat,"jakarta barat, kembangan utara",8,0,30 - 80 
3033,844,8 februari 2020,jakarta barat,"jakarta barat, kembangan utara",10,0,30 - 80 
3034,845,23 februari 2020,jakarta barat,"jakarta barat, kembangan utara",1,0,30 - 80 
3035,845,23 februari 2020,jakarta barat,"jakarta barat, kembangan utara",3,0,30 - 80 
3036,845,23 februari 2020,jakarta barat,"jakarta barat, kembangan utara",4,0,30 - 80 
3037,845,23 februari 2020,jakarta barat,"jakarta barat, kembangan utara",5,0,30 - 80 
3038,845,23 februari 2020,jakarta barat,"jakarta barat, kembangan utara",8,0,30 - 80 
3039,845,23 februari 2020,jakarta barat,"jakarta barat, kembangan utara",10,0,30 - 80 
3040,846,25 februari 2020,jakarta barat,"jakarta barat, kembangan utara",1,0,30 - 80 
3041,846,25 februari 2020,jakarta barat,"jakarta barat, kembangan utara",3,0,30 - 80 
3042,846,25 februari 2020,jakarta barat,"jakarta barat, kembangan utara",4,0,30 - 80 
3043,846,25 februari 2020,jakarta barat,"jakarta barat, kembangan utara",5,0,30 - 80 
3044,846,25 februari 2020,jakarta barat,"jakarta barat, kembangan utara",8,0,30 - 80 
3045,846,25 februari 2020,jakarta barat,"jakarta barat, kembangan utara",10,0,30 - 80 
3046,847,25 februari 2020,jakarta barat,"jakarta barat, srengseng",2,0,15 - 20 
3047,847,25 februari 2020,jakarta barat,"jakarta barat, srengseng",8,0,15 - 20 
3048,848,23 februari 2020,jakarta barat,"jakarta barat, jati pulo",5,0,10 - 40 
3049,848,23 februari 2020,jakarta barat,"jakarta barat, jati pulo",9,0,10 - 40 
3050,849,25 februari 2020,jakarta barat,"jakarta barat, jati pulo",5,0,10 - 40 
3051,849,25 februari 2020,jakarta barat,"jakarta barat, jati pulo",9,0,10 - 40 
3052,850,25 februari 2020,jakarta barat,"jakarta barat, kemanggisan",9,0,10 - 40 
3053,851,23 februari 2020,jakarta barat,"jakarta barat, kota bambu selatan",1,85,10 - 50 
3054,851,23 februari 2020,jakarta barat,"jakarta barat, kota bambu selatan",2,85,10 - 50 
3055,851,23 februari 2020,jakarta barat,"jakarta barat, kota bambu selatan",5,85,10 - 50 
3056,852,25 februari 2020,jakarta barat,"jakarta barat, kota bambu selatan",1,85,10 - 50 
3057,852,25 februari 2020,jakarta barat,"jakarta barat, kota bambu selatan",2,85,10 - 50 
3058,852,25 februari 2020,jakarta barat,"jakarta barat, kota bambu selatan",5,85,10 - 50 
3059,853,25 februari 2020,jakarta barat,"jakarta barat, kota bambu utara",2,0,10 - 40 
3060,854,25 februari 2020,jakarta barat,"jakarta barat, tangki",2,0,30 - 40 
3061,854,25 februari 2020,jakarta barat,"jakarta barat, tangki",7,0,30 - 40 
3062,855,25 februari 2020,jakarta barat,"jakarta barat, mangga besar",1,0,30 - 40 
3063,856,25 februari 2020,jakarta barat,"jakarta barat, pekojan",12,0,30 - 50 
3064,857,25 februari 2020,jakarta selatan,"jakarta selatan, cilandak barat",2,0,50 - 80 
3065,858,22 februari 2020,jakarta selatan,"jakarta selatan, cipete selatan",1,0,20 - 40 
3066,858,22 februari 2020,jakarta selatan,"jakarta selatan, cipete selatan",7,0,20 - 40 
3067,859,23 februari 2020,jakarta selatan,"jakarta selatan, cipete selatan",1,0,20 - 40 
3068,859,23 februari 2020,jakarta selatan,"jakarta selatan, cipete selatan",7,0,20 - 40 
3069,860,22 februari 2020,jakarta selatan,"jakarta selatan, pondok labu",3,0,20
3070,861,8 februari 2020,jakarta selatan,"jakarta selatan, tanjung barat",5,0,10 - 100 
3071,861,8 februari 2020,jakarta selatan,"jakarta selatan, tanjung barat",,0,10 - 100 
3072,862,20 februari 2020,jakarta selatan,"jakarta selatan, tanjung barat",5,0,10 - 100 
3073,862,20 februari 2020,jakarta selatan,"jakarta selatan, tanjung barat",,0,10 - 100 
3074,863,25 februari 2020,jakarta selatan,"jakarta selatan, tanjung barat",5,0,10 - 100 
3075,863,25 februari 2020,jakarta selatan,"jakarta selatan, tanjung barat",,0,10 - 100 
3076,864,25 februari 2020,jakarta selatan,"jakarta selatan, cipedak",6,0,10 - 20 
3077,865,25 februari 2020,jakarta selatan,"jakarta selatan, kramat pela",8,0,10 - 20 
3078,865,25 februari 2020,jakarta selatan,"jakarta selatan, kramat pela",9,0,10 - 20 
3079,866,2 februari 2020,jakarta selatan,"jakarta selatan, petogogan",1,0,10 - 35 
3080,866,2 februari 2020,jakarta selatan,"jakarta selatan, petogogan",2,0,10 - 35 
3081,866,2 februari 2020,jakarta selatan,"jakarta selatan, petogogan",3,0,10 - 35 
3082,866,2 februari 2020,jakarta selatan,"jakarta selatan, petogogan",7,0,10 - 35 
3083,867,8 februari 2020,jakarta selatan,"jakarta selatan, petogogan",1,0,10 - 35 
3084,867,8 februari 2020,jakarta selatan,"jakarta selatan, petogogan",2,0,10 - 35 
3085,867,8 februari 2020,jakarta selatan,"jakarta selatan, petogogan",3,0,10 - 35 
3086,867,8 februari 2020,jakarta selatan,"jakarta selatan, petogogan",7,0,10 - 35 
3087,868,25 februari 2020,jakarta selatan,"jakarta selatan, petogogan",1,0,10 - 35 
3088,868,25 februari 2020,jakarta selatan,"jakarta selatan, petogogan",2,0,10 - 35 
