,kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
38,Jakarta Timur,KEC. MAKASAR,KEL. CIPINANG MELAYU,3,1,5,0,0,5 - 10 cm," 03,  maret 2019",0,0,0,0,0,0,0,0
39,Jakarta Timur,KEC. CAKUNG,KEL. RAWA TERATE,5,1,1,0,0,10 cm - 20 cm , 06 maret 2019,0,0,0,0,0,0,0,0
40,Jakarta Timur,KEC. CAKUNG,KEL. JATINEGARA,8,1,1,0,0,20 cm, 25 maret 2019,0,0,0,0,0,0,0,0
41,Jakarta Timur,KEC. PASAR REBO,KEL. KALISARI,9,1,1,0,0,50 cm,31 maret 2019,0,0,0,0,0,0,0,0
42,Jakarta Timur,KEC. CIRACAS,KEL. CIRACAS,9,1,1,0,0,50 cm,31 maret 2019,0,0,0,0,0,0,0,0
0,Jakarta Utara,KEC. PENJARINGAN,KEL. KAMAL MUARA ,4,1,1,0,0,3 - 10 cm," 20, 22 april 2019",0,0,0,0,0,0,0,0
1,Jakarta Barat,KEC. CENGKARENG,KEL. CENGKARENG BARAT,"09, 10, 14",3,17,0,0,30 - 50 cm, 02 april 2019,0,0,0,0,0,0,0,0
2,Jakarta Barat,KEC. CENGKARENG,KEL. RAWA BUAYA,"02, 04",2,5,0,0,20 - 80 cm, 28 april 2019,0,0,0,0,0,0,0,0
3,Jakarta Barat,KEC. KEBON JERUK,KEL. KEDOYA SELATAN,5,1,7,0,0,10 - 30 cm," 08, 27 april 2019",0,0,0,0,0,0,0,0
4,Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN UTARA,"01, 04",2,2,44,138,40 - 110 cm, 27 april 2019,0,0,0,0,209,1,0,0
5,Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN SELATAN,9,1,1,0,0,20 cm, 27 april 2019,0,0,0,0,0,0,0,0
6,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. PETOGOGAN,"02, 03",2,19,0,0,10 - 40 cm," 02, 27 april 2019",0,0,0,0,0,0,0,0
7,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. CIPETE UTARA,6,1,3,0,0,30 - 90 cm, 27 april 2019,0,0,0,0,0,0,0,0
8,Jakarta Selatan,KEC. PASAR MINGGU,KEL. JATI PADANG,"02, 03, 04, 05, 06",5,1,0,0,20 - 50 cm," 02, 16, 30 april 2019",0,0,0,0,0,0,0,0
9,Jakarta Selatan,KEC. PASAR MINGGU,KEL. PEJATEN TIMUR,"05, 06, 07, 08",4,7,380,875,100 - 220 cm," 24, 26, 27 april 2019",0,0,0,0,0,0,0,0
10,Jakarta Selatan,KEC. PANCORAN,KEL. PENGADEGAN,"01, 02, 11",3,4,167,639,10 - 250 cm," 24, 26, 27 april 2019",0,0,0,0,539,3,0,0
11,Jakarta Selatan,KEC. PANCORAN,KEL. RAWAJATI,"01, 03, 07",3,7,0,0,30 - 100 cm , 26 april 2019,0,0,0,0,0,0,0,0
12,Jakarta Selatan,KEC. PANCORAN,KEL. CIKOKO,1,1,1,0,0,20 - 30 cm, 26  april 2019,0,0,0,0,0,0,0,0
13,Jakarta Selatan,KEC. TEBET,KEL. KEBON BARU,10,1,3,0,7,10 - 50 cm," 24, 26 april 2019",1,0,0,0,7,1,0,0
