,tanggal_kejadian,kota_administrasi,lokasi,rw,jumlah_terdampak_jiwa,ketinggian_air,tahun
1387,2020-01-01,jakarta pusat,"jakarta pusat, karet tengsin",3,2078,150,2020
1388,2020-01-01,jakarta pusat,"jakarta pusat, karet tengsin",4,2078,150,2020
1389,2020-01-01,jakarta pusat,"jakarta pusat, karet tengsin",5,2078,150,2020
1390,2020-01-01,jakarta pusat,"jakarta pusat, karet tengsin",6,2078,150,2020
1391,2020-01-01,jakarta pusat,"jakarta pusat, karet tengsin",7,2078,150,2020
1392,2020-01-01,jakarta pusat,"jakarta pusat, karet tengsin",9,2078,150,2020
1393,2020-01-01,jakarta pusat,"jakarta pusat, karet tengsin",11,2078,150,2020
1394,2020-01-18,jakarta pusat,"jakarta pusat, petamburan",2,0,60,2020
1395,2020-01-18,jakarta pusat,"jakarta pusat, petamburan",3,0,60,2020
1396,2020-01-01,jakarta utara,"jakarta utara, cilincing",5,1121,35,2020
1397,2020-01-01,jakarta utara,"jakarta utara, cilincing",6,1121,35,2020
1398,2020-01-01,jakarta utara,"jakarta utara, cilincing",9,1121,35,2020
1399,2020-01-01,jakarta utara,"jakarta utara, marunda",4,0,30,2020
1400,2020-01-01,jakarta utara,"jakarta utara, rorotan",1,150,150,2020
1401,2020-01-01,jakarta utara,"jakarta utara, rorotan",2,150,150,2020
1402,2020-01-01,jakarta utara,"jakarta utara, rorotan",3,150,150,2020
1403,2020-01-01,jakarta utara,"jakarta utara, rorotan",4,150,150,2020
1404,2020-01-01,jakarta utara,"jakarta utara, rorotan",5,150,150,2020
1405,2020-01-24,jakarta utara,"jakarta utara, rorotan",1,150,150,2020
1406,2020-01-24,jakarta utara,"jakarta utara, rorotan",2,150,150,2020
1407,2020-01-24,jakarta utara,"jakarta utara, rorotan",3,150,150,2020
1408,2020-01-24,jakarta utara,"jakarta utara, rorotan",4,150,150,2020
1409,2020-01-24,jakarta utara,"jakarta utara, rorotan",5,150,150,2020
1410,2020-01-01,jakarta utara,"jakarta utara, semper barat",1,574,70,2020
1411,2020-01-01,jakarta utara,"jakarta utara, semper barat",2,574,70,2020
1412,2020-01-01,jakarta utara,"jakarta utara, semper barat",4,574,70,2020
1413,2020-01-01,jakarta utara,"jakarta utara, semper barat",5,574,70,2020
1414,2020-01-01,jakarta utara,"jakarta utara, semper barat",16,574,70,2020
1415,2020-01-01,jakarta utara,"jakarta utara, semper timur",2,120,150,2020
1416,2020-01-01,jakarta utara,"jakarta utara, semper timur",3,120,150,2020
1417,2020-01-01,jakarta utara,"jakarta utara, semper timur",10,120,150,2020
1418,2020-01-01,jakarta utara,"jakarta utara, semper timur",11,120,150,2020
1419,2020-01-01,jakarta utara,"jakarta utara, suka pura",2,278,150,2020
1420,2020-01-01,jakarta utara,"jakarta utara, suka pura",3,278,150,2020
1421,2020-01-01,jakarta utara,"jakarta utara, suka pura",4,278,150,2020
1422,2020-01-01,jakarta utara,"jakarta utara, suka pura",5,278,150,2020
1423,2020-01-01,jakarta utara,"jakarta utara, suka pura",6,278,150,2020
1424,2020-01-01,jakarta utara,"jakarta utara, suka pura",7,278,150,2020
1425,2020-01-01,jakarta utara,"jakarta utara, suka pura",9,278,150,2020
1426,2020-01-01,jakarta utara,"jakarta utara, suka pura",10,278,150,2020
1427,2020-01-01,jakarta utara,"jakarta utara, suka pura",12,278,150,2020
1428,2020-01-01,jakarta utara,"jakarta utara, kelapa gading barat",2,0,30,2020
1429,2020-01-01,jakarta utara,"jakarta utara, kelapa gading barat",3,0,30,2020
1430,2020-01-01,jakarta utara,"jakarta utara, kelapa gading barat",6,0,30,2020
1431,2020-01-01,jakarta utara,"jakarta utara, kelapa gading barat",11,0,30,2020
1432,2020-01-01,jakarta utara,"jakarta utara, kelapa gading barat",12,0,30,2020
1433,2020-01-01,jakarta utara,"jakarta utara, kelapa gading timur",15,100,30,2020
1434,2020-01-01,jakarta utara,"jakarta utara, kelapa gading timur",16,100,30,2020
1435,2020-01-01,jakarta utara,"jakarta utara, pegangsaan dua",2,210,70,2020
1436,2020-01-01,jakarta utara,"jakarta utara, pegangsaan dua",3,210,70,2020
1437,2020-01-01,jakarta utara,"jakarta utara, pegangsaan dua",4,210,70,2020
1438,2020-01-01,jakarta utara,"jakarta utara, pegangsaan dua",8,210,70,2020
1439,2020-01-01,jakarta utara,"jakarta utara, pegangsaan dua",9,210,70,2020
1440,2020-01-01,jakarta utara,"jakarta utara, pegangsaan dua",10,210,70,2020
1441,2020-01-01,jakarta utara,"jakarta utara, pegangsaan dua",11,210,70,2020
1442,2020-01-01,jakarta utara,"jakarta utara, tugu selatan",. 04,0,50,2020
1443,2020-01-01,jakarta utara,"jakarta utara, kapuk muara",. 01,0,40,2020
1444,2020-01-01,jakarta utara,"jakarta utara, kapuk muara",2,0,40,2020
1445,2020-01-01,jakarta utara,"jakarta utara, kapuk muara",3,0,40,2020
1446,2020-01-01,jakarta utara,"jakarta utara, kapuk muara",4,0,40,2020
1447,2020-01-01,jakarta utara,"jakarta utara, kapuk muara",5,0,40,2020
1448,2020-01-01,jakarta utara,"jakarta utara, kapuk muara",9,0,40,2020
1449,2020-01-01,jakarta utara,"jakarta utara, pejagalan",8,1168,150,2020
1450,2020-01-01,jakarta utara,"jakarta utara, pejagalan",9,1168,150,2020
1451,2020-01-01,jakarta utara,"jakarta utara, pejagalan",10,1168,150,2020
1452,2020-01-01,jakarta utara,"jakarta utara, pejagalan",12,1168,150,2020
1453,2020-01-01,jakarta utara,"jakarta utara, pejagalan",13,1168,150,2020
1454,2020-01-01,jakarta utara,"jakarta utara, pejagalan",14,1168,150,2020
1455,2020-01-01,jakarta utara,"jakarta utara, pejagalan",15,1168,150,2020
1456,2020-01-01,jakarta utara,"jakarta utara, penjaringan",17,0,30,2020
1457,2020-01-24,jakarta utara,"jakarta utara, pluit",1,0,70,2020
1458,2020-01-24,jakarta utara,"jakarta utara, pluit",11,0,70,2020
1459,2020-01-24,jakarta utara,"jakarta utara, pluit",22,0,70,2020
1460,2020-01-27,jakarta utara,"jakarta utara, pluit",1,0,70,2020
1461,2020-01-27,jakarta utara,"jakarta utara, pluit",11,0,70,2020
1462,2020-01-27,jakarta utara,"jakarta utara, pluit",22,0,70,2020
1463,2020-01-28,jakarta utara,"jakarta utara, pluit",1,0,70,2020
1464,2020-01-28,jakarta utara,"jakarta utara, pluit",11,0,70,2020
1465,2020-01-28,jakarta utara,"jakarta utara, pluit",22,0,70,2020
1466,2020-01-30,jakarta utara,"jakarta utara, pluit",1,0,70,2020
1467,2020-01-30,jakarta utara,"jakarta utara, pluit",11,0,70,2020
1468,2020-01-30,jakarta utara,"jakarta utara, pluit",22,0,70,2020
1469,2020-01-31,jakarta utara,"jakarta utara, pluit",1,0,70,2020
1470,2020-01-31,jakarta utara,"jakarta utara, pluit",11,0,70,2020
1471,2020-01-31,jakarta utara,"jakarta utara, pluit",22,0,70,2020
1472,2020-01-24,jakarta utara,"jakarta utara, ancol",2,0,30,2020
1473,2020-01-24,jakarta utara,"jakarta utara, ancol",5,0,30,2020
1474,2020-01-24,jakarta utara,"jakarta utara, ancol",8,0,30,2020
1475,2020-01-24,jakarta utara,"jakarta utara, ancol",10,0,30,2020
1476,2020-01-01,jakarta barat,"jakarta barat, cengkareng barat",1,2220,70,2020
1477,2020-01-01,jakarta barat,"jakarta barat, cengkareng barat",3,2220,70,2020
1478,2020-01-01,jakarta barat,"jakarta barat, cengkareng barat",5,2220,70,2020
1479,2020-01-01,jakarta barat,"jakarta barat, cengkareng barat",6,2220,70,2020
1480,2020-01-01,jakarta barat,"jakarta barat, cengkareng barat",7,2220,70,2020
1481,2020-01-01,jakarta barat,"jakarta barat, cengkareng barat",9,2220,70,2020
1482,2020-01-01,jakarta barat,"jakarta barat, cengkareng barat",10,2220,70,2020
1483,2020-01-01,jakarta barat,"jakarta barat, cengkareng barat",11,2220,70,2020
1484,2020-01-01,jakarta barat,"jakarta barat, cengkareng barat",14,2220,70,2020
1485,2020-01-24,jakarta barat,"jakarta barat, cengkareng barat",1,2220,70,2020
1486,2020-01-24,jakarta barat,"jakarta barat, cengkareng barat",3,2220,70,2020
1487,2020-01-24,jakarta barat,"jakarta barat, cengkareng barat",5,2220,70,2020
1488,2020-01-24,jakarta barat,"jakarta barat, cengkareng barat",6,2220,70,2020
1489,2020-01-24,jakarta barat,"jakarta barat, cengkareng barat",7,2220,70,2020
1490,2020-01-24,jakarta barat,"jakarta barat, cengkareng barat",9,2220,70,2020
1491,2020-01-24,jakarta barat,"jakarta barat, cengkareng barat",10,2220,70,2020
1492,2020-01-24,jakarta barat,"jakarta barat, cengkareng barat",11,2220,70,2020
1493,2020-01-24,jakarta barat,"jakarta barat, cengkareng barat",14,2220,70,2020
1494,2020-01-01,jakarta barat,"jakarta barat, cengkareng timur",2,362,70,2020
1495,2020-01-01,jakarta barat,"jakarta barat, cengkareng timur",3,362,70,2020
1496,2020-01-01,jakarta barat,"jakarta barat, cengkareng timur",4,362,70,2020
1497,2020-01-01,jakarta barat,"jakarta barat, cengkareng timur",5,362,70,2020
1498,2020-01-01,jakarta barat,"jakarta barat, cengkareng timur",6,362,70,2020
1499,2020-01-01,jakarta barat,"jakarta barat, cengkareng timur",12,362,70,2020
1500,2020-01-01,jakarta barat,"jakarta barat, cengkareng timur",13,362,70,2020
1501,2020-01-01,jakarta barat,"jakarta barat, cengkareng timur",14,362,70,2020
1502,2020-01-01,jakarta barat,"jakarta barat, cengkareng timur",16,362,70,2020
1503,2020-01-01,jakarta barat,"jakarta barat, duri kosambi",1,1230,150,2020
1504,2020-01-01,jakarta barat,"jakarta barat, duri kosambi",2,1230,150,2020
1505,2020-01-01,jakarta barat,"jakarta barat, duri kosambi",3,1230,150,2020
1506,2020-01-01,jakarta barat,"jakarta barat, duri kosambi",4,1230,150,2020
1507,2020-01-01,jakarta barat,"jakarta barat, duri kosambi",5,1230,150,2020
1508,2020-01-01,jakarta barat,"jakarta barat, duri kosambi",6,1230,150,2020
1509,2020-01-01,jakarta barat,"jakarta barat, duri kosambi",7,1230,150,2020
1510,2020-01-01,jakarta barat,"jakarta barat, duri kosambi",8,1230,150,2020
1511,2020-01-01,jakarta barat,"jakarta barat, duri kosambi",9,1230,150,2020
1512,2020-01-01,jakarta barat,"jakarta barat, duri kosambi",10,1230,150,2020
1513,2020-01-01,jakarta barat,"jakarta barat, duri kosambi",11,1230,150,2020
1514,2020-01-01,jakarta barat,"jakarta barat, duri kosambi",12,1230,150,2020
1515,2020-01-01,jakarta barat,"jakarta barat, duri kosambi",13,1230,150,2020
1516,2020-01-01,jakarta barat,"jakarta barat, duri kosambi",14,1230,150,2020
1517,2020-01-01,jakarta barat,"jakarta barat, duri kosambi",15,1230,150,2020
1518,2020-01-01,jakarta barat,"jakarta barat, kapuk",2,4461,70,2020
1519,2020-01-01,jakarta barat,"jakarta barat, kapuk",3,4461,70,2020
1520,2020-01-01,jakarta barat,"jakarta barat, kapuk",4,4461,70,2020
1521,2020-01-01,jakarta barat,"jakarta barat, kapuk",5,4461,70,2020
1522,2020-01-01,jakarta barat,"jakarta barat, kapuk",6,4461,70,2020
1523,2020-01-01,jakarta barat,"jakarta barat, kapuk",7,4461,70,2020
1524,2020-01-01,jakarta barat,"jakarta barat, kapuk",8,4461,70,2020
1525,2020-01-01,jakarta barat,"jakarta barat, kapuk",9,4461,70,2020
1526,2020-01-01,jakarta barat,"jakarta barat, kapuk",10,4461,70,2020
1527,2020-01-01,jakarta barat,"jakarta barat, kapuk",12,4461,70,2020
1528,2020-01-01,jakarta barat,"jakarta barat, kapuk",13,4461,70,2020
1529,2020-01-01,jakarta barat,"jakarta barat, kapuk",15,4461,70,2020
1530,2020-01-01,jakarta barat,"jakarta barat, kapuk",16,4461,70,2020
1531,2020-01-24,jakarta barat,"jakarta barat, kapuk",2,4461,70,2020
1532,2020-01-24,jakarta barat,"jakarta barat, kapuk",3,4461,70,2020
1533,2020-01-24,jakarta barat,"jakarta barat, kapuk",4,4461,70,2020
1534,2020-01-24,jakarta barat,"jakarta barat, kapuk",5,4461,70,2020
1535,2020-01-24,jakarta barat,"jakarta barat, kapuk",6,4461,70,2020
1536,2020-01-24,jakarta barat,"jakarta barat, kapuk",7,4461,70,2020
1537,2020-01-24,jakarta barat,"jakarta barat, kapuk",8,4461,70,2020
1538,2020-01-24,jakarta barat,"jakarta barat, kapuk",9,4461,70,2020
1539,2020-01-24,jakarta barat,"jakarta barat, kapuk",10,4461,70,2020
1540,2020-01-24,jakarta barat,"jakarta barat, kapuk",12,4461,70,2020
1541,2020-01-24,jakarta barat,"jakarta barat, kapuk",13,4461,70,2020
1542,2020-01-24,jakarta barat,"jakarta barat, kapuk",15,4461,70,2020
1543,2020-01-24,jakarta barat,"jakarta barat, kapuk",16,4461,70,2020
1544,2020-01-01,jakarta barat,"jakarta barat, kedaung kali angke",1,2804,70,2020
1545,2020-01-01,jakarta barat,"jakarta barat, kedaung kali angke",2,2804,70,2020
1546,2020-01-01,jakarta barat,"jakarta barat, kedaung kali angke",3,2804,70,2020
1547,2020-01-01,jakarta barat,"jakarta barat, kedaung kali angke",4,2804,70,2020
1548,2020-01-01,jakarta barat,"jakarta barat, kedaung kali angke",5,2804,70,2020
1549,2020-01-01,jakarta barat,"jakarta barat, kedaung kali angke",6,2804,70,2020
1550,2020-01-01,jakarta barat,"jakarta barat, kedaung kali angke",7,2804,70,2020
1551,2020-01-01,jakarta barat,"jakarta barat, kedaung kali angke",8,2804,70,2020
1552,2020-01-01,jakarta barat,"jakarta barat, rawa buaya",1,2133,70,2020
1553,2020-01-01,jakarta barat,"jakarta barat, rawa buaya",2,2133,70,2020
1554,2020-01-01,jakarta barat,"jakarta barat, rawa buaya",3,2133,70,2020
1555,2020-01-01,jakarta barat,"jakarta barat, rawa buaya",4,2133,70,2020
1556,2020-01-01,jakarta barat,"jakarta barat, rawa buaya",11,2133,70,2020
1557,2020-01-01,jakarta barat,"jakarta barat, rawa buaya",12,2133,70,2020
1558,2020-01-01,jakarta barat,"jakarta barat, jelambar baru",1,60,70,2020
1559,2020-01-01,jakarta barat,"jakarta barat, jelambar baru",2,60,70,2020
1560,2020-01-01,jakarta barat,"jakarta barat, jelambar baru",3,60,70,2020
1561,2020-01-01,jakarta barat,"jakarta barat, jelambar baru",4,60,70,2020
1562,2020-01-01,jakarta barat,"jakarta barat, jelambar baru",5,60,70,2020
1563,2020-01-01,jakarta barat,"jakarta barat, jelambar baru",6,60,70,2020
1564,2020-01-01,jakarta barat,"jakarta barat, jelambar baru",7,60,70,2020
1565,2020-01-01,jakarta barat,"jakarta barat, jelambar baru",8,60,70,2020
1566,2020-01-01,jakarta barat,"jakarta barat, jelambar baru",9,60,70,2020
1567,2020-01-01,jakarta barat,"jakarta barat, jelambar baru",10,60,70,2020
1568,2020-01-01,jakarta barat,"jakarta barat, jelambar baru",11,60,70,2020
1569,2020-01-01,jakarta barat,"jakarta barat, jelambar baru",12,60,70,2020
1570,2020-01-01,jakarta barat,"jakarta barat, jelambar baru",13,60,70,2020
1571,2020-01-01,jakarta barat,"jakarta barat, tanjung duren utara",1,85,150,2020
1572,2020-01-01,jakarta barat,"jakarta barat, tanjung duren utara",2,85,150,2020
1573,2020-01-01,jakarta barat,"jakarta barat, tanjung duren utara",4,85,150,2020
1574,2020-01-01,jakarta barat,"jakarta barat, tanjung duren utara",5,85,150,2020
1575,2020-01-01,jakarta barat,"jakarta barat, tanjung duren utara",7,85,150,2020
1576,2020-01-01,jakarta barat,"jakarta barat, tomang",14,24,70,2020
1577,2020-01-01,jakarta barat,"jakarta barat, wijaya kusuma",1,208,70,2020
1578,2020-01-01,jakarta barat,"jakarta barat, wijaya kusuma",2,208,70,2020
1579,2020-01-01,jakarta barat,"jakarta barat, wijaya kusuma",3,208,70,2020
1580,2020-01-01,jakarta barat,"jakarta barat, wijaya kusuma",4,208,70,2020
1581,2020-01-01,jakarta barat,"jakarta barat, wijaya kusuma",5,208,70,2020
1582,2020-01-01,jakarta barat,"jakarta barat, wijaya kusuma",7,208,70,2020
1583,2020-01-01,jakarta barat,"jakarta barat, wijaya kusuma",8,208,70,2020
1584,2020-01-01,jakarta barat,"jakarta barat, wijaya kusuma",9,208,70,2020
1585,2020-01-01,jakarta barat,"jakarta barat, kalideres",4,147,70,2020
1586,2020-01-01,jakarta barat,"jakarta barat, kalideres",5,147,70,2020
1587,2020-01-01,jakarta barat,"jakarta barat, kalideres",6,147,70,2020
1588,2020-01-01,jakarta barat,"jakarta barat, kalideres",7,147,70,2020
1589,2020-01-01,jakarta barat,"jakarta barat, kalideres",8,147,70,2020
1590,2020-01-01,jakarta barat,"jakarta barat, kalideres",9,147,70,2020
1591,2020-01-01,jakarta barat,"jakarta barat, kalideres",10,147,70,2020
1592,2020-01-01,jakarta barat,"jakarta barat, kalideres",11,147,70,2020
1593,2020-01-01,jakarta barat,"jakarta barat, kalideres",12,147,70,2020
1594,2020-01-01,jakarta barat,"jakarta barat, kalideres",13,147,70,2020
1595,2020-01-01,jakarta barat,"jakarta barat, kalideres",16,147,70,2020
1596,2020-01-01,jakarta barat,"jakarta barat, kalideres",17,147,70,2020
1597,2020-01-01,jakarta barat,"jakarta barat, kamal",1,0,70,2020
1598,2020-01-01,jakarta barat,"jakarta barat, kamal",2,0,70,2020
1599,2020-01-01,jakarta barat,"jakarta barat, kamal",3,0,70,2020
1600,2020-01-01,jakarta barat,"jakarta barat, kamal",4,0,70,2020
1601,2020-01-01,jakarta barat,"jakarta barat, kamal",7,0,70,2020
1602,2020-01-01,jakarta barat,"jakarta barat, kamal",8,0,70,2020
1603,2020-01-01,jakarta barat,"jakarta barat, kamal",9,0,70,2020
1604,2020-01-01,jakarta barat,"jakarta barat, pegadungan",1,0,70,2020
1605,2020-01-01,jakarta barat,"jakarta barat, pegadungan",3,0,70,2020
1606,2020-01-01,jakarta barat,"jakarta barat, pegadungan",4,0,70,2020
1607,2020-01-01,jakarta barat,"jakarta barat, pegadungan",6,0,70,2020
1608,2020-01-01,jakarta barat,"jakarta barat, pegadungan",11,0,70,2020
1609,2020-01-01,jakarta barat,"jakarta barat, semanan",1,2112,200,2020
1610,2020-01-01,jakarta barat,"jakarta barat, semanan",3,2112,200,2020
1611,2020-01-01,jakarta barat,"jakarta barat, semanan",4,2112,200,2020
1612,2020-01-01,jakarta barat,"jakarta barat, semanan",7,2112,200,2020
1613,2020-01-01,jakarta barat,"jakarta barat, semanan",10,2112,200,2020
1614,2020-01-01,jakarta barat,"jakarta barat, tegal alur",3,1208,150,2020
1615,2020-01-01,jakarta barat,"jakarta barat, tegal alur",4,1208,150,2020
1616,2020-01-01,jakarta barat,"jakarta barat, tegal alur",11,1208,150,2020
1617,2020-01-01,jakarta barat,"jakarta barat, tegal alur",12,1208,150,2020
1618,2020-01-01,jakarta barat,"jakarta barat, tegal alur",15,1208,150,2020
1619,2020-01-01,jakarta barat,"jakarta barat, duri kepa",' 02,130,70,2020
1620,2020-01-01,jakarta barat,"jakarta barat, duri kepa",3,130,70,2020
1621,2020-01-01,jakarta barat,"jakarta barat, duri kepa",4,130,70,2020
1622,2020-01-01,jakarta barat,"jakarta barat, duri kepa",5,130,70,2020
1623,2020-01-01,jakarta barat,"jakarta barat, duri kepa",9,130,70,2020
1624,2020-01-01,jakarta barat,"jakarta barat, duri kepa",13,130,70,2020
1625,2020-01-01,jakarta barat,"jakarta barat, duri kepa",14,130,70,2020
1626,2020-01-01,jakarta barat,"jakarta barat, kedoya selatan",1,36,150,2020
1627,2020-01-01,jakarta barat,"jakarta barat, kedoya selatan",4,36,150,2020
1628,2020-01-01,jakarta barat,"jakarta barat, kedoya selatan",5,36,150,2020
1629,2020-01-27,jakarta barat,"jakarta barat, kedoya selatan",1,36,150,2020
1630,2020-01-27,jakarta barat,"jakarta barat, kedoya selatan",4,36,150,2020
1631,2020-01-27,jakarta barat,"jakarta barat, kedoya selatan",5,36,150,2020
1632,2020-01-01,jakarta barat,"jakarta barat, kedoya utara",2,1238,100,2020
1633,2020-01-01,jakarta barat,"jakarta barat, kedoya utara",4,1238,100,2020
1634,2020-01-01,jakarta barat,"jakarta barat, kedoya utara",5,1238,100,2020
1635,2020-01-01,jakarta barat,"jakarta barat, sukabumi utara",1,0,140,2020
1636,2020-01-01,jakarta barat,"jakarta barat, sukabumi utara",3,0,140,2020
1637,2020-01-01,jakarta barat,"jakarta barat, sukabumi utara",4,0,140,2020
1638,2020-01-01,jakarta barat,"jakarta barat, sukabumi utara",7,0,140,2020
1639,2020-01-01,jakarta barat,"jakarta barat, sukabumi utara",8,0,140,2020
1640,2020-01-01,jakarta barat,"jakarta barat, sukabumi utara",10,0,140,2020
1641,2020-01-01,jakarta barat,"jakarta barat, sukabumi utara",11,0,140,2020
1642,2020-01-18,jakarta barat,"jakarta barat, sukabumi utara",1,0,140,2020
1643,2020-01-18,jakarta barat,"jakarta barat, sukabumi utara",3,0,140,2020
1644,2020-01-18,jakarta barat,"jakarta barat, sukabumi utara",4,0,140,2020
1645,2020-01-18,jakarta barat,"jakarta barat, sukabumi utara",7,0,140,2020
1646,2020-01-18,jakarta barat,"jakarta barat, sukabumi utara",8,0,140,2020
1647,2020-01-18,jakarta barat,"jakarta barat, sukabumi utara",10,0,140,2020
1648,2020-01-18,jakarta barat,"jakarta barat, sukabumi utara",11,0,140,2020
1649,2020-01-18,jakarta barat,"jakarta barat, sukabumi selatan",1,0,100,2020
1650,2020-01-18,jakarta barat,"jakarta barat, sukabumi selatan",2,0,100,2020
1651,2020-01-18,jakarta barat,"jakarta barat, sukabumi selatan",4,0,100,2020
1652,2020-01-18,jakarta barat,"jakarta barat, sukabumi selatan",8,0,100,2020
1653,2020-01-18,jakarta barat,"jakarta barat, kelapa dua ",4,0,60,2020
1654,2020-01-01,jakarta barat,"jakarta barat, joglo",2,0,150,2020
1655,2020-01-01,jakarta barat,"jakarta barat, joglo",6,0,150,2020
1656,2020-01-01,jakarta barat,"jakarta barat, kembangan selatan",1,710,120,2020
1657,2020-01-01,jakarta barat,"jakarta barat, kembangan selatan",2,710,120,2020
1658,2020-01-01,jakarta barat,"jakarta barat, kembangan selatan",3,710,120,2020
1659,2020-01-01,jakarta barat,"jakarta barat, kembangan selatan",4,710,120,2020
1660,2020-01-01,jakarta barat,"jakarta barat, kembangan selatan",5,710,120,2020
1661,2020-01-01,jakarta barat,"jakarta barat, kembangan selatan",6,710,120,2020
1662,2020-01-01,jakarta barat,"jakarta barat, kembangan selatan",8,710,120,2020
1663,2020-01-01,jakarta barat,"jakarta barat, kembangan selatan",9,710,120,2020
1664,2020-01-27,jakarta barat,"jakarta barat, kembangan selatan",1,710,120,2020
1665,2020-01-27,jakarta barat,"jakarta barat, kembangan selatan",2,710,120,2020
1666,2020-01-27,jakarta barat,"jakarta barat, kembangan selatan",3,710,120,2020
1667,2020-01-27,jakarta barat,"jakarta barat, kembangan selatan",4,710,120,2020
1668,2020-01-27,jakarta barat,"jakarta barat, kembangan selatan",5,710,120,2020
1669,2020-01-27,jakarta barat,"jakarta barat, kembangan selatan",6,710,120,2020
1670,2020-01-27,jakarta barat,"jakarta barat, kembangan selatan",8,710,120,2020
1671,2020-01-27,jakarta barat,"jakarta barat, kembangan selatan",9,710,120,2020
1672,2020-01-01,jakarta barat,"jakarta barat, kembangan utara",1,961,90,2020
1673,2020-01-01,jakarta barat,"jakarta barat, kembangan utara",2,961,90,2020
1674,2020-01-01,jakarta barat,"jakarta barat, kembangan utara",3,961,90,2020
1675,2020-01-01,jakarta barat,"jakarta barat, kembangan utara",4,961,90,2020
1676,2020-01-01,jakarta barat,"jakarta barat, kembangan utara",5,961,90,2020
1677,2020-01-01,jakarta barat,"jakarta barat, kembangan utara",6,961,90,2020
1678,2020-01-01,jakarta barat,"jakarta barat, kembangan utara",8,961,90,2020
1679,2020-01-01,jakarta barat,"jakarta barat, kembangan utara",10,961,90,2020
1680,2020-01-01,jakarta barat,"jakarta barat, kembangan utara",11,961,90,2020
1681,2020-01-18,jakarta barat,"jakarta barat, kembangan utara",1,961,90,2020
1682,2020-01-18,jakarta barat,"jakarta barat, kembangan utara",2,961,90,2020
1683,2020-01-18,jakarta barat,"jakarta barat, kembangan utara",3,961,90,2020
1684,2020-01-18,jakarta barat,"jakarta barat, kembangan utara",4,961,90,2020
1685,2020-01-18,jakarta barat,"jakarta barat, kembangan utara",5,961,90,2020
1686,2020-01-18,jakarta barat,"jakarta barat, kembangan utara",6,961,90,2020
1687,2020-01-18,jakarta barat,"jakarta barat, kembangan utara",8,961,90,2020
1688,2020-01-18,jakarta barat,"jakarta barat, kembangan utara",10,961,90,2020
1689,2020-01-18,jakarta barat,"jakarta barat, kembangan utara",11,961,90,2020
1690,2020-01-01,jakarta barat,"jakarta barat, meruya selatan",7,0,80,2020
1691,2020-01-01,jakarta barat,"jakarta barat, meruya utara",5,0,70,2020
1692,2020-01-01,jakarta barat,"jakarta barat, meruya utara",6,0,70,2020
1693,2020-01-01,jakarta barat,"jakarta barat, srengseng",5,15,150,2020
1694,2020-01-01,jakarta barat,"jakarta barat, srengseng",7,15,150,2020
1695,2020-01-01,jakarta barat,"jakarta barat, jati pulo",1,0,30,2020
1696,2020-01-01,jakarta barat,"jakarta barat, jati pulo",2,0,30,2020
1697,2020-01-01,jakarta barat,"jakarta barat, jati pulo",3,0,30,2020
1698,2020-01-01,jakarta barat,"jakarta barat, jati pulo",5,0,30,2020
1699,2020-01-01,jakarta barat,"jakarta barat, jati pulo",9,0,30,2020
1700,2020-01-18,jakarta barat,"jakarta barat, jati pulo",1,0,30,2020
1701,2020-01-18,jakarta barat,"jakarta barat, jati pulo",2,0,30,2020
1702,2020-01-18,jakarta barat,"jakarta barat, jati pulo",3,0,30,2020
1703,2020-01-18,jakarta barat,"jakarta barat, jati pulo",5,0,30,2020
1704,2020-01-18,jakarta barat,"jakarta barat, jati pulo",9,0,30,2020
1705,2020-01-01,jakarta barat,"jakarta barat, kemanggisan",2,0,150,2020
1706,2020-01-01,jakarta barat,"jakarta barat, kemanggisan",3,0,150,2020
1707,2020-01-01,jakarta barat,"jakarta barat, kemanggisan",4,0,150,2020
1708,2020-01-01,jakarta barat,"jakarta barat, kemanggisan",5,0,150,2020
1709,2020-01-01,jakarta barat,"jakarta barat, kemanggisan",6,0,150,2020
1710,2020-01-01,jakarta barat,"jakarta barat, kemanggisan",8,0,150,2020
1711,2020-01-18,jakarta barat,"jakarta barat, kemanggisan",2,0,150,2020
1712,2020-01-18,jakarta barat,"jakarta barat, kemanggisan",3,0,150,2020
1713,2020-01-18,jakarta barat,"jakarta barat, kemanggisan",4,0,150,2020
1714,2020-01-18,jakarta barat,"jakarta barat, kemanggisan",5,0,150,2020
1715,2020-01-18,jakarta barat,"jakarta barat, kemanggisan",6,0,150,2020
1716,2020-01-18,jakarta barat,"jakarta barat, kemanggisan",8,0,150,2020
1717,2020-01-01,jakarta barat,"jakarta barat, kota bambu selatan",1,0,150,2020
1718,2020-01-01,jakarta barat,"jakarta barat, kota bambu utara",2,0,70,2020
1719,2020-01-01,jakarta barat,"jakarta barat, kota bambu utara",3,0,70,2020
1720,2020-01-01,jakarta barat,"jakarta barat, kota bambu utara",4,0,70,2020
1721,2020-01-01,jakarta barat,"jakarta barat, kota bambu utara",8,0,70,2020
1722,2020-01-01,jakarta barat,"jakarta barat, kota bambu utara",9,0,70,2020
1723,2020-01-18,jakarta barat,"jakarta barat, kota bambu utara",2,0,70,2020
1724,2020-01-18,jakarta barat,"jakarta barat, kota bambu utara",3,0,70,2020
1725,2020-01-18,jakarta barat,"jakarta barat, kota bambu utara",4,0,70,2020
1726,2020-01-18,jakarta barat,"jakarta barat, kota bambu utara",8,0,70,2020
