,tanggal_kejadian,kota_administrasi,lokasi,rw,jumlah_terdampak_jiwa,ketinggian_air,tahun
4631,2020-05-19,jakarta selatan,"jakarta selatan, pejaten timur",7,456,150,2020
4632,2020-05-19,jakarta selatan,"jakarta selatan, pejaten timur",8,456,150,2020
4633,2020-05-19,jakarta selatan,"jakarta selatan, pejaten timur",9,456,150,2020
4634,2020-05-21,jakarta selatan,"jakarta selatan, pejaten timur",3,456,150,2020
4635,2020-05-21,jakarta selatan,"jakarta selatan, pejaten timur",5,456,150,2020
4636,2020-05-21,jakarta selatan,"jakarta selatan, pejaten timur",6,456,150,2020
4637,2020-05-21,jakarta selatan,"jakarta selatan, pejaten timur",7,456,150,2020
4638,2020-05-21,jakarta selatan,"jakarta selatan, pejaten timur",8,456,150,2020
4639,2020-05-21,jakarta selatan,"jakarta selatan, pejaten timur",9,456,150,2020
4640,2020-05-18,jakarta selatan,"jakarta selatan, kebon baru",10,0,65,2020
4641,2020-05-19,jakarta selatan,"jakarta selatan, kebon baru",10,0,65,2020
4642,2020-05-21,jakarta selatan,"jakarta selatan, kebon baru",10,0,65,2020
4643,2020-05-19,jakarta selatan,"jakarta selatan, manggarai",1,0,50,2020
4644,2020-05-29,jakarta timur,"jakarta timur, cilangkap",2,0,50,2020
4645,2020-05-29,jakarta timur,"jakarta timur, cilangkap",6,0,50,2020
4646,2020-05-06,jakarta timur,"jakarta timur, cibubur",3,0,50,2020
4647,2020-05-06,jakarta timur,"jakarta timur, cibubur",10,0,50,2020
4648,2020-05-06,jakarta timur,"jakarta timur, ciracas",4,0,50,2020
4649,2020-05-06,jakarta timur,"jakarta timur, ciracas",5,0,50,2020
4650,2020-05-10,jakarta timur,"jakarta timur, rambutan",2,0,50,2020
4651,2020-05-10,jakarta timur,"jakarta timur, rambutan",3,0,50,2020
4652,2020-05-18,jakarta timur,"jakarta timur, rambutan",2,0,50,2020
4653,2020-05-18,jakarta timur,"jakarta timur, rambutan",3,0,50,2020
4654,2020-05-19,jakarta timur,"jakarta timur, bidara cina",7,1370,180,2020
4655,2020-05-19,jakarta timur,"jakarta timur, bidara cina",11,1370,180,2020
4656,2020-05-21,jakarta timur,"jakarta timur, bidara cina",7,1370,180,2020
4657,2020-05-21,jakarta timur,"jakarta timur, bidara cina",11,1370,180,2020
4658,2020-05-18,jakarta timur,"jakarta timur, kampung melayu",4,1214,180,2020
4659,2020-05-18,jakarta timur,"jakarta timur, kampung melayu",5,1214,180,2020
4660,2020-05-18,jakarta timur,"jakarta timur, kampung melayu",6,1214,180,2020
4661,2020-05-18,jakarta timur,"jakarta timur, kampung melayu",7,1214,180,2020
4662,2020-05-18,jakarta timur,"jakarta timur, kampung melayu",8,1214,180,2020
4663,2020-05-19,jakarta timur,"jakarta timur, kampung melayu",4,1214,180,2020
4664,2020-05-19,jakarta timur,"jakarta timur, kampung melayu",5,1214,180,2020
4665,2020-05-19,jakarta timur,"jakarta timur, kampung melayu",6,1214,180,2020
4666,2020-05-19,jakarta timur,"jakarta timur, kampung melayu",7,1214,180,2020
4667,2020-05-19,jakarta timur,"jakarta timur, kampung melayu",8,1214,180,2020
4668,2020-05-21,jakarta timur,"jakarta timur, kampung melayu",4,1214,180,2020
4669,2020-05-21,jakarta timur,"jakarta timur, kampung melayu",5,1214,180,2020
4670,2020-05-21,jakarta timur,"jakarta timur, kampung melayu",6,1214,180,2020
4671,2020-05-21,jakarta timur,"jakarta timur, kampung melayu",7,1214,180,2020
4672,2020-05-21,jakarta timur,"jakarta timur, kampung melayu",8,1214,180,2020
4673,2020-05-18,jakarta timur,"jakarta timur, balekambang",5,0,100,2020
4674,2020-05-19,jakarta timur,"jakarta timur, balekambang",5,0,100,2020
4675,2020-05-10,jakarta timur,"jakarta timur, batu ampar",2,0,10,2020
4676,2020-05-19,jakarta timur,"jakarta timur, cawang",1,0,200,2020
4677,2020-05-19,jakarta timur,"jakarta timur, cawang",2,0,200,2020
4678,2020-05-19,jakarta timur,"jakarta timur, cawang",3,0,200,2020
4679,2020-05-19,jakarta timur,"jakarta timur, cawang",5,0,200,2020
4680,2020-05-19,jakarta timur,"jakarta timur, cawang",8,0,200,2020
4681,2020-05-19,jakarta timur,"jakarta timur, cawang",12,0,200,2020
4682,2020-05-21,jakarta timur,"jakarta timur, cawang",1,0,200,2020
4683,2020-05-21,jakarta timur,"jakarta timur, cawang",2,0,200,2020
4684,2020-05-21,jakarta timur,"jakarta timur, cawang",3,0,200,2020
4685,2020-05-21,jakarta timur,"jakarta timur, cawang",5,0,200,2020
4686,2020-05-21,jakarta timur,"jakarta timur, cawang",8,0,200,2020
4687,2020-05-21,jakarta timur,"jakarta timur, cawang",12,0,200,2020
4688,2020-05-19,jakarta timur,"jakarta timur, cililitan",6,0,200,2020
4689,2020-05-19,jakarta timur,"jakarta timur, cililitan",7,0,200,2020
4690,2020-05-19,jakarta timur,"jakarta timur, cililitan",16,0,200,2020
4691,2020-05-21,jakarta timur,"jakarta timur, cililitan",6,0,200,2020
4692,2020-05-21,jakarta timur,"jakarta timur, cililitan",7,0,200,2020
4693,2020-05-21,jakarta timur,"jakarta timur, cililitan",16,0,200,2020
4694,2020-05-10,jakarta timur,"jakarta timur, tengah",9,0,20,2020
4695,2020-05-19,jakarta timur,"jakarta timur, kebon manggis",4,0,20,2020
4696,2020-05-06,jakarta timur,"jakarta timur, pekayon",2,0,100,2020
4697,2020-05-06,jakarta timur,"jakarta timur, pekayon",7,0,100,2020
4698,2020-06-03,jakarta utara,"jakarta utara, pluit",1,120,120,2020
4699,2020-06-03,jakarta utara,"jakarta utara, pluit",2,120,120,2020
4700,2020-06-03,jakarta utara,"jakarta utara, pluit",11,120,120,2020
4701,2020-06-03,jakarta utara,"jakarta utara, pluit",16,120,120,2020
4702,2020-06-03,jakarta utara,"jakarta utara, pluit",21,120,120,2020
4703,2020-06-03,jakarta utara,"jakarta utara, pluit",22,120,120,2020
4704,2020-06-04,jakarta utara,"jakarta utara, pluit",1,120,120,2020
4705,2020-06-04,jakarta utara,"jakarta utara, pluit",2,120,120,2020
4706,2020-06-04,jakarta utara,"jakarta utara, pluit",11,120,120,2020
4707,2020-06-04,jakarta utara,"jakarta utara, pluit",16,120,120,2020
4708,2020-06-04,jakarta utara,"jakarta utara, pluit",21,120,120,2020
4709,2020-06-04,jakarta utara,"jakarta utara, pluit",22,120,120,2020
4710,2020-06-05,jakarta utara,"jakarta utara, pluit",1,120,120,2020
4711,2020-06-05,jakarta utara,"jakarta utara, pluit",2,120,120,2020
4712,2020-06-05,jakarta utara,"jakarta utara, pluit",11,120,120,2020
4713,2020-06-05,jakarta utara,"jakarta utara, pluit",16,120,120,2020
4714,2020-06-05,jakarta utara,"jakarta utara, pluit",21,120,120,2020
4715,2020-06-05,jakarta utara,"jakarta utara, pluit",22,120,120,2020
4716,2020-06-06,jakarta utara,"jakarta utara, pluit",1,120,120,2020
4717,2020-06-06,jakarta utara,"jakarta utara, pluit",2,120,120,2020
4718,2020-06-06,jakarta utara,"jakarta utara, pluit",11,120,120,2020
4719,2020-06-06,jakarta utara,"jakarta utara, pluit",16,120,120,2020
4720,2020-06-06,jakarta utara,"jakarta utara, pluit",21,120,120,2020
4721,2020-06-06,jakarta utara,"jakarta utara, pluit",22,120,120,2020
4722,2020-06-07,jakarta utara,"jakarta utara, pluit",1,120,120,2020
4723,2020-06-07,jakarta utara,"jakarta utara, pluit",2,120,120,2020
4724,2020-06-07,jakarta utara,"jakarta utara, pluit",11,120,120,2020
4725,2020-06-07,jakarta utara,"jakarta utara, pluit",16,120,120,2020
4726,2020-06-07,jakarta utara,"jakarta utara, pluit",21,120,120,2020
4727,2020-06-07,jakarta utara,"jakarta utara, pluit",22,120,120,2020
4728,2020-06-09,jakarta utara,"jakarta utara, pluit",1,120,120,2020
4729,2020-06-09,jakarta utara,"jakarta utara, pluit",2,120,120,2020
4730,2020-06-09,jakarta utara,"jakarta utara, pluit",11,120,120,2020
4731,2020-06-09,jakarta utara,"jakarta utara, pluit",16,120,120,2020
4732,2020-06-09,jakarta utara,"jakarta utara, pluit",21,120,120,2020
4733,2020-06-09,jakarta utara,"jakarta utara, pluit",22,120,120,2020
4734,2020-06-16,jakarta utara,"jakarta utara, pluit",1,120,120,2020
4735,2020-06-16,jakarta utara,"jakarta utara, pluit",2,120,120,2020
4736,2020-06-16,jakarta utara,"jakarta utara, pluit",11,120,120,2020
4737,2020-06-16,jakarta utara,"jakarta utara, pluit",16,120,120,2020
4738,2020-06-16,jakarta utara,"jakarta utara, pluit",21,120,120,2020
4739,2020-06-16,jakarta utara,"jakarta utara, pluit",22,120,120,2020
4740,2020-06-04,jakarta utara,"jakarta utara, penjaringan",17,0,60,2020
4741,2020-06-06,jakarta utara,"jakarta utara, penjaringan",17,0,60,2020
4742,2020-06-04,jakarta utara,"jakarta utara, pejagalan",7,0,60,2020
4743,2020-06-04,jakarta utara,"jakarta utara, pejagalan",15,0,60,2020
4744,2020-06-04,jakarta utara,"jakarta utara, pejagalan",16,0,60,2020
4745,2020-06-05,jakarta utara,"jakarta utara, pejagalan",7,0,60,2020
4746,2020-06-05,jakarta utara,"jakarta utara, pejagalan",15,0,60,2020
4747,2020-06-05,jakarta utara,"jakarta utara, pejagalan",16,0,60,2020
4748,2020-06-07,jakarta utara,"jakarta utara, pejagalan",7,0,60,2020
4749,2020-06-07,jakarta utara,"jakarta utara, pejagalan",15,0,60,2020
4750,2020-06-07,jakarta utara,"jakarta utara, pejagalan",16,0,60,2020
4751,2020-06-04,jakarta utara,"jakarta utara, kapuk muara",1,0,10,2020
4752,2020-06-07,jakarta utara,"jakarta utara, kapuk muara",1,0,10,2020
4753,2020-06-03,jakarta utara,"jakarta utara, marunda",1,0,40,2020
4754,2020-06-03,jakarta utara,"jakarta utara, marunda",2,0,40,2020
4755,2020-06-03,jakarta utara,"jakarta utara, marunda",7,0,40,2020
4756,2020-06-04,jakarta utara,"jakarta utara, marunda",1,0,40,2020
4757,2020-06-04,jakarta utara,"jakarta utara, marunda",2,0,40,2020
4758,2020-06-04,jakarta utara,"jakarta utara, marunda",7,0,40,2020
4759,2020-06-05,jakarta utara,"jakarta utara, marunda",1,0,40,2020
4760,2020-06-05,jakarta utara,"jakarta utara, marunda",2,0,40,2020
4761,2020-06-05,jakarta utara,"jakarta utara, marunda",7,0,40,2020
4762,2020-06-04,jakarta utara,"jakarta utara, ancol",8,200,50,2020
4763,2020-06-05,jakarta utara,"jakarta utara, ancol",8,200,50,2020
4764,2020-06-03,jakarta barat,"jakarta barat, kapuk",5,0,30,2020
4765,2020-06-03,jakarta barat,"jakarta barat, kapuk",7,0,30,2020
4766,2020-06-03,jakarta barat,"jakarta barat, kapuk",8,0,30,2020
4767,2020-06-03,jakarta barat,"jakarta barat, kapuk",10,0,30,2020
4768,2020-06-03,jakarta barat,"jakarta barat, kapuk",12,0,30,2020
4769,2020-06-03,jakarta barat,"jakarta barat, kapuk",16,0,30,2020
4770,2020-06-04,jakarta barat,"jakarta barat, kapuk",5,0,30,2020
4771,2020-06-04,jakarta barat,"jakarta barat, kapuk",7,0,30,2020
4772,2020-06-04,jakarta barat,"jakarta barat, kapuk",8,0,30,2020
4773,2020-06-04,jakarta barat,"jakarta barat, kapuk",10,0,30,2020
4774,2020-06-04,jakarta barat,"jakarta barat, kapuk",12,0,30,2020
4775,2020-06-04,jakarta barat,"jakarta barat, kapuk",16,0,30,2020
4776,2020-06-05,jakarta barat,"jakarta barat, kapuk",5,0,30,2020
4777,2020-06-05,jakarta barat,"jakarta barat, kapuk",7,0,30,2020
4778,2020-06-05,jakarta barat,"jakarta barat, kapuk",8,0,30,2020
4779,2020-06-05,jakarta barat,"jakarta barat, kapuk",10,0,30,2020
4780,2020-06-05,jakarta barat,"jakarta barat, kapuk",12,0,30,2020
4781,2020-06-05,jakarta barat,"jakarta barat, kapuk",16,0,30,2020
4782,2020-06-03,jakarta barat,"jakarta barat, tegal alur",1,0,50,2020
4783,2020-06-03,jakarta barat,"jakarta barat, tegal alur",9,0,50,2020
4784,2020-06-05,jakarta barat,"jakarta barat, tegal alur",1,0,50,2020
4785,2020-06-05,jakarta barat,"jakarta barat, tegal alur",9,0,50,2020
4786,2020-06-04,jakarta barat,"jakarta barat, jelambar baru",6,0,10,2020
4787,2020-06-04,jakarta barat,"jakarta barat, kedoya utara",2,0,40,2020
4848,2020-07-02,jakarta barat,"jakarta barat, pinangsia",7,0,20,2020
4849,2020-07-14,jakarta barat,"jakarta barat, srengseng",1,0,50,2020
4850,2020-07-14,jakarta barat,"jakarta barat, srengseng",5,0,50,2020
4851,2020-07-14,jakarta barat,"jakarta barat, srengseng",8,0,50,2020
4852,2020-08-13,jakarta utara,"jakarta utara, cilincing",9,0,10,2020
4853,2020-08-25,jakarta utara,"jakarta utara, marunda",7,0,30,2020
4854,2020-08-13,jakarta barat,"jakarta barat, tegal alur",12,0,15,2020
4855,2020-08-13,jakarta barat,"jakarta barat, kapuk",2,0,20,2020
4856,2020-08-13,jakarta barat,"jakarta barat, kapuk",3,0,20,2020
4857,2020-08-13,jakarta barat,"jakarta barat, kapuk",5,0,20,2020
4858,2020-08-13,jakarta barat,"jakarta barat, kapuk",10,0,20,2020
4859,2020-08-13,jakarta barat,"jakarta barat, kapuk",12,0,20,2020
4860,2020-08-13,jakarta barat,"jakarta barat, kapuk",15,0,20,2020
4861,2020-08-13,jakarta barat,"jakarta barat, kapuk",16,0,20,2020
4862,2020-08-18,jakarta barat,"jakarta barat, kota bambu utara",6,0,30,2020
4863,2020-08-18,jakarta barat,"jakarta barat, kota bambu utara",7,0,30,2020
4864,2020-08-13,jakarta selatan,"jakarta selatan, kebon baru",6,0,30,2020
4865,2020-08-13,jakarta selatan,"jakarta selatan, bukit duri",4,0,30,2020
4866,2020-08-13,jakarta selatan,"jakarta selatan, bintaro",1,0,20,2020
4867,2020-08-13,jakarta selatan,"jakarta selatan, bangka",3,0,80,2020
4868,2020-08-13,jakarta selatan,"jakarta selatan, bangka",4,0,80,2020
4869,2020-08-13,jakarta selatan,"jakarta selatan, cilandak timur",3,0,60,2020
4870,2020-08-13,jakarta pusat,"jakarta pusat, paseban",7,0,20,2020
4871,2020-08-18,jakarta pusat,"jakarta pusat, petamburan",3,0,15,2020
4872,2020-09-21,jakarta pusat,"jakarta pusat, petamburan",8,0,20,2020
4873,2020-09-22,jakarta pusat,"jakarta pusat, petamburan",8,0,20,2020
4874,2020-09-22,jakarta utara,"jakarta utara, pluit",1,0,50,2020
4875,2020-09-22,jakarta utara,"jakarta utara, pluit",2,0,50,2020
4876,2020-09-15,jakarta barat,"jakarta barat, kalideres",7,0,10,2020
4877,2020-09-15,jakarta barat,"jakarta barat, kapuk",2,0,25,2020
4878,2020-09-15,jakarta barat,"jakarta barat, kapuk",3,0,25,2020
4879,2020-09-15,jakarta barat,"jakarta barat, kapuk",5,0,25,2020
4880,2020-09-15,jakarta barat,"jakarta barat, kapuk",6,0,25,2020
4881,2020-09-15,jakarta barat,"jakarta barat, kapuk",10,0,25,2020
4882,2020-09-15,jakarta barat,"jakarta barat, kapuk",12,0,25,2020
4883,2020-09-15,jakarta barat,"jakarta barat, kapuk",15,0,25,2020
4884,2020-09-15,jakarta barat,"jakarta barat, kapuk",16,0,25,2020
4885,2020-09-22,jakarta barat,"jakarta barat, kapuk",2,0,25,2020
4886,2020-09-22,jakarta barat,"jakarta barat, kapuk",3,0,25,2020
4887,2020-09-22,jakarta barat,"jakarta barat, kapuk",5,0,25,2020
4888,2020-09-22,jakarta barat,"jakarta barat, kapuk",6,0,25,2020
4889,2020-09-22,jakarta barat,"jakarta barat, kapuk",10,0,25,2020
4890,2020-09-22,jakarta barat,"jakarta barat, kapuk",12,0,25,2020
4891,2020-09-22,jakarta barat,"jakarta barat, kapuk",15,0,25,2020
4892,2020-09-22,jakarta barat,"jakarta barat, kapuk",16,0,25,2020
4893,2020-09-23,jakarta barat,"jakarta barat, kapuk",2,0,25,2020
4894,2020-09-23,jakarta barat,"jakarta barat, kapuk",3,0,25,2020
4895,2020-09-23,jakarta barat,"jakarta barat, kapuk",5,0,25,2020
4896,2020-09-23,jakarta barat,"jakarta barat, kapuk",6,0,25,2020
4897,2020-09-23,jakarta barat,"jakarta barat, kapuk",10,0,25,2020
4898,2020-09-23,jakarta barat,"jakarta barat, kapuk",12,0,25,2020
4899,2020-09-23,jakarta barat,"jakarta barat, kapuk",15,0,25,2020
4900,2020-09-23,jakarta barat,"jakarta barat, kapuk",16,0,25,2020
4901,2020-09-21,jakarta barat,"jakarta barat, rawa buaya",1,0,30,2020
4902,2020-09-21,jakarta barat,"jakarta barat, rawa buaya",2,0,30,2020
4903,2020-09-21,jakarta barat,"jakarta barat, rawa buaya",4,0,30,2020
4904,2020-09-22,jakarta barat,"jakarta barat, rawa buaya",1,0,30,2020
4905,2020-09-22,jakarta barat,"jakarta barat, rawa buaya",2,0,30,2020
4906,2020-09-22,jakarta barat,"jakarta barat, rawa buaya",4,0,30,2020
4907,2020-09-23,jakarta barat,"jakarta barat, rawa buaya",1,0,30,2020
4908,2020-09-23,jakarta barat,"jakarta barat, rawa buaya",2,0,30,2020
4909,2020-09-23,jakarta barat,"jakarta barat, rawa buaya",4,0,30,2020
4910,2020-09-22,jakarta barat,"jakarta barat, cengkareng barat",6,0,30,2020
4911,2020-09-22,jakarta barat,"jakarta barat, cengkareng barat",7,0,30,2020
4912,2020-09-22,jakarta barat,"jakarta barat, cengkareng barat",9,0,30,2020
4913,2020-09-22,jakarta barat,"jakarta barat, cengkareng barat",10,0,30,2020
4914,2020-09-22,jakarta barat,"jakarta barat, cengkareng barat",14,0,30,2020
4915,2020-09-16,jakarta barat,"jakarta barat, kedoya selatan",5,0,35,2020
4916,2020-09-21,jakarta barat,"jakarta barat, sukabumi utara",1,0,80,2020
4917,2020-09-21,jakarta barat,"jakarta barat, sukabumi utara",2,0,80,2020
4918,2020-09-21,jakarta barat,"jakarta barat, sukabumi utara",3,0,80,2020
4919,2020-09-21,jakarta barat,"jakarta barat, sukabumi utara",5,0,80,2020
4920,2020-09-21,jakarta barat,"jakarta barat, sukabumi utara",7,0,80,2020
4921,2020-09-21,jakarta barat,"jakarta barat, sukabumi utara",8,0,80,2020
4922,2020-09-21,jakarta barat,"jakarta barat, sukabumi utara",11,0,80,2020
4923,2020-09-22,jakarta barat,"jakarta barat, sukabumi utara",1,0,80,2020
4924,2020-09-22,jakarta barat,"jakarta barat, sukabumi utara",2,0,80,2020
4925,2020-09-22,jakarta barat,"jakarta barat, sukabumi utara",3,0,80,2020
4926,2020-09-22,jakarta barat,"jakarta barat, sukabumi utara",5,0,80,2020
4927,2020-09-22,jakarta barat,"jakarta barat, sukabumi utara",7,0,80,2020
4928,2020-09-22,jakarta barat,"jakarta barat, sukabumi utara",8,0,80,2020
4929,2020-09-22,jakarta barat,"jakarta barat, sukabumi utara",11,0,80,2020
4930,2020-09-21,jakarta barat,"jakarta barat, duri kepa",4,0,20,2020
4931,2020-09-21,jakarta barat,"jakarta barat, duri kepa",5,0,20,2020
4932,2020-09-21,jakarta barat,"jakarta barat, duri kepa",9,0,20,2020
4933,2020-09-21,jakarta barat,"jakarta barat, duri kepa",14,0,20,2020
4934,2020-09-22,jakarta barat,"jakarta barat, duri kepa",4,0,20,2020
4935,2020-09-22,jakarta barat,"jakarta barat, duri kepa",5,0,20,2020
4936,2020-09-22,jakarta barat,"jakarta barat, duri kepa",9,0,20,2020
4937,2020-09-22,jakarta barat,"jakarta barat, duri kepa",14,0,20,2020
4938,2020-09-22,jakarta barat,"jakarta barat, sukabumi selatan",1,0,130,2020
4939,2020-09-22,jakarta barat,"jakarta barat, sukabumi selatan",2,0,130,2020
4940,2020-09-21,jakarta barat,"jakarta barat, palmerah",3,0,30,2020
4941,2020-09-22,jakarta barat,"jakarta barat, palmerah",3,0,30,2020
4942,2020-09-21,jakarta barat,"jakarta barat, kembangan utara",4,15,60,2020
4943,2020-09-22,jakarta barat,"jakarta barat, kembangan utara",4,15,60,2020
4944,2020-09-21,jakarta barat,"jakarta barat, kembangan selatan",1,0,45,2020
4945,2020-09-22,jakarta barat,"jakarta barat, kembangan selatan",1,0,45,2020
4946,2020-09-21,jakarta barat,"jakarta barat, tanjung duren utara",4,0,20,2020
4947,2020-09-22,jakarta barat,"jakarta barat, tanjung duren utara",4,0,20,2020
4948,2020-09-22,jakarta barat,"jakarta barat, jelambar",4,0,25,2020
4949,2020-09-22,jakarta barat,"jakarta barat, krendang",2,0,30,2020
4950,2020-09-15,jakarta selatan,"jakarta selatan, cilandak timur",3,0,100,2020
4951,2020-09-22,jakarta selatan,"jakarta selatan, pejaten timur",5,0,30,2020
4952,2020-09-22,jakarta selatan,"jakarta selatan, pejaten timur",7,0,30,2020
4953,2020-09-22,jakarta selatan,"jakarta selatan, pejaten timur",8,0,30,2020
4954,2020-09-15,jakarta selatan,"jakarta selatan, pondok labu",1,0,20,2020
4955,2020-09-16,jakarta selatan,"jakarta selatan, pondok labu",1,0,20,2020
4956,2020-09-15,jakarta selatan,"jakarta selatan, petogogan",3,0,50,2020
4957,2020-09-22,jakarta selatan,"jakarta selatan, pengadegan",1,23,40,2020
4958,2020-09-22,jakarta selatan,"jakarta selatan, rawajati",3,66,40,2020
4959,2020-09-22,jakarta selatan,"jakarta selatan, rawajati",7,66,40,2020
4960,2020-09-22,jakarta selatan,"jakarta selatan, kebon baru",10,0,30,2020
4961,2020-09-22,jakarta timur,"jakarta timur, cawang",1,110,100,2020
4962,2020-09-22,jakarta timur,"jakarta timur, cawang",2,110,100,2020
4963,2020-09-22,jakarta timur,"jakarta timur, cawang",3,110,100,2020
4964,2020-09-22,jakarta timur,"jakarta timur, cawang",5,110,100,2020
4965,2020-09-22,jakarta timur,"jakarta timur, cawang",8,110,100,2020
4966,2020-09-22,jakarta timur,"jakarta timur, cililitan",6,158,50,2020
4967,2020-09-22,jakarta timur,"jakarta timur, cililitan",7,158,50,2020
4968,2020-09-22,jakarta timur,"jakarta timur, balekambang",2,0,30,2020
4969,2020-09-22,jakarta timur,"jakarta timur, balekambang",5,0,30,2020
4970,2020-09-22,jakarta timur,"jakarta timur, bidara cina",7,121,70,2020
4971,2020-09-22,jakarta timur,"jakarta timur, bidara cina",11,121,70,2020
4972,2020-09-28,jakarta timur,"jakarta timur, bidara cina",7,121,70,2020
4973,2020-09-28,jakarta timur,"jakarta timur, bidara cina",11,121,70,2020
4974,2020-09-22,jakarta timur,"jakarta timur, kampung melayu",4,807,75,2020
4975,2020-09-22,jakarta timur,"jakarta timur, kampung melayu",5,807,75,2020
4976,2020-09-22,jakarta timur,"jakarta timur, kampung melayu",7,807,75,2020
4977,2020-09-22,jakarta timur,"jakarta timur, kampung melayu",8,807,75,2020
4978,2020-10-16,jakarta pusat,"jakarta pusat, cempaka putih barat",8,0,15,2020
4979,2020-10-16,jakarta pusat,"jakarta pusat, johar baru",6,0,20,2020
4980,2020-10-16,jakarta utara,"jakarta utara, kebon bawang",13,0,30,2020
4981,2020-10-16,jakarta utara,"jakarta utara, kebon bawang",0,0,30,2020
4982,2020-10-20,jakarta utara,"jakarta utara, rorotan",10,0,15,2020
4983,2020-10-26,jakarta utara,"jakarta utara, rawa badak selatan",4,0,60,2020
4984,2020-10-26,jakarta utara,"jakarta utara, rawa badak selatan",8,0,80,2020
4985,2020-10-26,jakarta utara,"jakarta utara, rawa badak selatan",9,0,80,2020
4986,2020-10-26,jakarta utara,"jakarta utara, rawa badak selatan",10,0,80,2020
4987,2020-10-26,jakarta utara,"jakarta utara, rawa badak selatan",11,0,80,2020
4988,2020-10-16,jakarta barat,"jakarta barat, kedoya selatan",3,0,20,2020
4989,2020-10-16,jakarta barat,"jakarta barat, kedoya selatan",0,0,20,2020
4990,2020-10-11,jakarta barat,"jakarta barat, kedoya selatan",0,0,15,2020
4991,2020-10-16,jakarta barat,"jakarta barat, kedoya selatan",4,0,25,2020
4992,2020-10-05,jakarta barat,"jakarta barat, kedoya selatan",5,0,30,2020
4993,2020-10-09,jakarta barat,"jakarta barat, kedoya selatan",5,0,30,2020
4994,2020-10-11,jakarta barat,"jakarta barat, kedoya selatan",5,0,30,2020
4995,2020-10-05,jakarta barat,"jakarta barat, kedoya selatan",0,0,70,2020
4996,2020-10-11,jakarta barat,"jakarta barat, kedoya selatan",0,0,70,2020
4997,2020-10-11,jakarta barat,"jakarta barat, kedoya selatan",0,0,60,2020
4998,2020-10-05,jakarta barat,"jakarta barat, kedoya selatan",0,0,100,2020
4999,2020-10-09,jakarta barat,"jakarta barat, kedoya selatan",0,0,100,2020
5000,2020-10-11,jakarta barat,"jakarta barat, kedoya selatan",0,0,100,2020
5001,2020-10-25,jakarta barat,"jakarta barat, kedoya selatan",0,0,100,2020
5002,2020-10-05,jakarta barat,"jakarta barat, kedoya selatan",0,0,60,2020
5003,2020-10-09,jakarta barat,"jakarta barat, kedoya selatan",0,0,60,2020
5005,2020-10-16,jakarta barat,"jakarta barat, kedoya selatan",0,0,60,2020
5006,2020-10-25,jakarta barat,"jakarta barat, kedoya selatan",0,0,60,2020
5010,2020-10-11,jakarta barat,"jakarta barat, kedoya selatan",10,0,10,2020
5011,2020-10-11,jakarta barat,"jakarta barat, kedoya selatan",11,0,50,2020
5012,2020-10-10,jakarta barat,"jakarta barat, kedoya utara",2,0,60,2020
5013,2020-10-11,jakarta barat,"jakarta barat, kedoya utara",2,0,60,2020
5014,2020-10-10,jakarta barat,"jakarta barat, kedoya utara",0,0,60,2020
5015,2020-10-11,jakarta barat,"jakarta barat, kedoya utara",0,0,60,2020
5016,2020-10-09,jakarta barat,"jakarta barat, kedoya utara",0,0,60,2020
5022,2020-10-10,jakarta barat,"jakarta barat, sukabumi selatan",8,0,30,2020
5023,2020-10-11,jakarta barat,"jakarta barat, sukabumi selatan",8,0,30,2020
5024,2020-10-16,jakarta barat,"jakarta barat, sukabumi selatan",8,0,30,2020
5025,2020-10-16,jakarta barat,"jakarta barat, sukabumi utara",2,0,20,2020
5026,2020-10-16,jakarta barat,"jakarta barat, sukabumi utara",5,0,50,2020
5027,2020-10-16,jakarta barat,"jakarta barat, sukabumi utara",0,0,100,2020
5028,2020-10-18,jakarta barat,"jakarta barat, sukabumi utara",0,0,100,2020
5029,2020-10-16,jakarta barat,"jakarta barat, kebon jeruk",4,0,30,2020
5030,2020-10-16,jakarta barat,"jakarta barat, kebon jeruk",6,0,30,2020
5031,2020-10-16,jakarta barat,"jakarta barat, kebon jeruk",10,0,50,2020
5032,2020-10-16,jakarta barat,"jakarta barat, duri kepa",2,0,40,2020
5033,2020-10-16,jakarta barat,"jakarta barat, duri kepa",13,0,30,2020
5034,2020-10-16,jakarta barat,"jakarta barat, duri kepa",0,0,30,2020
5036,2020-10-16,jakarta barat,"jakarta barat, duri kepa",8,0,100,2020
5037,2020-10-16,jakarta barat,"jakarta barat, palmerah",2,0,20,2020
5038,2020-10-16,jakarta barat,"jakarta barat, palmerah",15,0,40,2020
5039,2020-10-16,jakarta barat,"jakarta barat, jelambar",4,0,15,2020
5040,2020-10-16,jakarta barat,"jakarta barat, tanjung duren utara",2,0,10,2020
5041,2020-10-16,jakarta barat,"jakarta barat, tanjung duren utara",4,0,30,2020
5042,2020-10-09,jakarta barat,"jakarta barat, kembangan utara",4,0,30,2020
5043,2020-10-11,jakarta barat,"jakarta barat, kembangan selatan",1,0,50,2020
5044,2020-10-11,jakarta barat,"jakarta barat, kembangan selatan",6,0,15,2020
5045,2020-10-25,jakarta barat,"jakarta barat, kembangan selatan",0,0,15,2020
5046,2020-10-11,jakarta barat,"jakarta barat, kembangan selatan",8,0,50,2020
5047,2020-10-11,jakarta barat,"jakarta barat, kembangan selatan",9,0,90,2020
