,Tanggal,Jam Pasang,Tinggi Pasang,Jam Surut,Tinggi Surut,Koefisien
3,4 Desember 2019, 0:46 ,0.3, 9:53 ,0.8,39  rendah 
4,5 Desember 2019, 1:02 ,0.3, 9:37 ,0.8,43  rendah 
5,6 Desember 2019, 1:10 ,0.4, 9:26 ,0.9,50  rata-rata 
6,7 Desember 2019, 1:09 ,0.4, 9:21 ,0.9,58  rata-rata 
7,8 Desember 2019, 0:54 ,0.4, 9:21 ,0.9,66  rata-rata 
8,9 Desember 2019, 0:03 ,0.4, 19:03 ,0.3,74  tinggi 
9,10 Desember 2019, 9:27 ,1, 19:41 ,0.3,80  tinggi 
10,11 Desember 2019, 9:37 ,1, 20:25 ,0.2,84  tinggi 
11,12 Desember 2019, 9:53 ,1.1, 21:12 ,0.2,86  tinggi 
12,13 Desember 2019, 10:14 ,1.1, 21:57 ,0.2,86  tinggi 
13,14 Desember 2019, 10:39 ,1.1, 22:38 ,0.2,82  tinggi 
14,15 Desember 2019, 11:05 ,1.1, 23:12 ,0.2,76  tinggi 
15,16 Desember 2019, 11:32 ,1, 23:36 ,0.2,70  tinggi 
16,17 Desember 2019, 11:50 ,1, 23:53 ,0.3,63  rata-rata 
17,18 Desember 2019, 11:35 ,0.9, 8:51 ,0.8,60  rata-rata 
18,19 Desember 2019, 9:55 ,0.8, 8:35 ,0.9,59  rata-rata 
19,20 Desember 2019, 0:02 ,0.3, 17:45 ,0.3,63  rata-rata 
20,21 Desember 2019, 0:02 ,0.4, 18:13 ,0.3,69  rata-rata 
21,22 Desember 2019, 8:41 ,1, 18:51 ,0.2,75  tinggi 
22,23 Desember 2019, 8:58 ,1, 19:32 ,0.2,80  tinggi 
23,24 Desember 2019, 9:21 ,1.1, 20:15 ,0.2,84  tinggi 
24,25 Desember 2019, 9:46 ,1.1, 21:00 ,0.2,86  tinggi 
25,26 Desember 2019, 10:11 ,1.1, 21:42 ,0.2,85  tinggi 
26,27 Desember 2019, 10:34 ,1.1, 22:22 ,0.2,81  tinggi 
27,28 Desember 2019, 10:52 ,1.1, 22:55 ,0.3,76  tinggi 
28,29 Desember 2019, 11:02 ,1, 23:21 ,0.3,70  tinggi 
29,30 Desember 2019, 11:03 ,1, 23:54 ,0.2,62  rata-rata 
30,31 Desember 2019, 10:51 ,0.9, 10:45 ,0.9,55  rata-rata 
